Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise,Earnings Per Share – Coefficient of Variation,Market Capitalization,Revenue - Actual,Enterprise Value,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5),"WACC Inflation Adjusted Risk Free Rate, (%)",Net Income after Tax,Price Target - Mean,Price Close
DG.N,2022-01-01,2.57,2.56622,0.147,3.1875677065879,47344589962.32,8651448000.0,51171828962.32,24,2.13333,2.0,2.325202,597433000.0,245.44,222.63
DG.N,2021-10-01,2.08,2.01213,3.373,5.52797284469691,51682879491.36,8517839000.0,55321643491.36,23,2.0,1.88889,1.515266,487031000.0,250.2,235.83
DG.N,2021-07-01,2.69,2.59273,3.752,5.96552668422859,54950845193.6,8650198000.0,58793944193.6,23,1.88889,1.92857,1.527139,637019000.0,249.26087,212.14
XRAY.OQ,2022-10-01,0.69,0.56364,22.419,7.02753530622383,7698084095.88,1023000000.0,9364084095.88,11,2.64286,2.53333,3.747421,73000000.0,40.6,28.35
XRAY.OQ,2022-04-01,0.52,0.55633,-6.53,15.1726493268384,10604525586.32,965000000.0,12450525586.32,14,2.53333,2.125,3.092855,69000000.0,51.81818,35.73
XRAY.OQ,2022-01-01,0.76,0.78679,-3.405,2.75550019700301,12196085980.54,1088000000.0,13953085980.54,14,2.125,2.13333,2.325202,92000000.0,67.0,49.22
XRAY.OQ,2021-10-01,0.68,0.65092,4.468,4.75788115282984,12686862388.05,1069000000.0,14484862388.05,13,2.13333,2.0,1.515266,84000000.0,71.27273,55.79
XRAY.OQ,2021-07-01,0.71,0.64969,9.283,5.6457695208484,13810804334.46,1067000000.0,15732804334.46,13,2.0,1.9375,1.527139,96000000.0,73.75,58.05
EQR.N,2022-10-01,0.86,0.346,148.555,21.4797687861272,25286097186.66,695099000.0,33364327186.66,12,2.64,2.6,3.747421,336192000.0,77.09524,67.22
EQR.N,2022-07-01,0.59,0.291,102.749,22.0824742268041,27163273231.26,687030000.0,35736366231.26,12,2.6,2.75,3.092855,233846000.0,81.76191,72.22
EQR.N,2022-04-01,0.19,0.24429,-22.224,31.4707929100659,33807588374.4,653348000.0,42680505374.4,12,2.75,2.72,2.325202,75059000.0,95.475,89.92
EQR.N,2022-01-01,1.4,0.43333,223.079,76.8075139039531,33985211147.5,645130000.0,42971349147.5,12,2.72,2.75,1.515266,561348000.0,94.31818,90.5
EQR.N,2021-10-01,1.15,0.37556,206.209,79.7449142613697,30345209420.96,623206000.0,39158456420.96,11,2.75,2.86364,1.527139,448488000.0,88.04546,80.92
URI.N,2022-10-01,9.27,9.06524,2.259,3.75092110082028,18904446793.8,3051000000.0,28738446793.8,18,2.35,2.25,3.747421,606000000.0,367.0,270.12
URI.N,2022-07-01,7.86,6.46006,21.671,7.2435859728857,17395151651.19,2771000000.0,27148151651.19,18,2.25,2.25,3.092855,493000000.0,363.33333,242.91
URI.N,2022-04-01,5.73,4.995,14.715,10.4630630630631,25643340566.97,2524000000.0,35030340566.97,17,2.25,2.26316,2.325202,367000000.0,405.6,355.21
URI.N,2022-01-01,7.39,6.72159,9.944,5.2808933600532,24055946806.15,2776000000.0,33596946806.15,17,2.26316,2.26316,1.515266,481000000.0,406.35714,332.29
URI.N,2021-10-01,6.58,6.8005,-3.242,4.42908609661054,25403871479.27,2596000000.0,35187871479.27,16,2.26316,2.26316,1.527139,409000000.0,375.8,350.93
TDG.N,2022-10-01,5.5,5.20044,5.76,5.6283699071617,28463432161.92,1510000000.0,45410432161.92,17,2.0,2.05263,3.747421,265000000.0,721.32105,524.82
TDG.N,2022-07-01,4.85,4.38567,10.587,4.97529453880479,29579304213.86,1398000000.0,45734304213.86,15,2.05263,1.95,3.092855,239000000.0,711.38125,521.8257078
TDG.N,2022-04-01,3.86,3.69765,4.391,5.23467607804957,36995426510.24,1327000000.0,52608426510.24,17,1.95,2.05,2.325202,199000000.0,739.55556,633.5184036
TDG.N,2022-01-01,3.0,3.14,-4.459,6.30254777070064,35153770728.28,1194000000.0,50289770728.28,17,2.05,2.22222,1.515266,163000000.0,736.47059,618.6804952
TDG.N,2021-10-01,4.25,3.70438,14.729,3.9234635755511,34421571654.24,1279000000.0,49738571654.24,16,2.22222,2.16667,1.527139,208000000.0,715.66667,607.2943938
CNC.N,2022-10-01,1.3,1.23906,4.918,5.53564799121915,44358780710.0,35865000000.0,47926780710.0,18,1.95455,1.90476,3.747421,740000000.0,103.0,77.81
CNC.N,2022-07-01,1.77,1.59279,11.126,12.8246661518468,49168901640.0,35936000000.0,54763901640.0,19,1.90476,2.0,3.092855,-171000000.0,101.36842,84.61
CNC.N,2022-04-01,1.83,1.68447,8.64,3.27224586962071,49238858260.0,37185000000.0,57194858260.0,18,2.0,1.95455,2.325202,852000000.0,96.0,84.19
CNC.N,2022-01-01,1.01,0.98682,2.349,5.1620356295981,47996269600.0,32568000000.0,53943269600.0,17,1.95455,1.85714,1.515266,593000000.0,94.7,82.4
CNC.N,2021-10-01,1.26,1.251,0.719,9.39728217426059,36357885000.0,32406000000.0,41981885000.0,19,1.85714,1.85,1.527139,581000000.0,83.4,62.31
NKE.N,2022-07-01,0.93,0.92039,1.044,6.6939014982779,166972776087.25,12687000000.0,164527776087.25,23,2.16667,2.11111,3.747421,1468000000.0,124.48862,83.12
NKE.N,2022-04-01,0.9,0.80508,11.79,6.65523923088389,187042263690.65,12234000000.0,183475263690.65,24,2.11111,2.05263,3.092855,1439000000.0,149.36667,102.2
NKE.N,2022-01-01,0.87,0.71168,22.246,8.62887814748201,215925869528.15,10871000000.0,211876869528.15,25,2.05263,2.02778,2.325202,1396000000.0,168.43438,134.56
NKE.N,2021-10-01,0.83,0.62932,31.888,9.66439966948452,267876070425.08,11357000000.0,262199070425.08,25,2.02778,1.9375,1.515266,1337000000.0,183.78788,166.67
NKE.N,2021-07-01,1.16,1.11409,4.121,3.00065524329273,260799572592.26,12248000000.0,256534572592.26,23,1.9375,1.93548,1.527139,1874000000.0,184.13333,145.23
AES.N,2022-07-01,0.34,0.3138,8.349,7.66093052899936,14032136214.25,3078000000.0,37607136214.25,11,1.78571,1.78571,3.747421,-141000000.0,27.04546,22.6
AES.N,2022-04-01,0.21,0.27558,-23.797,19.5732636620945,17172077003.66,2852000000.0,39570077003.66,12,1.78571,1.75,3.092855,204000000.0,28.90909,21.01
AES.N,2022-01-01,0.45,0.43429,3.617,5.20159340532824,16203085087.5,2770000000.0,37578085087.5,8,1.75,1.7,2.325202,-1321000000.0,30.55,25.73
AES.N,2021-10-01,0.5,0.43375,15.274,2.80806916426513,15212992841.37,3036000000.0,37901992841.37,9,1.7,1.9,1.515266,460000000.0,30.16667,24.3
AES.N,2021-07-01,0.31,0.28889,7.307,3.02883450448268,17371210299.63,2700000000.0,40209210299.63,9,1.9,1.88889,1.527139,-71000000.0,29.875,22.83
ELV.N,2022-10-01,7.53,7.14795,5.345,1.31688106380151,109017915242.56,39625000000.0,123969915242.56,19,1.84,2.0,3.747421,1613000000.0,560.52381,454.24
ELV.N,2022-07-01,8.04,7.74045,3.87,1.60546221472912,116342693132.4,38482000000.0,133529693132.4,21,2.0,2.0,3.092855,1650000000.0,559.54546,482.58
ELV.N,2022-04-01,8.25,7.81332,5.589,2.60990206467929,118499816273.04,37886000000.0,135649816273.04,20,2.0,1.96154,2.325202,1795000000.0,536.1,491.22
ELV.N,2022-01-01,5.14,5.11276,0.533,3.00268348211142,112507960913.04,36018000000.0,130726960913.04,21,1.96154,1.96296,1.515266,1125000000.0,491.21739,463.54
ELV.N,2021-10-01,6.79,6.37077,6.581,3.85024102267073,90894410944.0,35548000000.0,108260410944.0,22,1.96296,1.88,1.527139,1502000000.0,450.54167,372.8
GWW.N,2022-10-01,8.27,7.25167,14.043,2.10392916390294,24768164214.3,3942000000.0,27017164214.3,15,2.41177,2.41177,3.747421,442000000.0,585.2,489.19
GWW.N,2022-07-01,7.19,6.64913,8.134,4.50810857961869,23152977649.56,3837000000.0,25480977649.56,15,2.41177,2.55556,3.092855,389000000.0,558.4,454.43
GWW.N,2022-04-01,7.07,6.1175,15.57,4.17098487944422,26358021790.65,3647000000.0,28621021790.65,16,2.55556,2.66667,2.325202,385000000.0,544.75,515.79
GWW.N,2022-01-01,5.44,5.24313,3.755,2.52921441963102,26699749157.28,3359000000.0,29106749157.28,16,2.66667,2.66667,1.515266,301000000.0,522.5,518.24
GWW.N,2021-10-01,5.65,5.29938,6.616,2.00646113318916,20250469673.82,3372000000.0,22584469673.82,16,2.66667,2.61111,1.527139,315000000.0,477.83333,393.06
K.N,2022-10-01,1.01,0.98013,3.048,3.88213808372359,23692278197.7,3946000000.0,30461278197.7,16,3.09524,3.09524,3.747421,309000000.0,73.62105,69.66
K.N,2022-07-01,1.18,1.04971,12.412,3.37426527326595,24252494007.74,3864000000.0,31417494007.74,17,3.09524,3.04348,3.092855,324000000.0,72.84211,71.34
K.N,2022-04-01,1.1,0.92979,18.306,4.50101635853257,22317662978.64,3672000000.0,29798662978.64,19,3.04348,2.86364,2.325202,423000000.0,69.05,64.49
K.N,2022-01-01,0.83,0.78853,5.259,3.62446577809341,21975130969.26,3421000000.0,29295130969.26,17,2.86364,2.66667,1.515266,431000000.0,67.45,64.42
K.N,2021-10-01,1.09,0.93477,16.606,5.31788568310921,21771938791.98,3622000000.0,29389938791.98,17,2.66667,2.7,1.527139,300000000.0,67.515,63.92
GOOGL.OQ,2022-10-01,1.06,1.24917,-15.143,6.18170465188885,1243730650000.0,69092000000.0,1142538650000.0,39,1.82609,1.81633,3.747421,13910000000.0,138.89205,95.65
GOOGL.OQ,2022-07-01,1.21,1.27915,-5.406,7.15006058710863,1437608994806.25,69685000000.0,1327427994806.25,38,1.81633,1.68628,3.092855,16002000000.0,151.19602,108.963
GOOGL.OQ,2022-04-01,1.231,1.2864,-4.307,7.67957089552239,1842066627198.91,68011000000.0,1723068627198.91,39,1.68628,1.71739,2.325202,16436000000.0,169.17906,139.0675
GOOGL.OQ,2022-01-01,1.5345,1.36722,12.235,7.05372946563099,1921854645843.66,75325000000.0,1797135645843.66,37,1.71739,1.70455,1.515266,20642000000.0,169.12006,144.852
GOOGL.OQ,2021-10-01,1.3995,1.17397,19.211,9.93551794338867,1779953987630.97,65118000000.0,1652487987630.97,36,1.70455,1.71429,1.527139,18936000000.0,161.56887,133.676
GM.N,2022-10-01,2.25,1.8765,19.904,7.28590460964562,46788791062.22,41889000000.0,133583791062.22,18,2.11539,2.0,3.747421,3252000000.0,48.49696,32.09
GM.N,2022-07-01,1.14,1.19754,-4.805,3.11638859662308,46313731841.52,35759000000.0,134287731841.52,18,2.0,1.88462,3.092855,1642000000.0,53.89227,31.76
GM.N,2022-04-01,2.09,1.67024,25.132,10.7756969058339,63555153280.38,35979000000.0,152072153280.38,18,1.88462,1.79167,2.325202,2807000000.0,68.04478,43.74
GM.N,2022-01-01,1.35,1.18919,13.523,14.6149900352341,85122569037.22,33584000000.0,171896569037.22,18,1.79167,1.70833,1.515266,1766000000.0,77.51818,58.63
GM.N,2021-10-01,1.52,0.9596,58.399,43.8265944143393,76520362130.52,26779000000.0,167704362130.52,18,1.70833,1.68182,1.527139,2386000000.0,72.7087,52.71
CCI.N,2022-10-01,0.97,0.96879,0.125,2.24919745249228,62590150000.0,1746000000.0,83899150000.0,17,2.42105,2.42105,3.747421,419000000.0,180.64706,144.55
CCI.N,2022-07-01,0.97,0.95825,1.226,2.7925906600574,72908540000.0,1734000000.0,93909540000.0,17,2.42105,2.42105,3.092855,421000000.0,197.5,168.38
CCI.N,2022-04-01,0.97,0.94469,2.679,3.30796345891245,79937647943.4,1742000000.0,100751647943.4,17,2.42105,2.5,2.325202,421000000.0,198.72222,184.6
CCI.N,2022-01-01,0.81,0.77533,4.472,4.07568390233836,90218105987.52,1654000000.0,110555105987.52,18,2.5,2.31579,1.515266,353000000.0,199.94118,208.74
CCI.N,2021-10-01,0.81,0.76313,6.142,5.33722956770144,74874240000.0,1618000000.0,94882240000.0,18,2.31579,2.2,1.527139,351000000.0,198.55556,173.32
COF.N,2022-10-01,4.2,5.04179,-16.696,5.30168848762047,35208940000.0,8805000000.0,90944940000.0,19,2.26087,2.26087,3.747421,1694000000.0,126.64211,92.17
COF.N,2022-07-01,4.96,5.0884,-2.523,5.04362864554673,39988122000.0,8232000000.0,98946122000.0,20,2.26087,2.125,3.092855,2031000000.0,146.3,104.19
COF.N,2022-04-01,5.62,5.44057,3.298,3.21528810400381,53260435175.11,8173000000.0,98356435175.11,21,2.125,2.04167,2.325202,2403000000.0,173.193,131.29
COF.N,2022-01-01,5.41,5.29738,2.126,5.63712627751832,61753504395.22,8118000000.0,105520504395.22,21,2.04167,2.08,1.515266,2426000000.0,185.88,145.09
COF.N,2021-10-01,6.78,5.38039,26.013,11.0382332879215,72257047164.93,7830000000.0,110226047164.93,24,2.08,1.95833,1.527139,3104000000.0,187.25455,161.97
ROP.N,2022-10-01,3.67,3.457,6.161,0.484813422042233,38125307648.88,1350300000.0,42890307648.88,12,2.33333,2.28571,3.747421,276900000.0,492.0,359.64
ROP.N,2022-07-01,3.95,3.59333,9.926,7.87904255940868,41798429295.75,1311000000.0,46376329295.75,12,2.28571,2.29412,3.092855,225000000.0,494.6,394.65
ROP.N,2022-04-01,3.77,3.68757,2.235,1.14384269315565,49868826772.05,1526600000.0,54085626772.05,14,2.29412,2.35294,2.325202,287600000.0,520.07143,472.23
ROP.N,2022-01-01,3.73,3.66915,1.658,0.879222708256681,51883802914.0,1512300000.0,59454102914.0,14,2.35294,2.23077,1.515266,199900000.0,516.42857,491.86
ROP.N,2021-10-01,3.91,3.83364,1.992,1.59352469193769,47032739523.72,1462800000.0,55009339523.72,11,2.23077,2.30769,1.527139,210800000.0,512.27273,446.13
C.N,2022-10-01,1.5,1.42058,5.591,9.88187923242619,80708658842.88,18508000000.0,291468658842.88,19,2.56,2.40741,3.747421,3515000000.0,57.21667,41.67
C.N,2022-07-01,2.3,1.68225,36.722,8.71570812899391,89069275561.77,19638000000.0,308600275561.77,20,2.40741,2.37037,3.092855,4789000000.0,59.4875,45.99
C.N,2022-04-01,2.31,1.54665,49.355,22.8228752465005,103698556942.8,19304000000.0,328733556942.8,19,2.37037,2.15385,2.325202,4325000000.0,68.22,53.4
C.N,2022-01-01,1.46,1.37853,5.91,9.22939653108746,119829898563.21,17017000000.0,334465898563.21,20,2.15385,2.08,1.515266,3179000000.0,80.388,60.39
C.N,2021-10-01,2.15,1.64943,30.348,11.4221276440952,139255874833.02,17154000000.0,317518874833.02,20,2.08,2.08,1.527139,4669000000.0,84.39167,70.18
ODFL.OQ,2022-10-01,3.36,3.07484,9.274,1.59097709149094,27805986634.98,1603690000.0,27530389634.98,19,2.81818,2.77273,3.747421,377401000.0,283.94444,248.77
ODFL.OQ,2022-07-01,3.3,3.14242,5.015,2.860534237944,29050301612.8,1667448000.0,28729731612.8,19,2.77273,2.71429,3.092855,376078000.0,292.83333,256.28
ODFL.OQ,2022-04-01,2.6,2.39211,8.691,2.21937954358286,33978181775.4,1497280000.0,33536827775.4,18,2.71429,2.71429,2.325202,299751000.0,310.0625,298.68
ODFL.OQ,2022-01-01,2.41,2.26288,6.501,2.87023615923071,41217703821.36,1410358000.0,40600653821.36,19,2.71429,2.52632,1.515266,278806000.0,342.75,358.38
ODFL.OQ,2021-10-01,2.47,2.37187,4.137,1.7188969041305,33119367536.34,1400046000.0,32654650536.34,16,2.52632,2.47368,1.527139,286634000.0,304.42063,285.98
A.N,2022-07-01,1.34,1.19913,11.748,1.93056632725393,40056750309.6,1718000000.0,41891750309.6,15,2.0,1.88889,3.747421,329000000.0,147.0,121.55
A.N,2022-04-01,1.13,1.12021,0.874,2.30671034895243,35794522474.79,1607000000.0,37492522474.79,15,1.88889,1.88889,3.092855,274000000.0,153.06667,118.77
A.N,2022-01-01,1.21,1.17629,2.866,1.2675445680912,41847006445.2,1674000000.0,43419006445.2,15,1.88889,1.88235,2.325202,283000000.0,168.25625,132.33
A.N,2021-10-01,1.21,1.17493,2.985,1.46732145744853,47675792983.32,1660000000.0,48829792983.32,15,1.88235,1.88889,1.515266,442000000.0,177.3125,159.65
A.N,2021-07-01,1.1,0.99187,10.902,1.57278675632895,46496605366.75,1586000000.0,47926605366.75,15,1.88889,1.95,1.527139,264000000.0,164.93125,157.53
MOH.N,2022-10-01,4.36,4.2105,3.551,2.08146300914381,19130720000.0,7927000000.0,13641720000.0,15,2.57895,2.57895,3.747421,230000000.0,363.8125,329.84
MOH.N,2022-07-01,4.55,4.29443,5.951,4.7780497062474,16217380000.0,8054000000.0,10729380000.0,15,2.57895,2.38889,3.092855,248000000.0,340.88235,279.61
MOH.N,2022-04-01,4.9,4.65843,5.186,4.46287697786593,19572897868.85,7770000000.0,14171897868.85,14,2.38889,2.42105,2.325202,258000000.0,348.1875,333.59
MOH.N,2022-01-01,2.88,2.74838,4.789,5.02696133722411,18575872000.0,7409000000.0,13327872000.0,16,2.42105,2.4,1.515266,103000000.0,339.625,318.08
MOH.N,2021-10-01,2.83,2.79154,1.378,2.79594775643552,15844504000.0,7040000000.0,10937504000.0,15,2.4,2.46667,1.527139,143000000.0,301.92857,271.31
GS.N,2022-10-01,8.25,7.69025,7.279,8.06514742693671,100034355286.5,11975000000.0,338232355286.5,21,2.26923,2.13793,3.747421,3069000000.0,382.04,293.05
GS.N,2022-07-01,7.73,6.57739,17.524,17.4792736936688,102010563783.68,11864000000.0,361329563783.68,23,2.13793,2.17241,3.092855,2927000000.0,393.55714,297.02
GS.N,2022-04-01,10.76,8.8894,21.043,12.0308457263707,111549038208.7,12933000000.0,392325038208.7,21,2.17241,2.2069,2.325202,3939000000.0,425.65192,330.1
GS.N,2022-01-01,10.81,11.759,-8.07,6.62802959435326,128075054499.0,12639000000.0,398075054499.0,22,2.2069,2.21429,1.515266,3935000000.0,455.50926,382.55
GS.N,2021-10-01,14.93,10.17555,46.724,7.54514497987824,127432963388.64,13608000000.0,447481963388.64,22,2.21429,2.18519,1.527139,5378000000.0,437.92308,378.03
MET.N,2022-10-01,1.21,1.17375,3.088,21.561661341853,47852094000.0,23690000000.0,69386094000.0,16,1.77778,1.70588,3.747421,400000000.0,78.5625,60.78
MET.N,2022-07-01,2.0,1.4504,37.893,17.8978212906784,50081304000.0,18298000000.0,71389304000.0,15,1.70588,1.875,3.092855,138000000.0,75.33333,62.79
MET.N,2022-04-01,2.08,1.64964,26.088,9.68817438956378,57986498988.32,17724000000.0,83332498988.32,14,1.875,1.82353,2.325202,674000000.0,78.0,70.28
MET.N,2022-01-01,2.17,1.47047,47.572,15.638537338402,52564100460.57,20211000000.0,82900100460.57,15,1.82353,2.0,1.515266,1211000000.0,74.21429,62.49
MET.N,2021-10-01,2.39,1.73717,37.58,9.36811020222546,52896280267.53,17087000000.0,83922280267.53,12,2.0,1.92857,1.527139,1589000000.0,72.72727,61.73
WYNN.OQ,2022-10-01,-1.2,-1.00125,-19.85,-57.3612983770287,7168377885.57,889722000.0,16507578885.57,12,2.35714,2.4,3.747421,-207791000.0,82.33333,63.03
WYNN.OQ,2022-07-01,-0.82,-1.02118,19.701,-48.9208562643217,6607682851.0,908832000.0,15740385851.0,11,2.4,2.375,3.092855,-213422000.0,82.04546,56.98
WYNN.OQ,2022-04-01,-1.21,-1.15227,-5.01,-30.390446683503,9241762656.96,953334000.0,18151085656.96,12,2.375,2.5,2.325202,-254610000.0,96.79167,79.74
WYNN.OQ,2022-01-01,-1.37,-1.24592,-9.959,-31.8375176576345,9835547475.84,1053124000.0,18625766475.84,12,2.5,2.38462,1.515266,-256431000.0,105.95833,85.04
WYNN.OQ,2021-10-01,-1.24,-1.31173,5.468,-40.4877528149848,9803170896.75,994644000.0,18531847896.75,12,2.38462,2.08333,1.527139,-245983000.0,106.83333,84.75
PSA.N,2022-10-01,3.3,2.73,20.879,5.03003663003663,51340266510.12,1088131000.0,61640515510.12,8,2.0,2.0,3.747421,2778152000.0,364.0,292.81
PSA.N,2022-07-01,3.42,2.54375,34.447,2.54742014742015,54792060362.21,1032045000.0,65562700362.21,8,2.0,2.25,3.092855,656893000.0,365.91667,300.47305597
PSA.N,2022-04-01,2.63,2.31857,13.432,1.33314931186033,68438222633.0,973445000.0,79393796633.0,8,2.25,2.17647,2.325202,516295000.0,414.33333,375.05556748
PSA.N,2022-01-01,3.17,2.17375,45.831,2.47682576193215,65680803993.6,924316000.0,76609844993.6,8,2.17647,2.625,1.515266,622019000.0,386.28571,359.94878896
PSA.N,2021-10-01,2.52,2.12571,18.549,4.82285918587201,52060311589.5,894931000.0,60910198589.5,8,2.625,2.75,1.527139,491628000.0,343.92857,285.5104261
CPT.N,2022-10-01,0.27,0.35,-22.857,33.28,13152878400.0,373772000.0,16849261400.0,7,2.13636,2.13636,3.747421,31550000.0,153.85,119.45
CPT.N,2022-07-01,4.54,0.55,725.455,6.47090909090909,14805575600.0,361716000.0,18540603600.0,8,2.13636,2.08696,3.092855,498886000.0,162.57895,134.48
CPT.N,2022-04-01,0.42,0.425,-1.177,12.3576470588235,17543152581.6,311359000.0,20154855581.6,10,2.08696,2.13044,2.325202,83601000.0,185.35,166.2
CPT.N,2022-01-01,0.37,0.46375,-20.216,10.9929919137466,18260610526.44,305364000.0,20886351526.44,9,2.13044,2.18182,1.515266,217859000.0,182.95238,178.68
CPT.N,2021-10-01,0.29,0.385,-24.675,7.15324675324675,14831784927.1,294130000.0,17638123927.1,8,2.18182,2.4,1.527139,30605000.0,163.85,147.47
MRNA.OQ,2022-10-01,2.53,3.29231,-23.154,33.6490184703142,46259346078.0,3364000000.0,39057346078.0,14,2.47368,2.57895,3.747421,1043000000.0,206.42857,118.25
MRNA.OQ,2022-07-01,5.24,4.54846,15.204,17.1356898818501,56819947003.45,4749000000.0,49684947003.45,13,2.57895,2.4,3.092855,2197000000.0,218.57143,142.85
MRNA.OQ,2022-04-01,8.58,5.21083,64.657,32.3336205556504,69424262408.16,6066000000.0,60115262408.16,14,2.4,2.5,2.325202,3657000000.0,232.1875,172.26
MRNA.OQ,2022-01-01,11.29,9.9,14.04,9.26848484848485,,7211000000.0,93013070867.46,14,2.5,2.66667,1.515266,4868000000.0,250.30412,253.98
MRNA.OQ,2021-10-01,7.7,9.04909,-14.909,11.0203346413838,155347319636.32,4969000000.0,146897319636.32,13,2.66667,2.64706,1.527139,3333000000.0,312.46154,384.86
OGN.N,2022-10-01,1.32,1.09333,20.732,13.7259564815746,5951318560.2,1537000000.0,14151318560.2,7,2.66667,2.44444,3.747421,227000000.0,32.85714,23.4
OGN.N,2022-07-01,1.25,1.15667,8.069,11.4656730095879,8560254791.25,1585000000.0,16908254791.25,7,2.44444,2.5,3.092855,234000000.0,38.28571,33.75
OGN.N,2022-04-01,1.65,1.29833,27.086,9.03083191484445,8859546662.47,1567000000.0,17259546662.47,7,2.5,2.33333,2.325202,348000000.0,39.14286,34.93
OGN.N,2022-01-01,1.37,1.24,10.484,6.08870967741935,7720598383.05,1604000000.0,16117598383.05,7,2.33333,2.33333,1.515266,202000000.0,39.71429,30.45
OGN.N,2021-10-01,1.67,1.443,15.731,8.18780318780319,8313742222.29,1600000000.0,16603742222.29,7,2.33333,2.42857,1.527139,323000000.0,40.5,32.79
BK.N,2022-10-01,1.06,1.0976,-3.426,4.21373906705539,31134945600.0,4279000000.0,-36486054400.0,15,2.41177,2.55556,3.747421,388000000.0,47.1,38.52
BK.N,2022-07-01,1.15,1.11594,3.052,3.04227825868774,33705985431.33,4254000000.0,-52288014568.67,16,2.55556,2.44444,3.092855,864000000.0,48.8,41.71
BK.N,2022-04-01,0.94,0.852,10.329,7.18192488262911,40091026800.09,4014000000.0,-57812973199.91,17,2.44444,2.22222,2.325202,765000000.0,56.9,49.63
BK.N,2022-01-01,1.04,1.01135,2.833,2.52731497503337,47963687339.04,4015000000.0,-17123312660.96,17,2.22222,2.11765,1.515266,869000000.0,68.90625,58.08
BK.N,2021-10-01,1.04,1.00575,3.405,2.92319164802386,42810563905.92,4035000000.0,-48125436094.08,16,2.11765,2.23529,1.527139,943000000.0,60.90625,51.84
FAST.OQ,2022-10-01,0.5,0.48375,3.359,1.64134366925065,26369612852.24,1802400000.0,26693112852.24,12,3.0,2.86667,3.747421,284600000.0,48.85714,46.04
FAST.OQ,2022-07-01,0.5,0.49815,0.371,1.90504868011643,28687829863.68,1778600000.0,28944929863.68,13,2.86667,2.875,3.092855,287100000.0,54.71429,49.92
FAST.OQ,2022-04-01,0.47,0.44623,5.327,2.96483876028057,34190749593.0,1704100000.0,34321549593.0,13,2.875,2.9375,2.325202,269600000.0,61.0,59.4
FAST.OQ,2022-01-01,0.4,0.37631,6.295,3.55557917674258,36844964457.24,1531800000.0,36998764457.24,14,2.9375,2.93333,1.515266,231200000.0,57.625,64.06
FAST.OQ,2021-10-01,0.42,0.41562,1.055,1.15490111159232,29684177345.29,1554200000.0,29798677345.29,13,2.93333,2.86667,1.527139,243500000.0,52.77778,51.61
LDOS.N,2022-10-01,1.58,1.56779,0.779,2.42124264091492,11983390000.0,3608000000.0,16231390000.0,14,2.125,2.06667,3.747421,164000000.0,116.33333,87.47
LDOS.N,2022-07-01,1.59,1.56285,1.737,2.8307259173945,14035650000.0,3597000000.0,18925650000.0,13,2.06667,2.0,3.092855,172000000.0,117.72727,100.71
LDOS.N,2022-04-01,1.58,1.503,5.123,2.88622754491018,14837100000.0,3494000000.0,19718100000.0,13,2.0,2.0,2.325202,177000000.0,118.8,108.02
LDOS.N,2022-01-01,1.56,1.59727,-2.333,3.12595866697553,12476168748.4,3491000000.0,16878168748.4,11,2.0,1.83333,1.515266,176000000.0,109.3,88.9
LDOS.N,2021-10-01,1.8,1.619,11.18,2.87646695491044,13792695779.69,3483000000.0,18356695779.69,10,1.83333,1.64286,1.527139,208000000.0,116.6,96.13
ORLY.OQ,2022-10-01,9.17,8.50055,7.875,1.16851262565363,44169550750.35,3798619000.0,48473262750.35,21,2.12,2.12,3.747421,585438000.0,789.68421,703.35
ORLY.OQ,2022-07-01,8.78,8.9614,-2.024,1.90494788760685,40276489776.08,3670737000.0,44692418776.08,20,2.12,2.2,3.092855,576760000.0,736.0,631.76
ORLY.OQ,2022-04-01,7.17,7.47711,-4.107,3.57223579698573,45410375979.36,3296011000.0,49046720979.36,20,2.2,2.2,2.325202,481880000.0,769.41177,684.96
ORLY.OQ,2022-01-01,7.64,6.05247,26.23,2.74846467640484,47584644607.08,3291493000.0,51049509607.08,21,2.2,2.30435,1.515266,518973000.0,733.94118,706.23
ORLY.OQ,2021-10-01,8.07,7.1907,12.228,6.76971643928964,41359360841.9,3479570000.0,44736131841.9,20,2.30435,2.16667,1.527139,558652000.0,661.73333,611.06
CSX.OQ,2022-10-01,0.51,0.49327,3.392,3.20108662598577,56008168540.56,3895000000.0,71668168540.56,27,2.17241,2.03571,3.747421,1111000000.0,32.92308,26.64
CSX.OQ,2022-07-01,0.54,0.4698,14.943,2.99489144316731,62224467412.16,3815000000.0,77632467412.16,25,2.03571,2.07143,3.092855,1178000000.0,35.625,29.06
CSX.OQ,2022-04-01,0.39,0.37342,4.44,2.67527181190081,81426035202.4,3410000000.0,95741035202.4,25,2.07143,2.07407,2.325202,859000000.0,39.875,37.45
CSX.OQ,2022-01-01,0.42,0.414,1.449,3.20531400966184,83396176253.6,3427000000.0,97456176253.6,25,2.07407,2.07407,1.515266,934000000.0,40.04167,37.6
CSX.OQ,2021-10-01,0.43,0.37671,14.146,2.84834488067744,65962826643.14,3292000000.0,80185826643.14,25,2.07407,2.07143,1.527139,968000000.0,36.76,29.74
CFG.N,2022-10-01,1.23,1.22274,0.594,3.42509445998332,17030571211.88,2177000000.0,27433571211.88,19,2.04762,2.04762,3.747421,636000000.0,44.07895,34.36
