Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise,Earnings Per Share – Coefficient of Variation,Market Capitalization,Revenue - Actual,Enterprise Value,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5),"WACC Inflation Adjusted Risk Free Rate, (%)",Net Income after Tax,Price Target - Mean,Price Close
CFG.N,2022-07-01,0.67,0.83437,-19.7,26.0711674676702,17689757743.71,1999000000.0,31392757743.71,19,2.04762,2.09524,3.092855,364000000.0,46.55556,35.69
CFG.N,2022-04-01,0.93,0.91842,1.261,4.94653862067464,19135731537.45,1645000000.0,17132731537.45,19,2.09524,1.95238,2.325202,420000000.0,54.38889,45.33
CFG.N,2022-01-01,1.17,1.13137,3.414,3.20142835677099,20137929966.0,1720000000.0,19999929966.0,19,1.95238,2.0,1.515266,530000000.0,58.86842,47.25
CFG.N,2021-10-01,1.18,1.16029,1.699,4.53162571426109,20022856080.48,1659000000.0,15275856080.48,17,2.0,2.0,1.527139,530000000.0,53.52941,46.98
NI.N,2022-10-01,0.1,0.1133,-11.739,19.3380406001765,10225956044.81,1089500000.0,22872456044.81,11,2.0,1.93333,3.747421,63500000.0,29.66667,25.19
NI.N,2022-07-01,0.12,0.1224,-1.961,28.1535947712418,11966986293.39,1183200000.0,23863986293.39,10,1.93333,1.92857,3.092855,55800000.0,32.16667,29.49
NI.N,2022-04-01,0.75,0.77542,-3.278,4.32023935415646,12902354174.4,1873300000.0,24421554174.4,12,1.92857,1.92308,2.325202,431300000.0,32.45455,31.8
NI.N,2022-01-01,0.39,0.35782,8.993,4.35134984070203,10842576187.19,1408600000.0,22431976187.19,11,1.92308,1.92308,1.515266,173200000.0,30.5,27.61
NI.N,2021-10-01,0.11,0.09464,16.23,22.2633136094675,9508103531.63,959400000.0,20902503531.63,12,1.92308,1.91667,1.527139,62200000.0,28.27273,24.23
MO.N,2022-10-01,1.28,1.30377,-1.823,1.98577970040728,72717248205.54,5412000000.0,96525248205.54,13,2.66667,2.63158,3.747421,224000000.0,48.83333,40.38
MO.N,2022-07-01,1.26,1.25069,0.744,2.26994698926193,75626977209.67,5374000000.0,100739977209.67,13,2.63158,2.47368,3.092855,891000000.0,50.3875,41.77
MO.N,2022-04-01,1.12,1.09292,2.478,2.03857555905281,94714061499.75,4819000000.0,117283061499.75,14,2.47368,2.47368,2.325202,1959000000.0,56.1625,52.25
MO.N,2022-01-01,1.09,1.08471,0.488,1.58291156161555,87054900274.58,5086000000.0,110554900274.58,14,2.47368,2.3,1.515266,1624000000.0,54.07647,47.39
MO.N,2021-10-01,1.22,1.25779,-3.004,1.45890808481543,83942425871.44,5531000000.0,109153425871.44,14,2.3,2.25,1.527139,-2720000000.0,54.19412,45.52
DD.N,2022-10-01,0.82,0.79313,3.388,3.32732338960826,25035598576.8,3317000000.0,35695598576.8,16,2.05,2.05,3.747421,359000000.0,74.45625,50.4
DD.N,2022-07-01,0.88,0.75141,17.113,2.0548036358313,27839823801.72,3322000000.0,38295823801.72,17,2.05,1.94737,3.092855,365000000.0,77.375,55.58
DD.N,2022-04-01,0.82,0.667,22.939,3.07946026986507,37417547043.76,3274000000.0,47399547043.76,17,1.94737,2.0,2.325202,232000000.0,89.6875,73.58
DD.N,2022-01-01,1.08,0.98212,9.966,4.72752820429275,41852428356.76,4271000000.0,51279428356.76,18,2.0,2.09524,1.515266,167000000.0,94.8125,80.78
DD.N,2021-10-01,1.15,1.11517,3.124,3.34478151313253,35562624489.08,4271000000.0,45128624489.08,18,2.09524,2.27273,1.527139,259000000.0,91.35294,67.99
AEP.OQ,2022-10-01,1.62,1.5622,3.7,1.35962104724107,44412302916.8,5526100000.0,81674402916.8,15,2.25,2.21053,3.747421,673100000.0,98.25,86.45
AEP.OQ,2022-07-01,1.2,1.189,0.925,2.13204373423045,49269428245.44,4639700000.0,86332528245.44,15,2.21053,2.21053,3.092855,685800000.0,105.5,95.94
AEP.OQ,2022-04-01,1.22,1.1956,2.041,2.05001672800268,50338638226.8,4592600000.0,86945738226.8,15,2.21053,2.22222,2.325202,702400000.0,107.10467,99.77
AEP.OQ,2022-01-01,0.98,0.934,4.925,2.28907922912206,44859742974.55,4061400000.0,80747542974.55,15,2.22222,2.26316,1.515266,522800000.0,98.338,88.97
AEP.OQ,2021-10-01,1.43,1.456,-1.786,2.31387362637363,40610403700.02,4623000000.0,76350703700.02,16,2.26316,2.31579,1.527139,779900000.0,96.09813,81.18
HOLX.OQ,2022-10-01,0.82,0.62487,31.227,5.76599932786019,15723154316.34,953300000.0,16228254316.34,15,2.33333,2.35294,3.747421,118700000.0,77.83333,64.52
HOLX.OQ,2022-07-01,0.95,0.71043,33.722,5.98510761088355,17688590499.78,1002700000.0,18157790499.78,14,2.35294,2.0,3.092855,228400000.0,77.7,69.3
HOLX.OQ,2022-04-01,2.07,1.59633,29.672,7.74902432454442,19011292021.8,1435700000.0,19813592021.8,12,2.0,1.9375,2.325202,455700000.0,83.36364,76.82
HOLX.OQ,2022-01-01,2.17,1.28318,69.111,17.7184806496361,19138130667.48,1471100000.0,20810230667.48,13,1.9375,1.75,1.515266,499200000.0,84.54546,76.56
HOLX.OQ,2021-10-01,1.61,1.00723,59.844,10.6629071810808,19386715510.72,1316600000.0,21268115510.72,14,1.75,1.66667,1.527139,328800000.0,85.91667,73.81
BBY.N,2022-07-01,1.54,1.26862,21.392,2.03843546530876,17335715654.93,10329000000.0,17734715654.93,21,2.82143,2.58621,3.747421,309000000.0,79.3,63.34
BBY.N,2022-04-01,1.57,1.60805,-2.366,6.78150555020055,20231347419.32,10647000000.0,20817347419.32,22,2.58621,2.67742,3.092855,341000000.0,101.2381,65.19
BBY.N,2022-01-01,2.73,2.72591,0.15,4.16448085226585,23488366080.72,16365000000.0,21821366080.72,24,2.67742,2.54839,2.325202,628000000.0,119.1,90.9
BBY.N,2021-10-01,2.08,1.90874,8.972,13.2637237130253,30066666252.8,11910000000.0,27880666252.8,25,2.54839,2.51724,1.515266,498000000.0,132.16,101.6
BBY.N,2021-07-01,2.98,1.85371,60.759,10.4342103133716,28140640763.55,11849000000.0,25207640763.55,21,2.51724,2.55172,1.527139,730000000.0,127.8913,105.71
LHX.N,2022-10-01,3.26,3.3902,-3.841,2.47802489528641,39768926619.31,4246000000.0,46373926619.31,20,2.16667,2.13636,3.747421,-301000000.0,273.65,207.83
LHX.N,2022-07-01,3.23,3.17529,1.723,1.7620437818278,,4135000000.0,,17,2.13636,2.13044,3.092855,,279.11765,241.7
LHX.N,2022-04-01,3.12,3.0479,2.366,3.13002395091702,,4103000000.0,,19,2.13044,2.04348,2.325202,,277.66667,248.47
LHX.N,2022-01-01,3.3,3.26421,1.096,2.32092910688957,41843119009.56,4350000000.0,48069119009.56,19,2.04348,2.27273,1.515266,484000000.0,249.84211,213.24
LHX.N,2021-10-01,3.21,3.18333,0.838,1.55309063150851,44103117789.0,4229000000.0,50153117789.0,19,2.27273,2.09524,1.527139,479000000.0,254.11111,220.24
APA.OQ,2022-10-01,1.97,1.78048,10.644,15.7345210280374,11077560000.0,2287000000.0,17289560000.0,22,2.21429,2.28571,3.747421,530000000.0,53.80769,34.19
APA.OQ,2022-07-01,2.37,2.33279,1.595,9.43291080637348,11804311178.8,2530000000.0,17728311178.8,20,2.28571,2.35714,3.092855,1067000000.0,53.25,34.9
APA.OQ,2022-04-01,1.92,2.13342,-10.004,14.2850446700603,14338500886.69,3479000000.0,20863500886.69,21,2.35714,2.44828,2.325202,1946000000.0,52.54,41.33
APA.OQ,2022-01-01,1.29,1.46614,-12.014,11.5759750092079,9768444824.51,2403000000.0,18566444824.51,23,2.44828,2.5,1.515266,485000000.0,38.77778,26.89
APA.OQ,2021-10-01,0.98,0.92157,6.34,10.821749839947,8101001580.77,1277000000.0,16712001580.77,21,2.5,2.37931,1.527139,-30000000.0,31.17857,21.43
IFF.N,2022-10-01,1.36,1.31644,3.309,5.84303120537206,23156843730.55,3063000000.0,33498843730.55,16,2.2381,2.21053,3.747421,-2195000000.0,127.36842,90.83
IFF.N,2022-07-01,1.54,1.44307,6.717,9.31555641791458,30356304585.04,3307000000.0,42024304585.04,15,2.21053,2.10526,3.092855,109000000.0,144.35294,119.12
IFF.N,2022-04-01,1.69,1.35357,24.855,7.37531121404878,33455624208.93,3226000000.0,44613624208.93,14,2.10526,2.05,2.325202,246000000.0,156.0,131.33
IFF.N,2022-01-01,1.1,1.03539,6.24,5.22991336597804,38347504646.1,3031000000.0,49188504646.1,14,2.05,2.22222,1.515266,92000000.0,166.70588,150.65
IFF.N,2021-10-01,1.47,1.37642,6.799,3.57739643422792,34035048500.24,3071000000.0,45045048500.24,13,2.22222,2.1,1.527139,197000000.0,162.5,133.72
CEG.OQ,2022-10-01,-0.57,0.708,-180.509,16.1638418079096,18715159473.08,6051000000.0,23189159473.08,8,1.93333,2.0,3.747421,-110000000.0,97.07143,83.19
CEG.OQ,2022-07-01,-0.34,0.53829,-163.163,36.5174905719965,18376815206.25,5465000000.0,22990815206.25,9,2.0,2.125,3.092855,114000000.0,70.93333,57.26
CEG.OQ,2022-04-01,0.32,0.698,-54.155,32.0787965616046,,5591000000.0,,8,2.125,2.0,,43000000.0,66.4,56.25
CEG.OQ,2022-01-01,0.13,1.19,-89.076,0,,5532000000.0,,1,2.0,,,637000000.0,57.4,
CEG.OQ,2021-10-01,,,,NaN,,,,0,,,,14000000.0,,
STT.N,2022-10-01,1.82,1.78047,2.22,1.70404443770465,22376103979.05,2959000000.0,-59236896020.95,15,2.375,2.41177,3.747421,690000000.0,76.64286,60.81
STT.N,2022-07-01,1.94,1.72644,12.37,2.43391024304349,22663733112.45,2953000000.0,-55681266887.55,16,2.41177,2.41177,3.092855,747000000.0,80.42857,61.65
STT.N,2022-04-01,1.59,1.49088,6.649,5.50279029834728,32011748984.16,3081000000.0,-54781251015.84,17,2.41177,2.17647,2.325202,604000000.0,105.5,87.12
STT.N,2022-01-01,2.0,1.883,6.214,3.30908125331917,34036402260.0,3053000000.0,-58798597740.0,17,2.17647,2.1875,1.515266,697000000.0,116.71429,93.0
STT.N,2021-10-01,2.0,1.91575,4.398,1.85045021532037,30975904529.28,2990000000.0,-65043095470.72,16,2.1875,2.35294,1.527139,714000000.0,106.1,84.72
JCI.N,2022-10-01,0.99,0.98262,0.751,1.04618265453583,33897814000.0,6725000000.0,41960814000.0,21,2.04167,2.04167,3.29282453331443,809000000.0,65.89474,49.22
JCI.N,2022-07-01,0.85,0.85248,-0.291,3.44524211711712,32980237020.36,6614000000.0,42121237020.36,21,2.04167,2.04167,2.91936963920711,443000000.0,63.47368,47.88
JCI.N,2022-04-01,0.63,0.63048,-0.076,1.07061286638751,45615009445.15,6098000000.0,54630009445.15,21,2.04167,2.13044,2.14571187856126,52000000.0,73.94737,65.57
JCI.N,2022-01-01,0.54,0.53205,1.494,1.54496757823513,57144648322.98,5862000000.0,65227648322.98,19,2.13044,2.13636,1.29346942920754,419000000.0,84.44444,81.31
JCI.N,2021-10-01,0.88,0.87395,0.692,1.28497053607186,48488226531.52,6395000000.0,56083226531.52,19,2.13636,2.1,1.32963714211419,316000000.0,82.5,68.08
FE.N,2022-10-01,0.79,0.7805,1.217,2.78923766816144,21154868215.0,3475000000.0,42625868215.0,12,2.47059,2.44444,3.747421,344000000.0,41.8,37.0
FE.N,2022-07-01,0.53,0.5205,1.825,5.62728146013449,21935864991.15,2818000000.0,43029864991.15,13,2.44444,2.29412,3.092855,192000000.0,45.76667,38.39
FE.N,2022-04-01,0.6,0.61455,-2.367,3.9362134895452,26182953443.6,2991000000.0,49058953443.6,11,2.29412,2.29412,2.325202,288000000.0,46.92857,45.86
FE.N,2022-01-01,0.51,0.51592,-1.148,3.40556675453559,22642411954.21,2660000000.0,45034411954.21,13,2.29412,2.4375,1.515266,430000000.0,44.75,41.59
FE.N,2021-10-01,0.82,0.79256,3.463,3.61991521146664,19392226828.78,3125000000.0,42548226828.78,11,2.4375,2.4375,1.527139,416000000.0,41.71429,35.62
PNC.N,2022-10-01,3.78,3.68857,2.479,2.31932700206313,60365680000.0,5549000000.0,108443680000.0,21,2.54167,2.54167,3.747421,1640000000.0,177.74,149.42
PNC.N,2022-07-01,3.39,3.119,8.689,4.2689964732286,64843470000.0,5116000000.0,90798470000.0,21,2.54167,2.45833,3.092855,1496000000.0,187.35263,157.77
PNC.N,2022-04-01,3.23,2.72929,18.346,6.67426326993467,77203437190.25,4692000000.0,94482437190.25,22,2.45833,2.45833,2.325202,1429000000.0,210.87,184.45
PNC.N,2022-01-01,2.86,3.1624,-9.562,13.0486339488996,84747934619.64,5127000000.0,105571934619.64,21,2.45833,2.5,1.515266,1306000000.0,224.24333,200.52
PNC.N,2021-10-01,3.3,3.2045,2.98,10.8893743173662,83145676104.12,5197000000.0,105746676104.12,21,2.5,2.28571,1.527139,1490000000.0,209.5375,195.64
VZ.N,2022-10-01,1.32,1.28567,2.67,1.28882217054143,159467068462.59,34241000000.0,306607068462.59,21,2.90323,2.80645,3.747421,5024000000.0,49.688,37.97
VZ.N,2022-07-01,1.31,1.32205,-0.912,1.57255777012972,213135519807.0,33789000000.0,361676519807.0,21,2.80645,2.6875,3.092855,5315000000.0,56.992,50.75
VZ.N,2022-04-01,1.35,1.34544,0.339,1.84474967296944,213929850128.94,33554000000.0,367063850128.94,20,2.6875,2.71875,2.325202,4711000000.0,60.636,50.94
VZ.N,2022-01-01,1.31,1.28368,2.05,1.28536706967469,215122916036.16,34067000000.0,364479916036.16,22,2.71875,2.74194,1.515266,4737000000.0,59.96154,51.96
VZ.N,2021-10-01,1.41,1.36259,3.479,0.877006289492804,223610252022.96,32915000000.0,366094252022.96,24,2.74194,2.65517,1.527139,6554000000.0,60.016,54.01
NEM.N,2022-10-01,0.27,0.3564,-24.242,29.8148148148148,33358390784.55,2634000000.0,35853390784.55,16,2.43478,2.56522,3.747421,200000000.0,54.79522,42.03
NEM.N,2022-07-01,0.46,0.63279,-27.306,17.4971159468386,47357163464.13,3058000000.0,49350163464.13,16,2.56522,2.45833,3.092855,375000000.0,71.1272,59.67
NEM.N,2022-04-01,0.69,0.71188,-3.074,7.92127886722481,62968055947.65,3023000000.0,65016055947.65,17,2.45833,2.375,2.325202,414000000.0,80.39711,79.45
NEM.N,2022-01-01,0.78,0.76588,1.844,4.99686634981981,49456937554.08,3390000000.0,50523937554.08,16,2.375,2.13636,1.515266,-807000000.0,65.96445,62.02
NEM.N,2021-10-01,0.6,0.739,-18.809,11.0879566982409,43392548478.9,2895000000.0,45311548478.9,17,2.13636,2.0,1.527139,-293000000.0,69.65558,54.3
ROL.N,2022-10-01,0.22,0.206,6.796,4.95145631067961,17077033073.76,729704000.0,17080035073.76,5,2.5,2.66667,3.747421,107622000.0,38.5,34.68
ROL.N,2022-07-01,0.2,0.2048,-2.344,3.4716796875,17196725863.08,714049000.0,17210619863.08,5,2.66667,2.6,3.092855,100299000.0,36.25,34.92
ROL.N,2022-04-01,0.15,0.1425,5.263,5.81754385964912,17260731271.8,590680000.0,17298176271.8,4,2.6,2.6,2.325202,72445000.0,37.33333,35.05
ROL.N,2022-01-01,0.14,0.1455,-3.78,5.78006872852234,16832985513.85,600343000.0,16882684513.85,4,2.6,2.6,1.515266,71215000.0,35.66667,34.21
ROL.N,2021-10-01,0.19,0.2035,-6.634,2.00982800982801,17385161315.7,650199000.0,17335506315.7,4,2.6,2.33333,1.527139,93853000.0,38.66667,35.25093146
KEY.N,2022-10-01,0.55,0.58172,-5.453,4.65687959843224,14945666760.0,1886000000.0,43785666760.0,18,2.72727,2.72727,3.747421,540000000.0,20.7225,16.02
KEY.N,2022-07-01,0.54,0.52,3.846,4.84423076923077,16069438890.0,1792000000.0,39951438890.0,18,2.72727,2.57143,3.092855,530000000.0,22.0975,17.23
KEY.N,2022-04-01,0.45,0.48906,-7.987,7.23019670388091,20592495188.7,1696000000.0,35443495188.7,18,2.57143,2.57143,2.325202,447000000.0,26.08333,22.38
KEY.N,2022-01-01,0.64,0.567,12.875,3.98589065255732,21535378132.05,1947000000.0,35325378132.05,18,2.57143,2.8,1.515266,627000000.0,27.31579,23.13
KEY.N,2021-10-01,0.66,0.56877,16.04,4.7734585157445,20676721605.24,1822000000.0,35973721605.24,17,2.8,2.73684,1.527139,643000000.0,24.37647,21.62
GIS.N,2022-07-01,1.11,1.00244,10.73,3.06152986712422,45356976000.0,4717600000.0,56575276000.0,16,3.05263,2.90909,3.747421,803500000.0,75.58824,76.61
GIS.N,2022-04-01,1.12,1.01017,10.872,1.8501836324579,42088598846.59,4891200000.0,53385198846.59,18,2.90909,2.90476,3.092855,806100000.0,69.66667,75.45
GIS.N,2022-01-01,0.84,0.78124,7.521,2.96963801136654,41012023533.0,4537700000.0,52700123533.0,18,2.90476,2.85,2.325202,632700000.0,66.41765,67.72
GIS.N,2021-10-01,0.99,1.04759,-5.497,3.03649328458653,38013258287.52,5024000000.0,50506358287.52,18,2.85,3.0,1.515266,575400000.0,65.00556,67.38
GIS.N,2021-07-01,0.99,0.88677,11.641,2.78426198450557,35000386219.8,4539900000.0,48120186219.8,17,3.0,2.89474,1.527139,609100000.0,63.27778,59.82
CMCSA.OQ,2022-10-01,0.96,0.89919,6.763,5.39374325782093,126805576995.02,29849000000.0,219779576995.02,28,2.40541,2.30769,3.747421,-4666000000.0,43.375,29.33
CMCSA.OQ,2022-07-01,1.01,0.91542,10.332,2.35192589194031,173175473050.2,30016000000.0,266711473050.2,28,2.30769,2.16216,3.092855,3241000000.0,50.92424,39.24
CMCSA.OQ,2022-04-01,0.86,0.80423,6.935,3.10358976909591,209815253231.48,31010000000.0,302479253231.48,27,2.16216,2.02703,2.325202,3476000000.0,58.78788,46.82
CMCSA.OQ,2022-01-01,0.77,0.73385,4.926,2.55365537916468,228157482257.25,30336000000.0,321383482257.25,28,2.02703,1.97297,1.515266,2980000000.0,62.5303,50.33
CMCSA.OQ,2021-10-01,0.87,0.75069,15.893,2.11405506933621,255539865906.85,30298000000.0,348163865906.85,28,1.97297,1.97143,1.527139,3931000000.0,66.02059,55.93
PFE.N,2022-10-01,1.78,1.3874,28.298,8.60818797751189,245596515161.84,22638000000.0,246401515161.84,15,2.30435,2.32,3.747421,8645000000.0,54.815,43.76
PFE.N,2022-07-01,2.04,1.7815,14.51,4.8689306763963,293505959350.31,27742000000.0,300746959350.31,15,2.32,2.34615,3.092855,9877000000.0,58.49048,52.43
PFE.N,2022-04-01,1.67,1.47353,13.333,19.9358004248302,291255728902.2,25661000000.0,303920728902.2,16,2.34615,2.36,2.325202,7878000000.0,60.20435,51.77
PFE.N,2022-01-01,1.08,0.86579,24.742,6.28789891313136,331439772611.9,23838000000.0,339068772611.9,17,2.36,2.5,1.515266,3849000000.0,59.85652,59.05
PFE.N,2021-10-01,1.34,1.08642,23.341,10.6984407503544,240695131123.08,24094000000.0,251153131123.08,14,2.5,2.6087,1.527139,8171000000.0,46.45,43.01
EIX.N,2022-10-01,1.48,1.52246,-2.789,12.7057525320862,21606393633.78,5228000000.0,55583393633.78,11,2.38889,2.31579,3.747421,-74000000.0,67.33333,56.58
EIX.N,2022-07-01,0.94,0.92257,1.889,11.756289495648,24119575117.44,4008000000.0,57178575117.44,14,2.31579,2.16667,3.092855,292000000.0,73.4,63.24
EIX.N,2022-04-01,1.07,0.79177,35.14,11.7483612665294,26686855844.5,3968000000.0,58466855844.5,14,2.16667,2.16667,2.325202,136000000.0,74.92857,70.1
EIX.N,2022-01-01,1.16,1.04147,11.381,3.8099993278731,25928738472.0,3331000000.0,57017738472.0,15,2.16667,2.11765,1.515266,571000000.0,70.89867,68.25
EIX.N,2021-10-01,1.69,1.75393,-3.645,2.60443689314853,21072347754.42,5299000000.0,50844347754.42,15,2.11765,2.11111,1.527139,-297000000.0,70.28,55.47
NWS.OQ,2022-10-01,0.12,0.15117,-20.619,28.6829397367203,8823542077.16,2478000000.0,11221542077.16,6,2.375,2.0,3.747421,66000000.0,23.02857,15.42
NWS.OQ,2022-07-01,0.37,0.065,469.231,57.9692307692308,9187008559.57,2674000000.0,11355008559.57,7,2.0,1.875,3.092855,127000000.0,27.76667,15.89
NWS.OQ,2022-04-01,0.16,0.145,10.345,20.3655172413793,13127697436.89,2492000000.0,15055697436.89,8,1.875,1.75,2.325202,104000000.0,32.55714,22.52
NWS.OQ,2022-01-01,0.44,0.30733,43.169,27.0165620017571,13260353316.42,2717000000.0,14310353316.42,8,1.75,1.85714,1.515266,262000000.0,31.77143,22.5
NWS.OQ,2021-10-01,0.23,0.13717,67.675,22.9423343296639,13885307455.08,2502000000.0,14987307455.08,8,1.85714,1.85714,1.527139,267000000.0,31.91429,23.23
MU.OQ,2022-07-01,1.45,1.29846,11.671,16.5465243442232,63221246139.48,6643000000.0,60796246139.48,28,2.16216,1.97297,3.747421,1497000000.0,68.59567,50.1
MU.OQ,2022-04-01,2.59,2.43304,6.451,1.84255088284615,84163181012.09,8642000000.0,80899181012.09,28,1.97297,1.875,3.092855,2630000000.0,90.91506,55.28
MU.OQ,2022-01-01,2.14,1.96632,8.833,1.22563977379063,99861722669.8,7786000000.0,96815722669.8,30,1.875,2.07317,2.325202,2254000000.0,112.37143,77.89
MU.OQ,2021-10-01,2.16,2.10761,2.486,1.36362989357614,92839668797.12,7687000000.0,90281668797.12,29,2.07317,1.94872,1.515266,2302000000.0,101.73714,93.15
MU.OQ,2021-07-01,2.42,2.33429,3.672,2.27863718732463,83294505904.4,8274000000.0,81437505904.4,28,1.94872,1.94444,1.527139,2706000000.0,109.51212,70.98
UPS.N,2022-10-01,2.99,2.84328,5.16,2.21750935539236,140324634050.82,24161000000.0,149318634050.82,26,2.40625,2.3871,3.747421,2584000000.0,193.13333,161.54
UPS.N,2022-07-01,3.29,3.15721,4.206,2.3004488139845,159497309163.92,24766000000.0,168023309163.92,25,2.3871,2.25807,3.092855,2849000000.0,210.92857,182.54
UPS.N,2022-04-01,3.05,2.88352,5.774,2.55243591166352,186816592609.74,24378000000.0,196170592609.74,24,2.25807,2.16129,2.325202,2662000000.0,230.75,214.46
UPS.N,2022-01-01,3.59,3.10196,15.733,2.00615094972211,186291928431.0,27771000000.0,197629928431.0,26,2.16129,2.19355,1.515266,3093000000.0,239.15357,214.34
UPS.N,2021-10-01,2.71,2.54536,6.468,2.42873306722821,158616794635.5,23184000000.0,170178794635.5,26,2.19355,2.3,1.527139,2329000000.0,227.62069,182.1
TYL.N,2022-10-01,2.06,1.85694,10.935,1.71572587159521,14449561867.5,473191000.0,15300466867.5,16,2.0,1.94118,3.747421,53233000.0,460.18824,347.5
TYL.N,2022-07-01,1.88,1.82375,3.084,2.00466072652502,13789174113.6,468685000.0,14764734113.6,16,1.94118,2.05882,3.092855,39946000.0,483.05294,332.48
TYL.N,2022-04-01,1.9,1.70587,11.38,5.2008652476449,18432347477.83,456108000.0,19466294477.83,15,2.05882,1.85714,2.325202,39984000.0,517.46875,444.89
TYL.N,2022-01-01,1.75,1.74192,0.464,2.06496279966933,22043216185.55,434176000.0,23023021185.55,12,1.85714,1.84615,1.515266,54782000.0,563.46154,537.95
TYL.N,2021-10-01,2.01,1.7576,14.361,2.19731451979973,18732829079.2,460624000.0,19877216079.2,11,1.84615,2.15385,1.527139,44170000.0,539.0,458.65
UNP.N,2022-10-01,3.19,3.05656,4.366,2.54730808490591,121660919683.08,6566000000.0,153769919683.08,27,2.29032,2.23333,3.747421,1895000000.0,219.25,194.82
UNP.N,2022-07-01,2.93,2.85612,2.587,2.67950926431663,133945205271.68,6269000000.0,165118205271.68,26,2.23333,2.09677,3.092855,1835000000.0,242.23077,213.28
UNP.N,2022-04-01,2.57,2.55648,0.529,2.11032356990862,171681615275.31,5860000000.0,202965615275.31,26,2.09677,2.0,2.325202,1630000000.0,273.03704,273.21
UNP.N,2022-01-01,2.66,2.61146,1.859,1.99658428618474,161959675101.0,5733000000.0,190682675101.0,28,2.0,1.93333,1.515266,1711000000.0,269.51852,251.93
UNP.N,2021-10-01,2.57,2.49135,3.157,2.99636743131234,127822616097.33,5566000000.0,155977616097.33,28,1.93333,2.0,1.527139,1673000000.0,251.14286,196.01
BAC.N,2022-10-01,0.81,0.77279,4.815,5.85799505687185,242338397368.8,24608000000.0,571546397368.8,21,2.22222,2.21429,3.747421,7082000000.0,40.74792,30.2
BAC.N,2022-07-01,0.78,0.74661,4.472,5.9026801141158,250136457342.31,22791000000.0,588415457342.31,23,2.21429,2.25,3.092855,6247000000.0,42.05625,31.13
BAC.N,2022-04-01,0.8,0.74852,6.878,6.65179287126597,332433316917.0,23334000000.0,603078316917.0,21,2.25,2.35714,2.325202,7067000000.0,49.4125,41.22
BAC.N,2022-01-01,0.82,0.76036,7.843,3.72586669472355,364109898583.68,22165000000.0,536053898583.68,22,2.35714,2.37037,1.515266,7013000000.0,51.276,44.49
BAC.N,2021-10-01,0.85,0.70991,19.734,5.36828612077587,349840804021.95,22867000000.0,599013804021.95,22,2.37037,2.2963,1.527139,7691000000.0,45.528,42.45
KMX.N,2022-07-01,0.79,1.39,-43.166,4.18561151079137,14076640332.48,8144803000.0,32912709332.48,13,2.05556,1.94737,3.747421,125905000.0,102.19231,66.02
