Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise,Earnings Per Share - Actual Surprise AbsVals,Earnings Per Share – Coefficient of Variation,Number of Analysts,Recommendation - Mean (1-5),Recommendation change,Recommendation - Mean (1-5).1,Price Target - Standard Deviation
REG.OQ,2018-10-01,Real Estate,7.33,7.33,3.05235602094241,5.0,1.77778,-0.22222,2.0,3.37674
REG.OQ,2019-01-01,Real Estate,21.053,21.053,3.32894736842105,5.0,1.88889,0.11111,1.77778,3.27872
REG.OQ,2019-04-01,Real Estate,54.286,54.286,10.1028571428571,4.0,1.88889,0.0,1.88889,2.82528
REG.OQ,2019-07-01,Real Estate,-9.357,9.357,4.67836257309941,5.0,1.88889,0.0,1.88889,3.39018
REG.OQ,2019-10-01,Real Estate,-1.163,1.163,5.98546511627907,6.0,1.94737,0.05848,1.88889,3.07967
REG.OQ,2020-01-01,Real Estate,-40.0,40.0,4.1825,6.0,2.1579,0.2105300000000001,1.94737,3.2401
REG.OQ,2020-04-01,Real Estate,-142.135,142.135,14.0561797752809,5.0,2.11111,-0.0467900000000001,2.1579,9.18296
REG.OQ,2020-07-01,Real Estate,-58.647,58.647,16.0563909774436,6.0,2.16667,0.0555599999999998,2.11111,5.70614
REG.OQ,2020-10-01,Real Estate,-66.667,66.667,27.9047619047619,7.0,2.25,0.0833300000000001,2.16667,4.28564
REG.OQ,2021-01-01,Real Estate,35.294,35.294,16.6352941176471,7.0,2.2,-0.0499999999999998,2.25,4.47214
REG.OQ,2021-04-01,Real Estate,176.471,176.471,30.5647058823529,5.0,2.41177,0.21177,2.2,5.43591
REG.OQ,2021-07-01,Real Estate,92.156,92.156,14.0205195072573,8.0,2.27778,-0.1339900000000002,2.41177,3.16649
REG.OQ,2021-10-01,Real Estate,33.656,33.656,21.8072639225182,10.0,2.31579,0.0380099999999998,2.27778,3.85821
REG.OQ,2022-01-01,Real Estate,-15.422,15.422,11.9407516644618,12.0,2.4,0.0842100000000001,2.31579,4.6623
REG.OQ,2022-04-01,Real Estate,162.029,162.029,10.5901449275362,12.0,2.4,0.0,2.4,4.10019
REG.OQ,2022-07-01,Real Estate,36.061,36.061,2.37994334530368,11.0,2.4,0.0,2.4,6.1641
REG.OQ,2022-10-01,Real Estate,11.274,11.274,0.813824100538913,10.0,2.4,0.0,2.4,6.47861
AMD.OQ,2013-01-01,Semiconductors & Semiconductor Equipment,30.655,30.655,-50.8593788696815,29.0,2.9,0.0874999999999999,2.8125,0.73598
AMD.OQ,2013-04-01,Semiconductors & Semiconductor Equipment,25.918,25.918,-7.96102119899704,27.0,2.82143,-0.07857,2.9,0.69593
AMD.OQ,2013-07-01,Semiconductors & Semiconductor Equipment,27.798,27.798,-7.4929803449659,28.0,2.73333,-0.0880999999999998,2.82143,1.32438
AMD.OQ,2013-10-01,Semiconductors & Semiconductor Equipment,86.567,86.567,50.6996268656716,27.0,2.76667,0.0333399999999999,2.73333,1.25385
AMD.OQ,2014-01-01,Semiconductors & Semiconductor Equipment,14.286,14.286,40.552380952381,27.0,2.96429,0.1976200000000001,2.76667,0.96463
AMD.OQ,2014-04-01,Semiconductors & Semiconductor Equipment,400.0,400.0,145.5,25.0,2.92593,-0.0383599999999999,2.96429,0.89582
AMD.OQ,2014-07-01,Semiconductors & Semiconductor Equipment,-20.792,20.792,39.5247524752475,26.0,2.82143,-0.1045000000000002,2.92593,1.04021
AMD.OQ,2014-10-01,Semiconductors & Semiconductor Equipment,-29.245,29.245,22.0754716981132,26.0,3.03448,0.2130499999999999,2.82143,0.86276
AMD.OQ,2015-01-01,Semiconductors & Semiconductor Equipment,-100.0,100.0,103.832116788321,26.0,3.10345,0.0689700000000002,3.03448,0.7949
AMD.OQ,2015-04-01,Semiconductors & Semiconductor Equipment,-73.077,73.077,-7.69230769230769,24.0,3.25,0.1465499999999999,3.10345,0.72762
AMD.OQ,2015-07-01,Semiconductors & Semiconductor Equipment,-2.484,2.484,-5.87171449240415,26.0,3.24138,-0.00862,3.25,0.74173
AMD.OQ,2015-10-01,Semiconductors & Semiconductor Equipment,-46.667,46.667,-14.4077301354499,28.0,3.16667,-0.07471,3.24138,0.7934
AMD.OQ,2016-01-01,Semiconductors & Semiconductor Equipment,1.316,1.316,-8.25027139050627,26.0,3.10345,-0.0632199999999998,3.16667,0.77721
AMD.OQ,2016-04-01,Semiconductors & Semiconductor Equipment,6.089,6.089,-6.15119737048051,24.0,3.11539,0.01194,3.10345,0.62061
AMD.OQ,2016-07-01,Semiconductors & Semiconductor Equipment,39.998,39.998,-27.2530901236049,19.0,3.0,-0.1153900000000001,3.11539,1.48934
AMD.OQ,2017-01-01,Semiconductors & Semiconductor Equipment,35.733,35.733,-38.4318766066838,23.0,2.53846,-0.2615399999999996,2.8,3.14303
AMD.OQ,2017-04-01,Semiconductors & Semiconductor Equipment,3.661,3.661,-17.0761078998073,26.0,2.62069,0.08223,2.53846,3.11629
AMD.OQ,2017-10-01,Semiconductors & Semiconductor Equipment,32.275,32.275,9.98677248677249,28.0,2.6875,-0.04583,2.73333,3.98562
AMD.OQ,2018-01-01,Semiconductors & Semiconductor Equipment,62.503,62.503,25.7363396303067,25.0,2.71429,0.02679,2.6875,4.31562
AMD.OQ,2018-04-01,Semiconductors & Semiconductor Equipment,23.944,23.944,16.2478873239437,26.0,2.62069,-0.0935999999999999,2.71429,4.67879
AMD.OQ,2018-07-01,Semiconductors & Semiconductor Equipment,11.643,11.643,7.79106858054226,27.0,2.56667,-0.0540200000000004,2.62069,5.53634
AMD.OQ,2018-10-01,Semiconductors & Semiconductor Equipment,4.56,4.56,7.27901552320438,28.0,2.64516,0.0784900000000003,2.56667,8.61678
AMD.OQ,2019-01-01,Semiconductors & Semiconductor Equipment,-2.391,2.391,15.3855539287457,29.0,2.54546,-0.0997000000000003,2.64516,7.1465
AMD.OQ,2019-04-01,Semiconductors & Semiconductor Equipment,16.754,16.754,32.7106440941817,30.0,2.47059,-0.0748699999999997,2.54546,7.62074
AMD.OQ,2019-07-01,Semiconductors & Semiconductor Equipment,3.896,3.896,12.6883116883117,30.0,2.5,0.0294099999999999,2.47059,7.44255
AMD.OQ,2019-10-01,Semiconductors & Semiconductor Equipment,-1.693,1.693,6.1004915346805,32.0,2.47368,-0.0263200000000001,2.5,6.82692
AMD.OQ,2020-01-01,Semiconductors & Semiconductor Equipment,4.367,4.367,5.80542056684387,33.0,2.48718,0.0135,2.47368,11.42058
AMD.OQ,2020-04-01,Semiconductors & Semiconductor Equipment,0.089,0.089,7.54559608540925,33.0,2.425,-0.0621800000000001,2.48718,10.71564
AMD.OQ,2020-07-01,Semiconductors & Semiconductor Equipment,10.092,10.092,11.1376146788991,31.0,2.425,0.0,2.425,15.0962
AMD.OQ,2020-10-01,Semiconductors & Semiconductor Equipment,15.052,15.052,3.07273543607588,32.0,2.48718,0.0621800000000001,2.425,20.56097
AMD.OQ,2021-01-01,Semiconductors & Semiconductor Equipment,10.412,10.412,3.40573709578105,32.0,2.30769,-0.1794899999999999,2.48718,23.88359
AMD.OQ,2021-04-01,Semiconductors & Semiconductor Equipment,18.155,18.155,5.00340831629175,32.0,2.33333,0.0256400000000001,2.30769,26.43498
AMD.OQ,2021-07-01,Semiconductors & Semiconductor Equipment,16.001,16.001,4.62529920824894,32.0,2.2439,-0.0894300000000001,2.33333,17.91923
AMD.OQ,2021-10-01,Semiconductors & Semiconductor Equipment,9.02,9.02,3.34826762246117,32.0,2.275,0.0310999999999999,2.2439,18.48467
AMD.OQ,2022-01-01,Semiconductors & Semiconductor Equipment,21.361,21.361,2.66993813236245,32.0,2.31707,0.0420700000000002,2.275,26.76693
AMD.OQ,2022-04-01,Semiconductors & Semiconductor Equipment,24.176,24.176,3.4978021978022,32.0,2.22727,-0.0898000000000003,2.31707,23.63878
AMD.OQ,2022-07-01,Semiconductors & Semiconductor Equipment,1.616,1.616,3.15881157456692,30.0,2.13954,-0.0877299999999996,2.22727,29.19785
AMD.OQ,2022-10-01,Semiconductors & Semiconductor Equipment,-2.146,2.146,12.2595627218157,32.0,2.06977,-0.0697700000000001,2.13954,30.33909
PAYX.OQ,2012-10-01,Software & Services,1.175,1.175,1.44852433126049,22.0,3.16667,0.1282099999999997,3.03846,2.3981
PAYX.OQ,2013-01-01,Software & Services,2.325,2.325,1.70883323527155,22.0,3.25,0.0833300000000001,3.16667,2.28126
PAYX.OQ,2013-04-01,Software & Services,1.393,1.393,1.73701905117669,24.0,3.24,-0.0099999999999997,3.25,2.78887
PAYX.OQ,2013-07-01,Software & Services,2.029,2.029,1.46086956521739,20.0,3.2,-0.04,3.24,2.88568
PAYX.OQ,2013-10-01,Software & Services,1.561,1.561,1.30376248848579,23.0,3.24,0.04,3.2,2.73387
PAYX.OQ,2014-01-01,Software & Services,4.488,4.488,1.03538351935407,20.0,3.31818,0.0781799999999997,3.24,3.67354
PAYX.OQ,2014-07-01,Software & Services,1.023,1.023,2.16694027023614,20.0,3.31818,0.0,3.31818,3.72899
PAYX.OQ,2014-07-01,Software & Services,1.751,1.751,1.65400186183456,22.0,3.26087,-0.0573099999999997,3.31818,3.45382
PAYX.OQ,2014-10-01,Software & Services,1.322,1.322,1.22016944402527,23.0,3.20833,-0.05254,3.26087,4.22002
PAYX.OQ,2015-01-01,Software & Services,-0.394,0.394,1.40530942791564,22.0,3.21739,0.0090599999999998,3.20833,3.86491
PAYX.OQ,2015-07-01,Software & Services,-0.751,0.751,2.23761080910383,21.0,3.18182,-0.0355699999999998,3.21739,4.00333
PAYX.OQ,2015-07-01,Software & Services,1.961,1.961,0.635294117647059,19.0,3.25,0.0681799999999999,3.18182,3.9837
PAYX.OQ,2015-10-01,Software & Services,1.542,1.542,1.19896116068813,20.0,3.2381,-0.0118999999999998,3.25,4.76302
PAYX.OQ,2016-01-01,Software & Services,-15.625,15.625,2.06918719112861,19.0,3.28571,0.0476099999999997,3.2381,4.9384
PAYX.OQ,2016-04-01,Software & Services,-0.114,0.114,1.59001956947162,20.0,3.35,0.0642900000000001,3.28571,4.87719
PAYX.OQ,2016-07-01,Software & Services,5.556,5.556,1.30889131276169,19.0,3.35,0.0,3.35,6.19455
PAYX.OQ,2016-10-01,Software & Services,0.992,0.992,1.6609558160505,20.0,3.28571,-0.0642900000000001,3.35,6.70191
PAYX.OQ,2017-01-01,Software & Services,2.151,2.151,1.5081163404034,20.0,3.19048,-0.0952299999999999,3.28571,5.4365
PAYX.OQ,2017-04-01,Software & Services,2.315,2.315,1.61809845011179,18.0,3.1579,-0.0325799999999998,3.19048,4.52352
PAYX.OQ,2017-10-01,Software & Services,2.629,2.629,0.993180162881547,17.0,3.05263,-0.1052699999999999,3.1579,4.28863
PAYX.OQ,2017-10-01,Software & Services,-0.683,0.683,1.26249873750126,18.0,2.94737,-0.1052600000000003,3.05263,5.598
PAYX.OQ,2018-01-01,Software & Services,-0.05,0.05,4.42163379924164,17.0,3.05556,0.10819,2.94737,5.00572
PAYX.OQ,2018-04-01,Software & Services,-0.732,0.732,4.36289666395443,14.0,2.93333,-0.1222299999999996,3.05556,6.28231
PAYX.OQ,2018-10-01,Software & Services,2.409,2.409,1.48263634140377,17.0,2.94737,0.0140399999999996,2.93333,7.69106
PAYX.OQ,2018-10-01,Software & Services,2.645,2.645,1.4259771022503,20.0,2.95238,0.0050099999999999,2.94737,4.58527
PAYX.OQ,2019-01-01,Software & Services,1.04,1.04,2.09913264611053,19.0,2.9,-0.0523799999999998,2.95238,3.44545
PAYX.OQ,2019-04-01,Software & Services,-2.301,2.301,2.24861981266671,19.0,2.95,0.0500000000000002,2.9,2.30489
PAYX.OQ,2019-10-01,Software & Services,3.666,3.666,1.41774591540247,18.0,3.0,0.0499999999999998,2.95,4.33511
PAYX.OQ,2019-10-01,Software & Services,2.402,2.402,0.754849468972176,19.0,3.0,0.0,3.0,4.76797
PAYX.OQ,2020-01-01,Software & Services,1.547,1.547,1.31173970394255,18.0,2.94737,-0.0526300000000001,3.0,11.76926
PAYX.OQ,2020-07-01,Software & Services,1.319,1.319,2.45822675480849,18.0,2.94737,0.0,2.94737,6.76461
PAYX.OQ,2020-10-01,Software & Services,14.164,14.164,3.80001449695564,19.0,3.0,0.0526300000000001,2.94737,6.80881
PAYX.OQ,2020-10-01,Software & Services,10.606,10.606,2.11818181818182,20.0,2.85714,-0.1428600000000002,3.0,9.17458
PAYX.OQ,2021-04-01,Software & Services,3.896,3.896,1.83766233766234,20.0,2.86364,0.0065000000000003,2.85714,7.59677
PAYX.OQ,2021-04-01,Software & Services,7.543,7.543,2.28827483196415,20.0,2.95455,0.0909099999999996,2.86364,8.39953
PAYX.OQ,2021-07-01,Software & Services,11.135,11.135,1.73320180312925,18.0,2.95,-0.0045499999999996,2.95455,9.37651
PAYX.OQ,2021-10-01,Software & Services,14.06,14.06,1.4790303577248,18.0,3.05,0.0999999999999996,2.95,15.88521
PAYX.OQ,2022-01-01,Software & Services,9.739,9.739,2.24726606485104,18.0,2.95,-0.0999999999999996,3.05,12.06035
PAYX.OQ,2022-04-01,Software & Services,1.916,1.916,3.1518552537212,17.0,2.95,0.0,2.95,10.15134
PAYX.OQ,2022-07-01,Software & Services,6.22,6.22,1.027132382514,17.0,2.95,0.0,2.95,6.48729
DIS.N,2013-01-01,Media & Entertainment,3.827,3.827,3.17001366838398,27.0,2.07692,-0.10827,2.18519,6.08904
DIS.N,2013-04-01,Media & Entertainment,2.786,2.786,3.03672959575326,27.0,2.03846,-0.0384599999999997,2.07692,6.10996
DIS.N,2013-07-01,Media & Entertainment,1.782,1.782,3.15819638922102,30.0,2.0625,0.0240399999999998,2.03846,5.10639
DIS.N,2013-10-01,Media & Entertainment,1.684,1.684,4.36843842852427,29.0,2.06452,0.0020199999999999,2.0625,5.0734
DIS.N,2014-01-01,Media & Entertainment,13.622,13.622,2.40134597736311,31.0,2.09091,0.0263900000000001,2.06452,6.22622
DIS.N,2014-04-01,Media & Entertainment,15.772,15.772,2.57619057552306,28.0,2.10345,0.0125399999999999,2.09091,7.16726
DIS.N,2014-07-01,Media & Entertainment,9.689,9.689,3.38495025408551,30.0,2.06452,-0.0389300000000001,2.10345,7.75888
DIS.N,2014-10-01,Media & Entertainment,0.425,0.425,4.43225799171773,27.0,2.16667,0.1021499999999999,2.06452,8.86953
DIS.N,2015-01-01,Media & Entertainment,18.737,18.737,4.10811619405567,27.0,2.1875,0.0208300000000001,2.16667,9.12074
DIS.N,2015-04-01,Media & Entertainment,11.277,11.277,2.88053557696657,29.0,2.09677,-0.0907300000000002,2.1875,11.90327
DIS.N,2015-07-01,Media & Entertainment,2.302,2.302,2.62879397197646,30.0,2.0,-0.0967699999999998,2.09677,10.78001
DIS.N,2015-10-01,Media & Entertainment,5.19,5.19,5.1525697104638,29.0,2.18182,0.1818200000000001,2.0,12.03552
DIS.N,2016-01-01,Media & Entertainment,12.528,12.528,4.22152112831629,30.0,2.44118,0.25936,2.18182,12.44651
DIS.N,2016-04-01,Media & Entertainment,-2.681,2.681,2.88092052065518,32.0,2.37143,-0.0697499999999999,2.44118,12.72895
DIS.N,2016-07-01,Media & Entertainment,0.765,0.765,2.24542983498268,31.0,2.45455,0.0831199999999996,2.37143,11.37682
DIS.N,2016-10-01,Media & Entertainment,-4.799,4.799,3.07931974555368,31.0,2.41177,-0.0427799999999995,2.45455,10.39869
DIS.N,2017-01-01,Media & Entertainment,3.985,3.985,2.18368442238025,30.0,2.36364,-0.04813,2.41177,12.76575
DIS.N,2017-04-01,Media & Entertainment,6.25,6.25,3.06638522128407,30.0,2.375,0.0113599999999998,2.36364,12.58416
DIS.N,2017-07-01,Media & Entertainment,1.703,1.703,2.53097743876927,30.0,2.36364,-0.0113599999999998,2.375,12.39685
DIS.N,2017-10-01,Media & Entertainment,-4.968,4.968,3.25419875125452,29.0,2.40625,0.0426099999999998,2.36364,13.67232
DIS.N,2018-01-01,Media & Entertainment,17.552,17.552,2.89774847617863,25.0,2.40741,0.00116,2.40625,14.28403
DIS.N,2018-04-01,Media & Entertainment,8.544,8.544,3.17787111541093,25.0,2.23077,-0.1766399999999999,2.40741,14.08298
DIS.N,2018-07-01,Media & Entertainment,-4.142,4.142,3.41652954413808,22.0,2.44,0.2092299999999998,2.23077,12.90089
DIS.N,2018-10-01,Media & Entertainment,10.778,10.778,3.47829341317365,22.0,2.44,0.0,2.44,12.6744
DIS.N,2019-01-01,Media & Entertainment,18.985,18.985,4.32870759560792,19.0,2.28,-0.1600000000000001,2.44,13.79408
DIS.N,2019-04-01,Media & Entertainment,1.794,1.794,7.12429582139944,23.0,2.07407,-0.2059299999999999,2.28,19.3716
DIS.N,2019-07-01,Media & Entertainment,-22.809,22.809,4.23123105952313,22.0,2.08,0.0059300000000002,2.07407,17.67294
DIS.N,2019-10-01,Media & Entertainment,12.954,12.954,5.98655110895291,22.0,1.96154,-0.11846,2.08,12.97755
DIS.N,2020-01-01,Media & Entertainment,6.154,6.154,6.91459099424131,24.0,2.0,0.0384599999999999,1.96154,13.72297
DIS.N,2020-04-01,Media & Entertainment,-32.211,32.211,17.7912100327647,25.0,2.21429,0.2142900000000001,2.0,18.71684
DIS.N,2020-07-01,Media & Entertainment,112.474,112.474,-43.1355733998597,25.0,2.26923,0.0549399999999997,2.21429,12.01983
DIS.N,2020-10-01,Media & Entertainment,71.398,71.398,-24.7633212252953,24.0,2.07692,-0.1923099999999999,2.26923,14.9201
DIS.N,2021-01-01,Media & Entertainment,177.772,177.772,-88.0620230399067,25.0,2.03448,-0.04244,2.07692,20.06522
DIS.N,2021-04-01,Media & Entertainment,189.844,189.844,49.0240680950983,25.0,2.0,-0.0344799999999998,2.03448,19.71123
DIS.N,2021-07-01,Media & Entertainment,46.577,46.577,28.379046886165,24.0,1.89655,-0.10345,2.0,16.14783
DIS.N,2021-10-01,Media & Entertainment,-27.284,27.284,24.3696322936934,25.0,1.9375,0.04095,1.89655,18.65336
DIS.N,2022-01-01,Media & Entertainment,68.522,68.522,31.7662957074722,23.0,2.0,0.0625,1.9375,22.4465
DIS.N,2022-04-01,Media & Entertainment,-8.976,8.976,10.7357774968394,24.0,2.05882,0.0588199999999998,2.0,27.65307
DIS.N,2022-07-01,Media & Entertainment,13.147,13.147,15.7678932890434,23.0,2.03125,-0.0275699999999998,2.05882,28.62854
DIS.N,2022-10-01,Media & Entertainment,-45.32,45.32,24.7790030073818,23.0,1.96774,-0.0635099999999999,2.03125,22.90671
MCO.N,2013-01-01,Diversified Financials,9.091,9.091,7.89236363636364,8.0,2.625,-0.125,2.75,10.1612
MCO.N,2013-04-01,Diversified Financials,10.947,10.947,1.48005810429034,8.0,2.66667,0.0416699999999998,2.625,10.90362
MCO.N,2013-07-01,Diversified Financials,9.89,9.89,1.66153846153846,8.0,3.0,0.3333300000000001,2.66667,5.47723
MCO.N,2013-10-01,Diversified Financials,1.529,1.529,3.0434250764526,9.0,2.8,-0.2000000000000001,3.0,4.91013
MCO.N,2014-01-01,Diversified Financials,11.829,11.829,4.05346735255036,11.0,2.27273,-0.5272699999999997,2.8,6.52993
MCO.N,2014-04-01,Diversified Financials,9.941,9.941,5.15402713340223,12.0,2.33333,0.0605999999999999,2.27273,6.63023
MCO.N,2014-07-01,Diversified Financials,10.345,10.345,4.5064039408867,12.0,2.41667,0.0833399999999997,2.33333,9.70045
MCO.N,2014-10-01,Diversified Financials,7.669,7.669,3.04691922611582,11.0,2.45455,0.0378799999999999,2.41667,7.35015
MCO.N,2015-01-01,Diversified Financials,18.008,18.008,2.31063439715938,11.0,2.45455,0.0,2.45455,4.91659
MCO.N,2015-04-01,Diversified Financials,8.082,8.082,3.84712755598832,10.0,2.3,-0.1545499999999999,2.45455,10.05532
MCO.N,2015-07-01,Diversified Financials,5.004,5.004,4.7760459392945,10.0,2.3,0.0,2.3,8.75268
MCO.N,2015-10-01,Diversified Financials,4.128,4.128,2.453095684803,10.0,2.18182,-0.1181799999999997,2.3,8.60944
MCO.N,2016-01-01,Diversified Financials,4.057,4.057,3.89976133651551,12.0,2.46154,0.2797199999999997,2.18182,9.04311
MCO.N,2016-04-01,Diversified Financials,-12.471,12.471,6.30305882352941,12.0,2.5,0.0384600000000001,2.46154,9.65069
MCO.N,2016-07-01,Diversified Financials,2.139,2.139,5.77323475569035,13.0,2.53333,0.0333299999999998,2.5,7.52928
MCO.N,2016-10-01,Diversified Financials,11.659,11.659,5.79878008132791,13.0,2.5,-0.0333299999999998,2.53333,5.25452
MCO.N,2017-01-01,Diversified Financials,-0.714,0.714,28.795253662671,13.0,2.64286,0.1428600000000002,2.5,9.29301
MCO.N,2017-04-01,Diversified Financials,18.548,18.548,7.79838709677419,12.0,2.69231,0.0494499999999997,2.64286,9.67752
MCO.N,2017-07-01,Diversified Financials,13.032,13.032,3.93813954532865,11.0,2.66667,-0.0256400000000001,2.69231,6.49786
MCO.N,2017-10-01,Diversified Financials,8.641,8.641,5.71510256593524,12.0,2.61539,-0.0512799999999997,2.66667,10.06181
MCO.N,2018-01-01,Diversified Financials,4.071,4.071,6.34903131095229,14.0,2.53333,-0.0820600000000002,2.61539,15.19937
MCO.N,2018-04-01,Diversified Financials,11.983,11.983,4.51700529423178,13.0,2.5,-0.0333299999999998,2.53333,11.9337
MCO.N,2018-07-01,Diversified Financials,7.981,7.981,1.77956098516327,13.0,2.5,0.0,2.5,9.75485
MCO.N,2018-10-01,Diversified Financials,-4.974,4.974,2.81423253826344,13.0,2.5,0.0,2.5,14.78384
MCO.N,2019-01-01,Diversified Financials,-2.562,2.562,4.83782265102878,14.0,2.6,0.1,2.5,13.23715
MCO.N,2019-04-01,Diversified Financials,7.056,7.056,4.66960079024809,14.0,2.6,0.0,2.6,18.0345
MCO.N,2019-07-01,Diversified Financials,3.362,3.362,4.28178381860217,15.0,2.5625,-0.0375,2.6,20.75435
MCO.N,2019-10-01,Diversified Financials,7.376,7.376,2.28585983189416,13.0,2.5,-0.0625,2.5625,18.21225
MCO.N,2020-01-01,Diversified Financials,3.38,3.38,4.27525819023891,13.0,2.35714,-0.1428600000000002,2.5,22.81425
MCO.N,2020-04-01,Diversified Financials,22.927,22.927,7.79168148845252,12.0,2.30769,-0.0494499999999997,2.35714,22.47962
MCO.N,2020-07-01,Diversified Financials,25.743,25.743,12.9475412917112,14.0,2.2,-0.1076899999999998,2.30769,23.39323
MCO.N,2020-10-01,Diversified Financials,28.358,28.358,10.9848213731862,14.0,2.2,0.0,2.2,23.19887
MCO.N,2021-01-01,Diversified Financials,-2.865,2.865,6.83710262265235,15.0,2.1875,-0.0125000000000001,2.2,21.79843
MCO.N,2021-04-01,Diversified Financials,43.833,43.833,7.82687559118719,14.0,2.06667,-0.1208300000000002,2.1875,22.29101
MCO.N,2021-07-01,Diversified Financials,15.855,15.855,5.39050778425016,15.0,2.17647,0.1098000000000003,2.06667,19.28661
MCO.N,2021-10-01,Diversified Financials,6.036,6.036,5.95063996184274,15.0,2.27778,0.1013099999999997,2.17647,29.97103
MCO.N,2022-01-01,Diversified Financials,-2.455,2.455,4.59382744992967,15.0,2.27778,0.0,2.27778,20.3568
MCO.N,2022-04-01,Diversified Financials,-0.431,0.431,5.2916451335056,16.0,2.1579,-0.1198799999999997,2.27778,31.6217
MCO.N,2022-07-01,Diversified Financials,-3.568,3.568,5.61827524944291,16.0,2.3,0.1420999999999996,2.1579,27.36535
MCO.N,2022-10-01,Diversified Financials,-10.022,10.022,5.38457048918806,16.0,2.35,0.0500000000000002,2.3,22.19481
COST.OQ,2012-10-01,Food & Staples Retailing,1.977,1.977,1.52858584340583,20.0,2.21739,-0.1287600000000002,2.34615,11.0526
COST.OQ,2013-01-01,Food & Staples Retailing,3.901,3.901,1.70114291111741,24.0,2.125,-0.0923899999999999,2.21739,11.07199
COST.OQ,2013-04-01,Food & Staples Retailing,1.418,1.418,2.03128352154155,23.0,2.20833,0.0833300000000001,2.125,12.67237
COST.OQ,2013-10-01,Food & Staples Retailing,-4.251,4.251,1.89172183618756,26.0,2.22222,0.0138899999999999,2.20833,10.36608
COST.OQ,2013-10-01,Food & Staples Retailing,-6.254,6.254,2.32412796375142,25.0,2.23077,0.00855,2.22222,12.06867
COST.OQ,2014-01-01,Food & Staples Retailing,-9.874,9.874,2.21279956053011,27.0,2.14815,-0.0826200000000003,2.23077,11.46608
COST.OQ,2014-04-01,Food & Staples Retailing,-1.911,1.911,2.7721755711195,26.0,2.19231,0.0441600000000002,2.14815,10.6969
COST.OQ,2014-10-01,Food & Staples Retailing,3.821,3.821,2.11190327561849,26.0,2.0,-0.1923099999999999,2.19231,6.34885
COST.OQ,2014-10-01,Food & Staples Retailing,2.719,2.719,2.78809556564406,23.0,1.92593,-0.07407,2.0,8.9807
COST.OQ,2015-01-01,Food & Staples Retailing,6.036,6.036,2.42696209833396,26.0,2.06897,0.1430400000000002,1.92593,12.00246
COST.OQ,2015-04-01,Food & Staples Retailing,1.32,1.32,2.63777754684956,25.0,2.03571,-0.0332600000000002,2.06897,9.08838
COST.OQ,2015-07-01,Food & Staples Retailing,4.227,4.227,1.62243576226767,26.0,2.0,-0.0357099999999999,2.03571,8.32606
COST.OQ,2015-10-01,Food & Staples Retailing,-6.69,6.69,1.56144330779438,26.0,2.06897,0.0689700000000002,2.0,13.81118
COST.OQ,2016-01-01,Food & Staples Retailing,-3.189,3.189,3.15808375753412,25.0,2.03571,-0.0332600000000002,2.06897,15.56961
COST.OQ,2016-04-01,Food & Staples Retailing,1.736,1.736,2.77476945292245,25.0,2.17241,0.1367000000000002,2.03571,13.81543
COST.OQ,2016-07-01,Food & Staples Retailing,2.549,2.549,1.83140208574739,24.0,2.21429,0.0418799999999999,2.17241,14.48931
COST.OQ,2016-10-01,Food & Staples Retailing,-1.753,1.753,3.12038156657262,25.0,2.14286,-0.0714299999999998,2.21429,12.76334
COST.OQ,2017-01-01,Food & Staples Retailing,-13.805,13.805,1.6951649857447,28.0,2.06452,-0.0783400000000003,2.14286,12.89672
COST.OQ,2017-04-01,Food & Staples Retailing,6.655,6.655,2.45762389060298,27.0,2.09677,0.0322499999999998,2.06452,11.49325
COST.OQ,2017-10-01,Food & Staples Retailing,3.121,3.121,1.84874866140483,26.0,2.10345,0.0066800000000002,2.09677,12.80678
COST.OQ,2017-10-01,Food & Staples Retailing,1.26,1.26,2.99535396253388,26.0,2.13793,0.0344799999999998,2.10345,14.61189
COST.OQ,2018-01-01,Food & Staples Retailing,-3.274,3.274,4.18168071004789,27.0,2.06667,-0.0712600000000001,2.13793,12.30074
COST.OQ,2018-04-01,Food & Staples Retailing,0.805,0.805,2.72291171290833,28.0,1.96667,-0.0999999999999998,2.06667,9.60158
COST.OQ,2018-10-01,Food & Staples Retailing,0.007,0.007,2.93367346938776,26.0,2.14286,0.1761900000000003,1.96667,18.61702
COST.OQ,2018-10-01,Food & Staples Retailing,-0.793,0.793,2.48263878191106,24.0,2.17857,0.0357099999999999,2.14286,17.1184
COST.OQ,2019-01-01,Food & Staples Retailing,18.657,18.657,2.22673498783915,24.0,2.18519,0.0066199999999998,2.17857,16.77213
COST.OQ,2019-04-01,Food & Staples Retailing,3.757,3.757,3.03531039328927,25.0,2.24138,0.0561899999999999,2.18519,18.47746
COST.OQ,2019-10-01,Food & Staples Retailing,5.711,5.711,2.23485860697612,27.0,2.31035,0.0689700000000002,2.24138,33.31875
COST.OQ,2019-10-01,Food & Staples Retailing,0.864,0.864,2.96235402491852,27.0,2.37931,0.0689599999999996,2.31035,25.28614
COST.OQ,2020-01-01,Food & Staples Retailing,1.733,1.733,2.27931131371656,28.0,2.26667,-0.1126399999999998,2.37931,26.9211
COST.OQ,2020-04-01,Food & Staples Retailing,-3.031,3.031,10.4265111052964,27.0,2.22581,-0.0408599999999998,2.26667,27.0901
