Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise,Earnings Per Share - Actual Surprise AbsVals,Recommendation change,Earnings Per Share – Coefficient of Variation,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5).1,Price Target - Mean,Price Target - Standard Deviation
EMN.N,2017-07-01,Materials,3.75,3.75,0.0,2.0912368216973,17.0,2.23529,2.23529,90.52941,5.6268
EMN.N,2017-10-01,Materials,7.85,7.85,0.0,1.77140634002925,17.0,2.23529,2.23529,95.875,5.77576
EMN.N,2018-01-01,Materials,53.384,53.384,0.04248999999999992,5.86553301078425,18.0,2.27778,2.23529,102.33333,6.77413
EMN.N,2018-04-01,Materials,6.696,6.696,0.01634000000000002,2.67265054591734,17.0,2.29412,2.27778,109.94444,8.93478
EMN.N,2018-07-01,Materials,0.609,0.609,0.08088000000000006,2.16445507939961,16.0,2.375,2.29412,113.75,7.66078
EMN.N,2018-10-01,Materials,2.134,2.134,-0.02206000000000019,1.81395998463634,17.0,2.35294,2.375,107.35294,9.90509
EMN.N,2019-01-01,Materials,-13.413,13.413,-0.13071999999999973,3.27596195174824,18.0,2.22222,2.35294,91.61111,9.67321
EMN.N,2019-04-01,Materials,-5.182,5.182,-0.0116900000000002,3.66682023206231,19.0,2.21053,2.22222,92.33333,6.46357
EMN.N,2019-07-01,Materials,-4.626,4.626,0.0,2.7955505073016,19.0,2.21053,2.21053,89.22222,7.36022
EMN.N,2019-10-01,Materials,-2.142,2.142,-0.10526999999999997,2.64821157445005,19.0,2.10526,2.21053,84.78947,6.67737
EMN.N,2020-01-01,Materials,6.762,6.762,0.061409999999999965,3.5231493316091,18.0,2.16667,2.10526,85.77778,5.28683
EMN.N,2020-04-01,Materials,18.428,18.428,-0.16666999999999987,8.91302825939841,19.0,2.0,2.16667,64.94444,10.95685
EMN.N,2020-07-01,Materials,-19.019,19.019,0.0,9.55193734935168,19.0,2.0,2.0,76.72222,9.93761
EMN.N,2020-10-01,Materials,14.739,14.739,0.15790000000000015,5.68507366697848,19.0,2.1579,2.0,90.21053,8.14073
EMN.N,2021-01-01,Materials,12.407,12.407,-0.00790000000000024,4.97914823707822,19.0,2.15,2.1579,108.95,9.56805
EMN.N,2021-04-01,Materials,4.437,4.437,0.0,2.96788428536406,18.0,2.15,2.15,119.10526,11.70198
EMN.N,2021-07-01,Materials,5.665,5.665,-0.05475999999999992,2.31260550403546,19.0,2.09524,2.15,135.95,12.84708
EMN.N,2021-10-01,Materials,-0.124,0.124,-0.09523999999999999,1.99833539717017,19.0,2.0,2.09524,132.8,14.53135
EMN.N,2022-01-01,Materials,-2.811,2.811,0.09091000000000005,3.25019464654872,21.0,2.09091,2.0,138.90476,15.93112
EMN.N,2022-04-01,Materials,-2.589,2.589,0.19479999999999986,3.79053689815296,19.0,2.28571,2.09091,135.05263,14.42758
EMN.N,2022-07-01,Materials,4.931,4.931,0.1055900000000003,2.57693733778272,20.0,2.3913,2.28571,116.80952,18.3812
EMN.N,2022-10-01,Materials,2.354,2.354,0.17391999999999985,0.66005941533315,22.0,2.56522,2.3913,95.90909,11.11064
BR.N,2013-01-01,Software & Services,-7.609,7.609,0.0,7.375,5.0,2.5,2.5,25.0,1.26491
BR.N,2013-04-01,Software & Services,18.182,18.182,0.3333300000000001,6.35757575757576,5.0,2.83333,2.5,26.16667,2.11476
BR.N,2013-07-01,Software & Services,7.076,7.076,0.0,1.2635009310987,5.0,2.83333,2.83333,30.5,3.20156
BR.N,2013-10-01,Software & Services,95.0,95.0,0.16666999999999987,3.165,6.0,3.0,2.83333,34.5,2.87228
BR.N,2014-01-01,Software & Services,1.626,1.626,-0.3333300000000001,23.3658536585366,6.0,2.66667,3.0,40.5,3.0957
BR.N,2014-04-01,Software & Services,10.553,10.553,0.0,5.59547738693467,6.0,2.66667,2.66667,41.5,2.5
BR.N,2014-07-01,Software & Services,0.701,0.701,-0.09523999999999999,1.88749074759437,7.0,2.57143,2.66667,43.57143,2.06032
BR.N,2014-10-01,Software & Services,4.272,4.272,0.0,8.28612144172952,7.0,2.57143,2.57143,46.57143,2.55551
BR.N,2015-01-01,Software & Services,12.336,12.336,0.0,7.49490978024293,7.0,2.57143,2.57143,52.42857,3.53986
BR.N,2015-04-01,Software & Services,-9.015,9.015,-0.14285999999999976,5.40294635770564,7.0,2.42857,2.57143,56.28571,4.09579
BR.N,2015-07-01,Software & Services,1.303,1.303,-0.028570000000000206,0.289435600578871,5.0,2.4,2.42857,58.0,4.5607
BR.N,2015-10-01,Software & Services,17.857,17.857,-0.06666999999999978,8.24642857142857,6.0,2.33333,2.4,61.83333,3.3375
BR.N,2016-01-01,Software & Services,12.315,12.315,-0.3333300000000001,5.23749002453226,6.0,2.0,2.33333,61.33333,3.03681
BR.N,2016-04-01,Software & Services,13.354,13.354,0.0,7.26249340395176,6.0,2.0,2.0,64.5,4.71699
BR.N,2016-07-01,Software & Services,0.0,0.0,0.6666699999999999,0.689655172413793,6.0,2.66667,2.0,74.5,7.1239
BR.N,2016-10-01,Software & Services,-4.545,4.545,0.04762000000000022,8.10574322532747,7.0,2.71429,2.66667,74.6,7.39189
BR.N,2017-01-01,Software & Services,3.41,3.41,0.0,1.85607466723233,7.0,2.71429,2.71429,74.16667,5.45945
BR.N,2017-04-01,Software & Services,15.385,15.385,-0.04762000000000022,17.9615384615385,6.0,2.66667,2.71429,77.0,4.42719
BR.N,2017-07-01,Software & Services,1.183,1.183,0.16666000000000025,0.916568047337278,5.0,2.83333,2.66667,77.0,6.09918
BR.N,2017-10-01,Software & Services,27.56,27.56,0.0,9.41582217182813,6.0,2.83333,2.83333,90.0,4.04969
BR.N,2018-01-01,Software & Services,45.4,45.4,0.0,8.67612684740397,6.0,2.83333,2.83333,96.4,6.65132
BR.N,2018-04-01,Software & Services,27.227,27.227,-0.033330000000000304,1.29770992366412,5.0,2.8,2.83333,111.75,11.92424
BR.N,2018-07-01,Software & Services,-0.446,0.446,0.033330000000000304,0.997147184919152,6.0,2.83333,2.8,126.0,9.69536
BR.N,2018-10-01,Software & Services,16.914,16.914,-0.11904000000000003,6.89052996107798,7.0,2.71429,2.83333,128.5,14.20974
BR.N,2019-01-01,Software & Services,-20.988,20.988,0.03570999999999991,2.04867724867725,8.0,2.75,2.71429,110.0,12.47665
BR.N,2019-04-01,Software & Services,6.266,6.266,-0.375,1.45430242272348,8.0,2.375,2.75,124.28571,7.38172
BR.N,2019-07-01,Software & Services,0.511,0.511,0.375,0.797078159240322,8.0,2.75,2.375,138.66667,8.1377
BR.N,2019-10-01,Software & Services,-4.61,4.61,0.10713999999999979,5.06971915944225,7.0,2.85714,2.75,135.0,7.65942
BR.N,2020-01-01,Software & Services,-25.701,25.701,0.0,8.08041159070837,6.0,2.85714,2.85714,133.0,5.54978
BR.N,2020-04-01,Software & Services,-3.048,3.048,-0.4821399999999998,3.73701015965167,8.0,2.375,2.85714,127.71429,12.62327
BR.N,2020-07-01,Software & Services,2.809,2.809,0.375,1.55744172145846,8.0,2.75,2.375,142.33333,8.57645
BR.N,2020-10-01,Software & Services,55.556,55.556,-0.03570999999999991,7.0984126984127,7.0,2.71429,2.75,150.0,5.74456
BR.N,2021-01-01,Software & Services,3.546,3.546,-0.08929000000000009,6.65248226950355,8.0,2.625,2.71429,159.28571,11.32272
BR.N,2021-04-01,Software & Services,4.851,4.851,-0.125,1.40357566261759,7.0,2.5,2.625,172.5,15.82982
BR.N,2021-07-01,Software & Services,0.0,0.0,0.0,1.26849315068493,7.0,2.5,2.5,180.83333,14.9824
BR.N,2021-10-01,Software & Services,8.551,8.551,0.07142999999999988,8.51974718730661,7.0,2.57143,2.5,187.57143,14.18105
BR.N,2022-01-01,Software & Services,-0.52,0.52,0.17857000000000012,5.97362578704097,7.0,2.75,2.57143,183.85714,15.56028
BR.N,2022-04-01,Software & Services,8.253,8.253,0.0,1.79150353925715,7.0,2.75,2.75,178.16667,13.20879
BR.N,2022-07-01,Software & Services,0.991,0.991,0.08333000000000013,1.59146341463415,5.0,2.83333,2.75,175.5,8.20061
BR.N,2022-10-01,Software & Services,-4.11,4.11,0.0,4.24657534246575,5.0,2.83333,2.83333,169.8,22.13052
EXC.OQ,2013-01-01,Utilities,-0.593,0.593,0.09091000000000005,7.50365008853406,17.0,2.77273,2.68182,33.14706,2.75342
EXC.OQ,2013-04-01,Utilities,2.988,2.988,0.10226999999999986,4.62710941752858,16.0,2.875,2.77273,34.97368,2.38677
EXC.OQ,2013-07-01,Utilities,-2.452,2.452,0.08653999999999984,4.56268865493632,19.0,2.96154,2.875,34.04762,2.51616
EXC.OQ,2013-10-01,Utilities,18.132,18.132,0.23846000000000034,5.1387290240504,18.0,3.2,2.96154,29.88095,3.18443
EXC.OQ,2014-01-01,Utilities,-7.193,7.193,0.17499999999999982,10.6691415313225,16.0,3.375,3.2,28.125,3.22442
EXC.OQ,2014-04-01,Utilities,-9.868,9.868,-0.00658000000000003,7.51584578705588,16.0,3.36842,3.375,32.13333,4.1612
EXC.OQ,2014-07-01,Utilities,1.821,1.821,-0.5263100000000001,6.89785976681041,16.0,2.84211,3.36842,34.43333,3.41988
EXC.OQ,2014-10-01,Utilities,9.091,9.091,-0.14210999999999974,5.02377622377622,15.0,2.7,2.84211,36.0,3.03315
EXC.OQ,2015-01-01,Utilities,-4.681,4.681,-0.17368000000000006,6.73789145501122,14.0,2.52632,2.7,38.46667,3.51884
EXC.OQ,2015-04-01,Utilities,3.027,3.027,-0.2263200000000003,3.71477493687785,14.0,2.3,2.52632,38.125,3.33307
EXC.OQ,2015-07-01,Utilities,10.266,10.266,0.0,10.8340964733586,16.0,2.3,2.3,37.06667,3.92372
EXC.OQ,2015-10-01,Utilities,15.714,15.714,0.0,9.1887521086311,16.0,2.3,2.3,35.9,3.75144
EXC.OQ,2016-01-01,Utilities,-6.129,6.129,-0.10951999999999984,21.7682369506682,17.0,2.19048,2.3,33.94118,2.94
EXC.OQ,2016-04-01,Utilities,0.053,0.053,0.14285000000000014,10.6041433700194,16.0,2.33333,2.19048,36.36111,3.43918
EXC.OQ,2016-07-01,Utilities,16.364,16.364,-0.015150000000000219,3.02726507814318,17.0,2.31818,2.33333,38.11765,2.92821
EXC.OQ,2016-10-01,Utilities,16.438,16.438,0.0,5.5045871559633,15.0,2.31818,2.31818,36.82353,3.20359
EXC.OQ,2017-01-01,Utilities,-3.069,3.069,-0.1818200000000001,5.59998237613729,16.0,2.13636,2.31818,38.44737,2.40008
EXC.OQ,2017-04-01,Utilities,5.772,5.772,0.09091000000000005,3.41724569996583,15.0,2.22727,2.13636,39.13158,2.07645
EXC.OQ,2017-07-01,Utilities,2.822,2.822,-0.22726999999999986,5.87417647282836,17.0,2.0,2.22727,40.23684,2.38619
EXC.OQ,2017-10-01,Utilities,-0.793,0.793,-0.11765000000000003,1.97131152324374,14.0,1.88235,2.0,41.5,2.12132
EXC.OQ,2018-01-01,Utilities,-8.577,8.577,0.11765000000000003,4.3218085106383,15.0,2.0,1.88235,43.0,2.6513
EXC.OQ,2018-04-01,Utilities,5.348,5.348,-0.055560000000000054,6.65993613308899,15.0,1.94444,2.0,42.79412,2.00777
EXC.OQ,2018-07-01,Utilities,15.835,15.835,0.055560000000000054,3.26948804124384,16.0,2.0,1.94444,44.94444,2.62937
EXC.OQ,2018-10-01,Utilities,-0.283,0.283,0.20000000000000018,4.41246458923513,16.0,2.2,2.0,46.57895,1.9619
EXC.OQ,2019-01-01,Utilities,1.776,1.776,0.04999999999999982,3.57092721274654,16.0,2.25,2.2,48.31579,2.47732
EXC.OQ,2019-04-01,Utilities,-0.192,0.192,-0.1447400000000001,2.60878543485493,15.0,2.10526,2.25,51.67647,2.87454
EXC.OQ,2019-07-01,Utilities,-1.639,1.639,0.0,3.6672131147541,15.0,2.10526,2.10526,52.46667,2.43903
EXC.OQ,2019-10-01,Utilities,3.293,3.293,-0.10525999999999991,4.01383228356181,15.0,2.0,2.10526,53.14706,3.77984
EXC.OQ,2020-01-01,Utilities,13.781,13.781,0.05555999999999983,5.59036012447393,15.0,2.05556,2.0,54.13333,4.28745
EXC.OQ,2020-04-01,Utilities,2.889,2.889,-0.05555999999999983,2.73306763484986,15.0,2.0,2.05556,47.93333,5.34748
EXC.OQ,2020-07-01,Utilities,28.274,28.274,0.10525999999999991,8.9978310049677,17.0,2.10526,2.0,47.3125,5.12004
EXC.OQ,2020-10-01,Utilities,19.155,19.155,0.15790000000000015,2.74286499925528,17.0,2.26316,2.10526,47.70588,4.88412
EXC.OQ,2021-01-01,Utilities,9.836,9.836,-0.15205000000000002,5.92681446368182,17.0,2.11111,2.26316,48.4,4.88262
EXC.OQ,2021-04-01,Utilities,-116.658,116.658,0.04679000000000011,56.6034592853772,16.0,2.1579,2.11111,49.45875,5.27416
EXC.OQ,2021-07-01,Utilities,31.813,31.813,0.008769999999999722,12.9339454976303,15.0,2.16667,2.1579,51.48933,5.18642
EXC.OQ,2021-10-01,Utilities,0.356,0.356,-0.11111000000000004,6.86289854805594,15.0,2.05556,2.16667,56.33375,4.91104
EXC.OQ,2022-01-01,Utilities,3.396,3.396,0.29444000000000026,5.61440191167685,14.0,2.35,2.05556,48.83333,5.95586
EXC.OQ,2022-04-01,Utilities,-1.971,1.971,-0.050000000000000266,3.36207820852543,16.0,2.3,2.35,49.76471,2.77657
EXC.OQ,2022-07-01,Utilities,-3.72,3.72,-0.04999999999999982,3.35448577680525,16.0,2.25,2.3,48.47059,2.08969
EXC.OQ,2022-10-01,Utilities,6.87,6.87,-0.09209999999999985,3.48822297268414,14.0,2.1579,2.25,44.0,2.82843
NOW.N,2013-01-01,Software & Services,100.0,100.0,0.0,-28.0912609492768,11.0,2.45455,2.45455,34.11111,4.25426
NOW.N,2013-04-01,Software & Services,70.837,70.837,-0.2402599999999997,-34.3540390784485,14.0,2.21429,2.45455,40.625,4.50521
NOW.N,2013-07-01,Software & Services,-27.986,27.986,-0.08929000000000009,-18.0460750853242,16.0,2.125,2.21429,47.14286,5.8628
NOW.N,2013-10-01,Software & Services,141.911,141.911,-0.125,-30.4694048616932,21.0,2.0,2.125,54.35,6.91574
NOW.N,2014-01-01,Software & Services,-39.082,39.082,-0.047619999999999996,-63.3518776077886,21.0,1.95238,2.0,63.3,7.25328
NOW.N,2014-04-01,Software & Services,-5.708,5.708,-0.1342000000000001,-32.6242071881607,22.0,1.81818,1.95238,70.90476,8.41713
NOW.N,2014-07-01,Software & Services,3.248,3.248,-0.05626999999999982,-30.5044920525225,21.0,1.76191,1.81818,70.2,8.70402
NOW.N,2014-10-01,Software & Services,215.126,215.126,-0.09523999999999999,166.806722689076,21.0,1.66667,1.76191,72.55,5.94538
NOW.N,2015-01-01,Software & Services,60.256,60.256,0.013329999999999842,82.1047008547009,25.0,1.68,1.66667,76.45833,5.88061
NOW.N,2015-04-01,Software & Services,352.525,352.525,-0.06460999999999983,-455.808080808081,25.0,1.61539,1.68,87.0,9.14695
NOW.N,2015-07-01,Software & Services,272.414,272.414,0.07691999999999988,-127.715517241379,25.0,1.69231,1.61539,87.96,7.86628
NOW.N,2015-10-01,Software & Services,95.084,95.084,-0.025639999999999885,28.118090779035,26.0,1.66667,1.69231,89.19231,8.21827
NOW.N,2016-01-01,Software & Services,127.022,127.022,0.07406999999999986,33.4568048751344,26.0,1.74074,1.66667,90.03846,9.8897
NOW.N,2016-04-01,Software & Services,30.435,30.435,0.05235999999999996,26.4927536231884,27.0,1.7931,1.74074,77.52,10.25717
NOW.N,2016-07-01,Software & Services,58.73,58.73,-0.026429999999999954,17.968253968254,28.0,1.76667,1.7931,85.22222,9.8181
NOW.N,2016-10-01,Software & Services,10.881,10.881,0.014580000000000037,7.7809381478089,30.0,1.78125,1.76667,89.17241,8.7062
NOW.N,2017-01-01,Software & Services,3.974,3.974,0.0,4.68743230949183,30.0,1.78125,1.78125,96.21429,7.93886
NOW.N,2017-04-01,Software & Services,42.518,42.518,0.03125,5.34441805225653,30.0,1.8125,1.78125,104.75,7.17946
NOW.N,2017-07-01,Software & Services,10.681,10.681,-0.024620000000000086,6.97288323187604,31.0,1.78788,1.8125,117.93103,12.44001
NOW.N,2017-10-01,Software & Services,19.791,19.791,-0.052589999999999915,6.75556396191917,32.0,1.73529,1.78788,132.23333,10.46162
NOW.N,2018-01-01,Software & Services,-1.175,1.175,0.02942,7.61520216851141,32.0,1.76471,1.73529,152.41936,20.03026
NOW.N,2018-04-01,Software & Services,51.976,51.976,0.058820000000000094,6.41283108988276,31.0,1.82353,1.76471,174.25807,17.25514
NOW.N,2018-07-01,Software & Services,15.051,15.051,0.051469999999999905,7.28809579713548,29.0,1.875,1.82353,192.82143,17.32474
NOW.N,2018-10-01,Software & Services,14.318,14.318,-0.08712000000000009,6.16310542507943,30.0,1.78788,1.875,210.17241,15.96131
NOW.N,2019-01-01,Software & Services,21.317,21.317,0.030299999999999994,4.16732314479281,31.0,1.81818,1.78788,220.36667,16.24702
NOW.N,2019-04-01,Software & Services,23.705,23.705,0.010390000000000121,3.93087276822806,33.0,1.82857,1.81818,261.35484,23.61321
NOW.N,2019-07-01,Software & Services,12.465,12.465,-0.028569999999999984,5.18762573062362,32.0,1.8,1.82857,302.22581,24.59047
NOW.N,2019-10-01,Software & Services,11.885,11.885,0.0,2.98585054925184,31.0,1.8,1.8,305.25,28.11472
NOW.N,2020-01-01,Software & Services,10.333,10.333,0.06111,4.42368030893356,33.0,1.86111,1.8,339.18182,34.66153
NOW.N,2020-04-01,Software & Services,10.094,10.094,0.11031999999999997,4.32302643305757,30.0,1.97143,1.86111,345.03226,44.27297
NOW.N,2020-07-01,Software & Services,21.298,21.298,-0.03025000000000011,3.05513643580565,31.0,1.94118,1.97143,444.27586,69.59979
NOW.N,2020-10-01,Software & Services,17.429,17.429,0.0285200000000001,3.58401024834774,30.0,1.9697,1.94118,519.13793,86.85292
NOW.N,2021-01-01,Software & Services,11.038,11.038,-0.2197,4.64557887044577,30.0,1.75,1.9697,577.66667,91.68218
NOW.N,2021-04-01,Software & Services,13.075,13.075,-0.05302999999999991,2.06585133607094,29.0,1.69697,1.75,614.13333,55.73612
NOW.N,2021-07-01,Software & Services,16.136,16.136,0.05302999999999991,5.71113110329599,27.0,1.75,1.69697,631.16552,50.2826
NOW.N,2021-10-01,Software & Services,11.989,11.989,-0.04411999999999994,3.12050691077763,28.0,1.70588,1.75,702.49375,73.0993
NOW.N,2022-01-01,Software & Services,2.261,2.261,-0.0031799999999999606,3.91883562603312,30.0,1.7027,1.70588,698.22941,74.91263
NOW.N,2022-04-01,Software & Services,1.777,1.777,0.0472999999999999,2.55619811859112,28.0,1.75,1.7027,668.61875,80.2586
NOW.N,2022-07-01,Software & Services,5.167,5.167,0.0,2.55191799585825,28.0,1.75,1.75,594.52188,91.47062
NOW.N,2022-10-01,Software & Services,6.261,6.261,0.039469999999999894,1.90781341487216,31.0,1.78947,1.75,537.91429,81.80757
WAB.N,2013-01-01,Capital Goods,2.007,2.007,0.09091000000000005,1.03985871319387,11.0,1.90909,1.81818,51.25,7.1894
WAB.N,2013-04-01,Capital Goods,2.564,2.564,0.09091000000000005,2.18803418803419,10.0,2.0,1.90909,56.42857,5.77821
WAB.N,2013-07-01,Capital Goods,4.94,4.94,-0.0833299999999999,2.1206132879046,12.0,1.91667,2.0,60.72222,6.52819
WAB.N,2013-10-01,Capital Goods,0.335,0.335,0.16024999999999978,2.61663982256489,13.0,2.07692,1.91667,67.0,4.92161
WAB.N,2014-01-01,Capital Goods,-0.54,0.54,-0.005489999999999995,2.36563471779829,14.0,2.07143,2.07692,77.81818,8.00929
WAB.N,2014-04-01,Capital Goods,3.75,3.75,0.0,1.4175,14.0,2.07143,2.07143,80.18182,8.86072
WAB.N,2014-07-01,Capital Goods,4.426,4.426,0.0,1.88311166703005,14.0,2.07143,2.07143,86.40909,10.89374
WAB.N,2014-10-01,Capital Goods,5.001,5.001,-0.07142999999999988,1.69129850628309,14.0,2.0,2.07143,94.66667,5.55778
WAB.N,2015-01-01,Capital Goods,0.972,0.972,0.06666999999999978,1.49650319920073,15.0,2.06667,2.0,100.5,6.00417
WAB.N,2015-04-01,Capital Goods,4.225,4.225,0.0,3.7352479813027,15.0,2.06667,2.06667,104.54546,9.22806
WAB.N,2015-07-01,Capital Goods,2.204,2.204,0.0047600000000000975,2.81356565150309,14.0,2.07143,2.06667,102.18182,16.06701
WAB.N,2015-10-01,Capital Goods,-2.145,2.145,0.0,1.42561111324302,14.0,2.07143,2.07143,101.18182,14.91075
WAB.N,2016-01-01,Capital Goods,0.441,0.441,-0.22527999999999992,2.14274098661744,13.0,1.84615,2.07143,88.36364,14.77881
WAB.N,2016-04-01,Capital Goods,5.406,5.406,0.0,1.64934999749034,13.0,1.84615,1.84615,86.63636,14.24636
WAB.N,2016-07-01,Capital Goods,-2.778,2.778,0.07692999999999994,2.08611111111111,13.0,1.92308,1.84615,85.9,11.79364
WAB.N,2016-10-01,Capital Goods,-5.146,5.146,0.0769200000000001,1.55701311806256,13.0,2.0,1.92308,81.7,11.36706
WAB.N,2017-01-01,Capital Goods,-13.33,13.33,-0.0769200000000001,2.28551862868882,13.0,1.92308,2.0,89.7,8.14923
WAB.N,2017-04-01,Capital Goods,2.857,2.857,-0.19580999999999982,1.95795119203595,12.0,1.72727,1.92308,92.1,8.59593
WAB.N,2017-07-01,Capital Goods,-14.684,14.684,0.5227299999999999,2.29713444741866,13.0,2.25,1.72727,93.75,8.07388
WAB.N,2017-10-01,Capital Goods,-6.773,6.773,0.05769000000000002,2.08923470424421,12.0,2.30769,2.25,86.46154,11.32469
WAB.N,2018-01-01,Capital Goods,-1.763,1.763,-0.17436000000000007,2.88926485837472,14.0,2.13333,2.30769,85.64286,8.06764
WAB.N,2018-04-01,Capital Goods,10.473,10.473,-0.13332999999999995,1.35133627182949,13.0,2.0,2.13333,91.14286,11.29385
WAB.N,2018-07-01,Capital Goods,-0.307,0.307,0.0,2.87717342366486,14.0,2.0,2.0,105.92857,15.8676
WAB.N,2018-10-01,Capital Goods,-0.287,0.287,-0.0833299999999999,2.37213061412992,11.0,1.91667,2.0,113.4,8.59302
WAB.N,2019-01-01,Capital Goods,-4.621,4.621,0.0833299999999999,1.32251720747296,11.0,2.0,1.91667,93.45455,11.04012
WAB.N,2019-04-01,Capital Goods,24.296,24.296,-0.09091000000000005,11.968808630394,10.0,1.90909,2.0,90.25,6.68487
WAB.N,2019-07-01,Capital Goods,8.821,8.821,0.34091000000000005,4.84251806833114,12.0,2.25,1.90909,87.1,7.06329
WAB.N,2019-10-01,Capital Goods,1.739,1.739,0.03570999999999991,3.63792609567459,14.0,2.28571,2.25,84.0,10.18168
WAB.N,2020-01-01,Capital Goods,-0.78,0.78,0.04762000000000022,6.60764372531435,12.0,2.33333,2.28571,86.8,8.68101
WAB.N,2020-04-01,Capital Goods,-0.18,0.18,-0.08333000000000013,7.89091844610239,12.0,2.25,2.33333,68.7,7.79808
WAB.N,2020-07-01,Capital Goods,15.769,15.769,0.25,13.9720558882236,12.0,2.5,2.25,71.0,9.63894
WAB.N,2020-10-01,Capital Goods,5.011,5.011,-0.03846000000000016,5.00403462035881,13.0,2.46154,2.5,72.45455,8.45699
WAB.N,2021-01-01,Capital Goods,-5.023,5.023,0.03846000000000016,3.766124264656,12.0,2.5,2.46154,82.5,10.33683
WAB.N,2021-04-01,Capital Goods,3.528,3.528,-0.16666999999999987,7.58546884269545,12.0,2.33333,2.5,88.0,7.18022
WAB.N,2021-07-01,Capital Goods,11.438,11.438,0.0,3.00462573591253,12.0,2.33333,2.33333,90.0,6.4118
WAB.N,2021-10-01,Capital Goods,1.484,1.484,0.051289999999999836,1.42344636037496,12.0,2.38462,2.33333,97.11111,8.54328
WAB.N,2022-01-01,Capital Goods,1.02,1.02,0.1538400000000002,1.95618488301415,12.0,2.53846,2.38462,102.3,8.05047
WAB.N,2022-04-01,Capital Goods,0.713,0.713,0.0,5.81461675579323,12.0,2.53846,2.53846,103.0,7.87401
WAB.N,2022-07-01,Capital Goods,0.973,0.973,-0.10989000000000004,2.58753027131306,13.0,2.42857,2.53846,101.2,9.22822
WAB.N,2022-10-01,Capital Goods,1.095,1.095,-0.028570000000000206,2.72044017600411,14.0,2.4,2.42857,100.54546,7.03709
TER.OQ,2013-01-01,Semiconductors & Semiconductor Equipment,1213.321,1213.321,-0.13332999999999995,165.853658536585,15.0,1.86667,2.0,19.7,2.20454
TER.OQ,2013-04-01,Semiconductors & Semiconductor Equipment,237.458,237.458,0.0,46.7566554180727,15.0,1.86667,1.86667,20.03571,2.00414
TER.OQ,2013-07-01,Semiconductors & Semiconductor Equipment,33.819,33.819,0.07082999999999995,8.86627454641646,15.0,1.9375,1.86667,21.46667,2.41845
TER.OQ,2013-10-01,Semiconductors & Semiconductor Equipment,5.071,5.071,0.0625,4.4518044769301,15.0,2.0,1.9375,20.43333,1.55849
TER.OQ,2014-01-01,Semiconductors & Semiconductor Equipment,75.527,75.527,0.0625,30.9929789368104,16.0,2.0625,2.0,21.09375,2.06321
TER.OQ,2014-04-01,Semiconductors & Semiconductor Equipment,63.205,63.205,-0.0625,32.1810089020772,15.0,2.0,2.0625,23.03333,1.56489
TER.OQ,2014-07-01,Semiconductors & Semiconductor Equipment,27.599,27.599,-0.19999999999999996,11.4508506616257,15.0,1.8,2.0,23.03333,1.59652
TER.OQ,2014-10-01,Semiconductors & Semiconductor Equipment,11.072,11.072,0.05713999999999997,2.68844347957793,14.0,1.85714,1.8,22.42857,1.34771
TER.OQ,2015-01-01,Semiconductors & Semiconductor Equipment,21.359,21.359,0.21428999999999987,6.64875173370319,14.0,2.07143,1.85714,21.85714,1.25966
TER.OQ,2015-04-01,Semiconductors & Semiconductor Equipment,38.821,38.821,0.08241999999999994,7.25134737873591,13.0,2.15385,2.07143,21.61539,1.3467
TER.OQ,2015-07-01,Semiconductors & Semiconductor Equipment,16.648,16.648,0.06044000000000027,1.98300906769962,14.0,2.21429,2.15385,22.75,1.6119
TER.OQ,2015-10-01,Semiconductors & Semiconductor Equipment,5.879,5.879,-0.2142900000000001,2.4828608486196,14.0,2.0,2.21429,22.57143,1.67819
TER.OQ,2016-01-01,Semiconductors & Semiconductor Equipment,29.676,29.676,0.15384999999999982,10.8029925187032,13.0,2.15385,2.0,22.95455,1.63004
TER.OQ,2016-04-01,Semiconductors & Semiconductor Equipment,14.815,14.815,0.0,3.7037037037037,12.0,2.15385,2.15385,23.08333,1.65622
TER.OQ,2016-07-01,Semiconductors & Semiconductor Equipment,10.205,10.205,0.1318600000000001,2.67697918127718,14.0,2.28571,2.15385,22.75,1.83144
TER.OQ,2016-10-01,Semiconductors & Semiconductor Equipment,18.068,18.068,0.11429,16.7298747763864,14.0,2.4,2.28571,22.51786,1.13572
TER.OQ,2017-01-01,Semiconductors & Semiconductor Equipment,47.608,47.608,0.028570000000000206,5.34618755477651,14.0,2.42857,2.4,25.84615,3.00886
TER.OQ,2017-04-01,Semiconductors & Semiconductor Equipment,15.352,15.352,-0.17857000000000012,7.15446728187919,16.0,2.25,2.42857,32.86667,3.98107
TER.OQ,2017-07-01,Semiconductors & Semiconductor Equipment,4.336,4.336,-0.125,2.2988638998377,16.0,2.125,2.25,38.33333,3.02582
TER.OQ,2017-10-01,Semiconductors & Semiconductor Equipment,25.252,25.252,-0.058330000000000215,3.38181059077308,15.0,2.06667,2.125,40.0,2.65832
TER.OQ,2018-01-01,Semiconductors & Semiconductor Equipment,34.044,34.044,0.010250000000000092,3.7707258793018,13.0,2.07692,2.06667,47.07692,4.39338
TER.OQ,2018-04-01,Semiconductors & Semiconductor Equipment,7.008,7.008,0.05641000000000007,4.0068485007015,15.0,2.13333,2.07692,49.46667,7.42847
