Instrument,Date,Earnings Per Share - Actual Surprise,"WACC Inflation Adjusted Risk Free Rate, (%)",Unemployment rate
CCL.N,2021-04-01,-12.302,1.444323,6.1
CCL.N,2021-04-01,-16.289,1.745787,6.1
CCL.N,2021-01-01,-4.102,0.926432,6.3
CCL.N,2020-10-01,0.473,0.677434,6.9
CCL.N,2020-07-01,-45.795,0.638068,10.2
CCL.N,2020-01-01,-13.782,0.671282,3.5
CCL.N,2019-10-01,23.033,1.917061,3.6
CCL.N,2019-07-01,3.857,1.673179,3.7
CCL.N,2019-04-01,7.877,1.999952,3.6
CCL.N,2019-01-01,12.095,2.413881,4.0
CCL.N,2018-10-01,0.762,2.691309,3.8
CCL.N,2018-07-01,1.869,3.055485,3.8
CCL.N,2018-04-01,14.06,2.851013,4.0
CCL.N,2018-01-01,20.468,2.744341,4.0
CCL.N,2017-10-01,24.29,2.41084,4.2
CCL.N,2017-07-01,3.985,2.32644,4.3
CCL.N,2017-04-01,9.691,2.301898,4.4
CCL.N,2017-01-01,9.615,2.394592,4.7
CCL.N,2016-10-01,15.065,2.431507,4.9
CCL.N,2016-07-01,1.733,1.606498,4.8
CCL.N,2016-04-01,25.622,1.491713,5.1
CCL.N,2016-01-01,22.665,1.829833,4.8
CCL.N,2015-10-01,20.55,2.304994,5.0
CCL.N,2015-07-01,7.523,,5.2
CCL.N,2015-04-01,54.14,,5.4
CCL.N,2015-01-01,110.682,,5.7
CCL.N,2014-10-01,33.487,,5.7
CCL.N,2014-07-01,9.799,,6.2
CCL.N,2014-04-01,391.884,,6.2
CCL.N,2014-01-01,100.0,,6.6
CCL.N,2013-10-01,1462.5,,7.2
CCL.N,2013-07-01,5.958,,7.3
CCL.N,2013-04-01,39.991,,7.6
CCL.N,2013-01-01,239.415,,8.0
CCL.N,2012-10-01,13.746,,
PM.N,2022-10-01,12.569,3.747421,3.7
PM.N,2022-07-01,17.46,3.092855,3.5
PM.N,2022-04-01,4.59,2.325202,3.6
PM.N,2022-01-01,1.722,1.515266,4.0
PM.N,2021-10-01,2.199,1.527139,4.5
PM.N,2021-07-01,1.21,1.444323,5.4
PM.N,2021-04-01,12.285,1.745787,6.1
PM.N,2021-01-01,3.912,0.926432,6.3
PM.N,2020-10-01,4.135,0.677434,6.9
PM.N,2020-07-01,17.355,0.638068,10.2
PM.N,2020-04-01,7.04,0.671282,14.7
PM.N,2020-01-01,0.857,1.917061,3.5
PM.N,2019-10-01,5.503,1.673179,3.6
PM.N,2019-07-01,10.368,1.999952,3.7
PM.N,2019-04-01,12.082,2.413881,3.6
PM.N,2019-01-01,7.431,2.691309,4.0
PM.N,2018-10-01,12.717,3.055485,3.8
PM.N,2018-07-01,14.834,2.851013,3.8
PM.N,2018-04-01,11.043,2.744341,4.0
PM.N,2018-01-01,-2.215,2.41084,4.0
PM.N,2017-10-01,-8.153,2.32644,4.2
PM.N,2017-07-01,-7.111,2.301898,4.3
PM.N,2017-04-01,-4.752,2.394592,4.4
PM.N,2017-01-01,-1.375,2.431507,4.7
PM.N,2016-10-01,1.297,1.606498,4.9
PM.N,2016-07-01,-3.997,1.491713,4.8
PM.N,2016-04-01,-11.661,1.829833,5.1
PM.N,2016-01-01,0.428,2.304994,4.8
PM.N,2015-10-01,11.361,,5.0
PM.N,2015-07-01,6.882,,5.2
PM.N,2015-04-01,14.477,,5.4
PM.N,2015-01-01,-2.972,,5.7
PM.N,2014-10-01,4.219,,5.7
PM.N,2014-07-01,13.818,,6.2
PM.N,2014-04-01,2.315,,6.2
PM.N,2014-01-01,0.229,,6.6
PM.N,2013-10-01,0.529,,7.2
PM.N,2013-07-01,-7.539,,7.3
PM.N,2013-04-01,-3.721,,7.6
PM.N,2013-01-01,1.277,,8.0
COO.N,2022-07-01,-0.866,3.747421,3.5
COO.N,2022-04-01,-5.56,3.092855,3.6
COO.N,2022-01-01,4.345,2.325202,4.0
COO.N,2021-10-01,-2.752,1.515266,4.5
COO.N,2021-07-01,3.65,1.527139,5.4
COO.N,2021-04-01,9.524,1.444323,6.1
COO.N,2021-01-01,13.887,1.745787,6.3
COO.N,2020-10-01,2.133,0.926432,6.9
COO.N,2020-07-01,49.682,0.677434,10.2
COO.N,2020-04-01,-35.889,0.638068,14.7
COO.N,2020-01-01,-0.89,0.671282,3.5
COO.N,2019-10-01,0.877,1.917061,3.6
COO.N,2019-07-01,1.73,1.673179,3.7
COO.N,2019-04-01,6.356,1.999952,3.6
COO.N,2019-01-01,15.151,2.413881,4.0
COO.N,2018-10-01,-3.143,2.691309,3.8
COO.N,2018-07-01,-2.131,3.055485,3.8
COO.N,2018-04-01,0.806,2.851013,4.0
COO.N,2018-01-01,11.229,2.744341,4.0
COO.N,2017-10-01,0.27,2.41084,4.2
COO.N,2017-07-01,2.467,2.32644,4.3
COO.N,2017-04-01,11.377,2.301898,4.4
COO.N,2017-01-01,3.081,2.394592,4.7
COO.N,2016-10-01,1.576,2.431507,4.9
COO.N,2016-07-01,0.673,1.606498,4.8
COO.N,2016-04-01,7.089,1.491713,5.1
COO.N,2016-01-01,15.614,1.829833,4.8
COO.N,2015-10-01,-5.006,2.304994,5.0
COO.N,2015-07-01,1.265,,5.2
COO.N,2015-04-01,-2.059,,5.4
COO.N,2015-01-01,13.636,,5.7
COO.N,2014-10-01,-3.898,,5.7
COO.N,2014-07-01,0.144,,6.2
COO.N,2014-04-01,2.553,,6.2
COO.N,2014-01-01,1.379,,6.6
COO.N,2013-10-01,-17.695,,7.2
COO.N,2013-07-01,1.484,,7.3
COO.N,2013-04-01,7.991,,7.6
COO.N,2013-01-01,3.535,,8.0
COO.N,2012-10-01,-4.977,,
SNA.N,2022-10-01,7.242,3.747421,3.7
SNA.N,2022-07-01,8.12,3.092855,3.5
SNA.N,2022-04-01,9.181,2.325202,3.6
SNA.N,2022-01-01,11.091,1.515266,4.0
SNA.N,2021-10-01,5.552,1.527139,4.5
SNA.N,2021-07-01,16.71,1.444323,5.4
SNA.N,2021-04-01,14.537,1.745787,6.1
SNA.N,2021-01-01,30.032,0.926432,6.3
SNA.N,2020-10-01,51.704,0.677434,6.9
SNA.N,2020-07-01,4.25,0.638068,10.2
SNA.N,2020-04-01,-3.588,0.671282,14.7
SNA.N,2020-01-01,0.0,1.917061,3.5
SNA.N,2019-10-01,0.607,1.673179,3.6
SNA.N,2019-07-01,0.382,1.999952,3.7
SNA.N,2019-04-01,3.739,2.413881,3.6
SNA.N,2019-01-01,0.414,2.691309,4.0
SNA.N,2018-10-01,0.75,3.055485,3.8
SNA.N,2018-07-01,5.558,2.851013,3.8
SNA.N,2018-04-01,2.715,2.744341,4.0
SNA.N,2018-01-01,1.318,2.41084,4.0
SNA.N,2017-10-01,1.187,2.32644,4.2
SNA.N,2017-07-01,1.961,2.301898,4.3
SNA.N,2017-04-01,1.456,2.394592,4.4
SNA.N,2017-01-01,2.308,2.431507,4.7
SNA.N,2016-10-01,3.05,1.606498,4.9
SNA.N,2016-07-01,5.83,1.491713,4.8
SNA.N,2016-04-01,3.251,1.829833,5.1
SNA.N,2016-01-01,1.991,2.304994,4.8
SNA.N,2015-10-01,2.15,,5.0
SNA.N,2015-07-01,1.5,,5.2
SNA.N,2015-04-01,2.747,,5.4
SNA.N,2015-01-01,9.141,,5.7
SNA.N,2014-10-01,8.81,,5.7
SNA.N,2014-07-01,6.984,,6.2
SNA.N,2014-04-01,5.024,,6.2
SNA.N,2014-01-01,2.433,,6.6
SNA.N,2013-10-01,1.06,,7.2
SNA.N,2013-07-01,3.022,,7.3
SNA.N,2013-04-01,4.322,,7.6
SNA.N,2013-01-01,3.924,,8.0
UAL.OQ,2022-10-01,23.499,3.747421,3.7
UAL.OQ,2022-07-01,-26.785,3.092855,3.5
UAL.OQ,2022-04-01,-0.582,2.325202,3.6
UAL.OQ,2022-01-01,24.169,1.515266,4.0
UAL.OQ,2021-10-01,39.092,1.527139,4.5
UAL.OQ,2021-07-01,0.037,1.444323,5.4
UAL.OQ,2021-04-01,-5.879,1.745787,6.1
UAL.OQ,2021-01-01,-5.451,0.926432,6.3
UAL.OQ,2020-10-01,-8.384,0.677434,6.9
UAL.OQ,2020-07-01,-3.252,0.638068,10.2
UAL.OQ,2020-04-01,25.915,0.671282,14.7
UAL.OQ,2020-01-01,0.808,1.917061,3.5
UAL.OQ,2019-10-01,2.536,1.673179,3.6
UAL.OQ,2019-07-01,2.919,1.999952,3.7
UAL.OQ,2019-04-01,20.805,2.413881,3.6
UAL.OQ,2019-01-01,18.174,2.691309,4.0
UAL.OQ,2018-10-01,-0.464,3.055485,3.8
UAL.OQ,2018-07-01,5.085,2.851013,3.8
UAL.OQ,2018-04-01,14.992,2.744341,4.0
UAL.OQ,2018-01-01,4.625,2.41084,4.0
UAL.OQ,2017-10-01,2.91,2.32644,4.2
UAL.OQ,2017-07-01,2.883,2.301898,4.3
UAL.OQ,2017-04-01,8.789,2.394592,4.4
UAL.OQ,2017-01-01,2.853,2.431507,4.7
UAL.OQ,2016-10-01,1.652,1.606498,4.9
UAL.OQ,2016-07-01,1.871,1.491713,4.8
UAL.OQ,2016-04-01,4.261,1.829833,5.1
UAL.OQ,2016-01-01,-1.738,2.304994,4.8
UAL.OQ,2015-10-01,-0.537,,5.0
UAL.OQ,2015-07-01,0.079,,5.2
UAL.OQ,2015-04-01,5.674,,5.4
UAL.OQ,2015-01-01,-1.635,,5.7
UAL.OQ,2014-10-01,2.676,,5.7
UAL.OQ,2014-07-01,6.993,,6.2
UAL.OQ,2014-04-01,1.115,,6.2
UAL.OQ,2014-01-01,20.326,,6.6
UAL.OQ,2013-10-01,-1.72,,7.2
UAL.OQ,2013-07-01,4.535,,7.3
UAL.OQ,2013-04-01,11.025,,7.6
UAL.OQ,2013-01-01,4.821,,8.0
ESS.N,2022-10-01,6.376,3.747421,3.7
ESS.N,2022-07-01,-33.991,3.092855,3.5
ESS.N,2022-04-01,-7.219,2.325202,3.6
ESS.N,2022-01-01,96.058,1.515266,4.0
ESS.N,2021-10-01,79.31,1.527139,4.5
ESS.N,2021-07-01,18.578,1.444323,5.4
ESS.N,2021-04-01,169.169,1.745787,6.1
ESS.N,2021-01-01,44.828,0.926432,6.3
ESS.N,2020-10-01,8.061,0.677434,6.9
ESS.N,2020-07-01,1.194,0.638068,10.2
ESS.N,2020-04-01,29.801,0.671282,14.7
ESS.N,2020-01-01,40.667,1.917061,3.5
ESS.N,2019-10-01,14.073,1.673179,3.6
ESS.N,2019-07-01,14.22,1.999952,3.7
ESS.N,2019-04-01,54.48,2.413881,3.6
ESS.N,2019-01-01,55.295,2.691309,4.0
ESS.N,2018-10-01,9.581,3.055485,3.8
ESS.N,2018-07-01,31.887,2.851013,3.8
ESS.N,2018-04-01,25.618,2.744341,4.0
ESS.N,2018-01-01,45.37,2.41084,4.0
ESS.N,2017-10-01,19.506,2.32644,4.2
ESS.N,2017-07-01,5.882,2.301898,4.3
ESS.N,2017-04-01,178.261,2.394592,4.4
ESS.N,2017-01-01,196.683,2.431507,4.7
ESS.N,2016-10-01,6.101,1.606498,4.9
ESS.N,2016-07-01,33.132,1.491713,4.8
ESS.N,2016-04-01,52.819,1.829833,5.1
ESS.N,2016-01-01,44.924,2.304994,4.8
ESS.N,2015-10-01,10.315,,5.0
ESS.N,2015-07-01,31.332,,5.2
ESS.N,2015-04-01,25.384,,5.4
ESS.N,2015-01-01,35.985,,5.7
ESS.N,2014-10-01,325.0,,5.7
ESS.N,2014-07-01,-82.482,,6.2
ESS.N,2014-04-01,-13.433,,6.2
ESS.N,2014-01-01,54.237,,6.6
ESS.N,2013-10-01,150.293,,7.2
ESS.N,2013-07-01,15.438,,7.3
ESS.N,2013-04-01,8.291,,7.6
ESS.N,2013-01-01,124.471,,8.0
KHC.OQ,2022-10-01,12.675,3.747421,3.7
KHC.OQ,2022-07-01,2.461,3.092855,3.5
KHC.OQ,2022-04-01,12.744,2.325202,3.6
KHC.OQ,2022-01-01,25.608,1.515266,4.0
KHC.OQ,2021-10-01,12.422,1.527139,4.5
KHC.OQ,2021-07-01,8.042,1.444323,5.4
KHC.OQ,2021-04-01,21.161,1.745787,6.1
KHC.OQ,2021-01-01,8.705,0.926432,6.3
KHC.OQ,2020-10-01,12.12,0.677434,6.9
KHC.OQ,2020-07-01,23.018,0.638068,10.2
KHC.OQ,2020-04-01,6.202,0.671282,14.7
KHC.OQ,2020-01-01,6.381,1.917061,3.5
KHC.OQ,2019-10-01,28.972,1.673179,3.6
KHC.OQ,2019-07-01,3.65,1.999952,3.7
KHC.OQ,2019-07-01,8.816,2.413881,3.7
KHC.OQ,2019-01-01,-10.533,2.691309,4.0
KHC.OQ,2018-10-01,-3.779,3.055485,3.8
KHC.OQ,2018-07-01,8.295,2.851013,3.8
KHC.OQ,2018-04-01,8.603,2.744341,4.0
KHC.OQ,2018-01-01,-5.326,2.41084,4.0
KHC.OQ,2017-10-01,0.981,2.32644,4.2
KHC.OQ,2017-07-01,2.807,2.301898,4.3
KHC.OQ,2017-04-01,-1.861,2.394592,4.4
KHC.OQ,2017-01-01,3.659,2.431507,4.7
KHC.OQ,2016-10-01,11.166,1.606498,4.9
KHC.OQ,2016-07-01,17.979,1.491713,4.8
KHC.OQ,2016-04-01,17.921,1.829833,5.1
KHC.OQ,2016-01-01,6.81,,4.8
KHC.OQ,2015-10-01,-28.618,,5.0
KHC.OQ,2015-07-01,16.626,,5.2
KHC.OQ,2015-04-01,,,5.4
KHC.OQ,2015-01-01,,,5.7
KHC.OQ,2014-10-01,,,5.7
KHC.OQ,2014-07-01,,,6.2
KHC.OQ,2014-04-01,,,6.2
KHC.OQ,2014-01-01,,,6.6
KHC.OQ,2013-10-01,,,7.2
KHC.OQ,2013-07-01,,,7.3
KHC.OQ,2013-04-01,,,7.6
KHC.OQ,2013-01-01,,,8.0
JBHT.OQ,2022-10-01,4.841,3.747421,3.7
JBHT.OQ,2022-07-01,3.122,3.092855,3.5
JBHT.OQ,2022-04-01,17.889,2.325202,3.6
JBHT.OQ,2022-01-01,12.95,1.515266,4.0
JBHT.OQ,2021-10-01,5.953,1.527139,4.5
JBHT.OQ,2021-07-01,2.759,1.444323,5.4
JBHT.OQ,2021-04-01,17.578,1.745787,6.1
JBHT.OQ,2021-01-01,11.361,0.926432,6.3
JBHT.OQ,2020-10-01,-7.74,0.677434,6.9
JBHT.OQ,2020-07-01,37.088,0.638068,10.2
JBHT.OQ,2020-04-01,0.061,0.671282,14.7
JBHT.OQ,2020-01-01,-10.048,1.917061,3.5
JBHT.OQ,2019-10-01,-3.239,1.673179,3.6
JBHT.OQ,2019-07-01,1.749,1.999952,3.7
JBHT.OQ,2019-04-01,-13.22,2.413881,3.6
JBHT.OQ,2019-01-01,20.034,2.691309,4.0
JBHT.OQ,2018-10-01,6.434,3.055485,3.8
JBHT.OQ,2018-07-01,6.902,2.851013,3.8
JBHT.OQ,2018-04-01,0.452,2.744341,4.0
JBHT.OQ,2018-01-01,-6.368,2.41084,4.0
JBHT.OQ,2017-10-01,-5.385,2.32644,4.2
JBHT.OQ,2017-07-01,-3.804,2.301898,4.3
JBHT.OQ,2017-04-01,-5.143,2.394592,4.4
JBHT.OQ,2017-01-01,-3.761,2.431507,4.7
JBHT.OQ,2016-10-01,-5.052,1.606498,4.9
JBHT.OQ,2016-07-01,-5.295,1.491713,4.8
JBHT.OQ,2016-04-01,3.456,1.829833,5.1
JBHT.OQ,2016-01-01,1.855,2.304994,4.8
JBHT.OQ,2015-10-01,1.875,,5.0
JBHT.OQ,2015-07-01,5.551,,5.2
JBHT.OQ,2015-04-01,7.769,,5.4
JBHT.OQ,2015-01-01,5.028,,5.7
JBHT.OQ,2014-10-01,3.089,,5.7
JBHT.OQ,2014-07-01,0.4,,6.2
JBHT.OQ,2014-04-01,-6.26,,6.2
JBHT.OQ,2014-01-01,-2.935,,6.6
JBHT.OQ,2013-10-01,-3.961,,7.2
JBHT.OQ,2013-07-01,-1.825,,7.3
JBHT.OQ,2013-04-01,-5.181,,7.6
JBHT.OQ,2013-01-01,0.822,,8.0
CMI.N,2022-10-01,-41.844,3.747421,3.7
CMI.N,2022-07-01,13.559,3.092855,3.5
CMI.N,2022-04-01,13.62,2.325202,3.6
CMI.N,2022-01-01,-13.335,1.515266,4.0
CMI.N,2021-10-01,-5.705,1.527139,4.5
CMI.N,2021-07-01,1.266,1.444323,5.4
CMI.N,2021-04-01,16.43,1.745787,6.1
CMI.N,2021-01-01,20.088,0.926432,6.3
CMI.N,2020-10-01,47.035,0.677434,6.9
CMI.N,2020-07-01,110.595,0.638068,10.2
CMI.N,2020-04-01,46.875,0.671282,14.7
CMI.N,2020-01-01,5.686,1.917061,3.5
CMI.N,2019-10-01,1.393,1.673179,3.6
CMI.N,2019-07-01,-3.059,1.999952,3.7
CMI.N,2019-04-01,11.32,2.413881,3.6
CMI.N,2019-01-01,-8.59,2.691309,4.0
CMI.N,2018-10-01,7.83,3.055485,3.8
CMI.N,2018-07-01,-9.424,2.851013,3.8
CMI.N,2018-04-01,12.679,2.744341,4.0
CMI.N,2018-01-01,13.296,2.41084,4.0
CMI.N,2017-10-01,10.34,2.32644,4.2
CMI.N,2017-07-01,-1.842,2.301898,4.3
CMI.N,2017-04-01,30.535,2.394592,4.4
CMI.N,2017-01-01,13.065,2.431507,4.7
CMI.N,2016-10-01,3.279,1.606498,4.9
CMI.N,2016-07-01,10.908,1.491713,4.8
CMI.N,2016-04-01,4.842,1.829833,5.1
CMI.N,2016-01-01,-4.127,2.304994,4.8
CMI.N,2015-10-01,-17.821,,5.0
CMI.N,2015-07-01,2.595,,5.2
CMI.N,2015-04-01,-0.135,,5.4
CMI.N,2015-01-01,2.065,,5.7
CMI.N,2014-10-01,1.671,,5.7
CMI.N,2014-07-01,1.936,,6.2
CMI.N,2014-04-01,11.858,,6.2
CMI.N,2014-01-01,-2.234,,6.6
CMI.N,2013-10-01,-7.94,,7.2
CMI.N,2013-07-01,10.525,,7.3
CMI.N,2013-04-01,-22.395,,7.6
CMI.N,2013-01-01,14.354,,8.0
PNR.N,2022-10-01,6.98,3.53384839524641,3.7
PNR.N,2022-07-01,2.493,2.94105014823835,3.5
PNR.N,2022-04-01,5.198,2.0884838984078,3.6
PNR.N,2022-01-01,2.387,1.38519634175986,4.0
PNR.N,2021-10-01,6.523,1.37666313148704,4.5
PNR.N,2021-07-01,5.337,1.23421249208498,5.4
PNR.N,2021-04-01,31.168,1.59593115052955,6.1
PNR.N,2021-01-01,10.374,0.735883398257987,6.3
PNR.N,2020-10-01,37.765,0.518477152981412,6.9
PNR.N,2020-07-01,20.244,0.465761032302434,10.2
PNR.N,2020-04-01,16.87,0.608631794869657,14.7
PNR.N,2020-01-01,4.57,1.78397724008346,3.5
PNR.N,2019-10-01,5.048,1.58913144535056,3.6
PNR.N,2019-07-01,5.905,1.87326053832934,3.7
PNR.N,2019-04-01,-1.676,2.28212281923433,3.6
PNR.N,2019-01-01,1.327,2.55450511201,4.0
PNR.N,2018-10-01,3.846,2.93403262018564,3.8
PNR.N,2018-07-01,3.023,2.68575699029659,3.8
PNR.N,2018-04-01,6.152,2.61562880516041,4.0
PNR.N,2018-01-01,-0.286,2.35677433422523,4.0
PNR.N,2017-10-01,2.673,2.30816580611937,4.2
PNR.N,2017-07-01,-0.376,2.20682110719665,4.3
PNR.N,2017-04-01,6.234,2.30436810893603,4.4
PNR.N,2017-01-01,6.533,2.40360466694453,4.7
PNR.N,2016-10-01,7.837,1.4547360920487,4.9
PNR.N,2016-07-01,1.933,1.26398651548479,4.8
PNR.N,2016-04-01,6.471,1.63825808928807,5.1
PNR.N,2016-01-01,8.654,2.02987442917389,4.8
PNR.N,2015-10-01,2.62,,5.0
PNR.N,2015-07-01,0.524,,5.2
PNR.N,2015-04-01,-0.161,,5.4
PNR.N,2015-01-01,3.343,,5.7
PNR.N,2014-10-01,6.699,,5.7
PNR.N,2014-07-01,0.608,,6.2
PNR.N,2014-04-01,0.305,,6.2
PNR.N,2014-01-01,1.829,,6.6
PNR.N,2013-10-01,0.257,,7.2
PNR.N,2013-07-01,2.128,,7.3
PNR.N,2013-04-01,3.571,,7.6
PNR.N,2013-01-01,6.646,,8.0
CRL.N,2022-10-01,5.411,3.747421,3.7
CRL.N,2022-07-01,1.301,3.092855,3.5
CRL.N,2022-04-01,1.261,2.325202,3.6
CRL.N,2022-01-01,2.367,1.515266,4.0
CRL.N,2021-10-01,4.736,1.527139,4.5
CRL.N,2021-07-01,9.653,1.444323,5.4
CRL.N,2021-04-01,15.409,1.745787,6.1
CRL.N,2021-01-01,13.523,0.926432,6.3
CRL.N,2020-10-01,29.483,0.677434,6.9
CRL.N,2020-07-01,24.957,0.638068,10.2
CRL.N,2020-04-01,24.118,0.671282,14.7
CRL.N,2020-01-01,9.561,1.917061,3.5
CRL.N,2019-10-01,3.528,1.673179,3.6
CRL.N,2019-07-01,4.937,1.999952,3.7
CRL.N,2019-04-01,1.33,2.413881,3.6
CRL.N,2019-01-01,6.739,2.691309,4.0
CRL.N,2018-10-01,10.669,3.055485,3.8
CRL.N,2018-07-01,10.832,2.851013,3.8
CRL.N,2018-04-01,9.296,2.744341,4.0
CRL.N,2018-01-01,11.696,2.41084,4.0
CRL.N,2017-10-01,6.564,2.32644,4.2
CRL.N,2017-07-01,5.835,2.301898,4.3
CRL.N,2017-04-01,13.432,2.394592,4.4
CRL.N,2017-01-01,9.102,2.431507,4.7
CRL.N,2016-10-01,4.123,1.606498,4.9
CRL.N,2016-07-01,8.815,1.491713,4.8
CRL.N,2016-04-01,8.818,1.829833,5.1
CRL.N,2016-01-01,6.394,2.304994,4.8
CRL.N,2015-10-01,9.252,,5.0
CRL.N,2015-07-01,-1.235,,5.2
CRL.N,2015-04-01,-3.893,,5.4
CRL.N,2015-01-01,13.326,,5.7
CRL.N,2014-10-01,7.734,,5.7
CRL.N,2014-07-01,18.734,,6.2
CRL.N,2014-04-01,10.937,,6.2
CRL.N,2014-01-01,7.679,,6.6
CRL.N,2013-10-01,12.752,,7.2
CRL.N,2013-07-01,2.241,,7.3
CRL.N,2013-04-01,-2.523,,7.6
CRL.N,2013-01-01,6.922,,8.0
DPZ.N,2022-10-01,-6.035,3.747421,3.7
DPZ.N,2022-07-01,-2.94,3.092855,3.5
DPZ.N,2022-04-01,-18.176,2.325202,3.6
DPZ.N,2022-01-01,-0.68,1.515266,4.0
DPZ.N,2021-10-01,4.128,1.527139,4.5
DPZ.N,2021-07-01,8.601,1.444323,5.4
DPZ.N,2021-04-01,2.089,1.745787,6.1
DPZ.N,2021-01-01,-1.105,0.926432,6.3
DPZ.N,2020-10-01,-10.597,0.677434,6.9
DPZ.N,2020-07-01,33.34,0.638068,10.2
DPZ.N,2020-04-01,32.299,0.671282,14.7
DPZ.N,2020-01-01,5.184,1.917061,3.5
DPZ.N,2019-10-01,-0.867,1.673179,3.6
DPZ.N,2019-07-01,8.516,1.999952,3.7
DPZ.N,2019-04-01,5.374,2.413881,3.6
DPZ.N,2019-01-01,-2.695,2.691309,4.0
DPZ.N,2018-10-01,11.219,3.055485,3.8
DPZ.N,2018-07-01,5.384,2.851013,3.8
DPZ.N,2018-04-01,13.164,2.744341,4.0
DPZ.N,2018-01-01,7.339,2.41084,4.0
DPZ.N,2017-10-01,3.709,2.32644,4.2
DPZ.N,2017-07-01,6.959,2.301898,4.3
DPZ.N,2017-04-01,8.465,2.394592,4.4
DPZ.N,2017-01-01,2.736,2.431507,4.7
DPZ.N,2016-10-01,6.74,1.606498,4.9
DPZ.N,2016-07-01,4.463,1.491713,4.8
DPZ.N,2016-04-01,-8.951,1.829833,5.1
DPZ.N,2016-01-01,4.167,2.304994,4.8
DPZ.N,2015-10-01,-9.378,,5.0
DPZ.N,2015-07-01,2.532,,5.2
DPZ.N,2015-04-01,1.673,,5.4
DPZ.N,2015-01-01,-2.29,,5.7
DPZ.N,2014-10-01,2.797,,5.7
DPZ.N,2014-07-01,2.29,,6.2
DPZ.N,2014-04-01,0.741,,6.2
DPZ.N,2014-01-01,2.632,,6.6
DPZ.N,2013-10-01,-2.547,,7.2
DPZ.N,2013-07-01,1.786,,7.3
DPZ.N,2013-04-01,6.857,,7.6
DPZ.N,2013-01-01,6.667,,8.0
HPQ.N,2022-07-01,0.074,3.747421,3.5
HPQ.N,2022-04-01,2.648,3.092855,3.6
HPQ.N,2022-01-01,7.541,2.325202,4.0
HPQ.N,2021-10-01,6.44,1.515266,4.5
HPQ.N,2021-07-01,4.091,1.527139,5.4
HPQ.N,2021-04-01,4.541,1.444323,6.1
HPQ.N,2021-01-01,39.0,1.745787,6.3
HPQ.N,2020-10-01,18.592,0.926432,6.9
HPQ.N,2020-07-01,14.433,0.677434,10.2
HPQ.N,2020-04-01,15.366,0.638068,14.7
HPQ.N,2020-01-01,19.926,0.671282,3.5
HPQ.N,2019-10-01,3.844,1.917061,3.6
HPQ.N,2019-07-01,5.948,1.673179,3.7
HPQ.N,2019-04-01,3.286,1.999952,3.6
HPQ.N,2019-01-01,1.125,2.413881,4.0
HPQ.N,2018-10-01,0.119,2.691309,3.8
HPQ.N,2018-07-01,2.716,3.055485,3.8
HPQ.N,2018-04-01,0.699,2.851013,4.0
HPQ.N,2018-01-01,15.091,2.744341,4.0
HPQ.N,2017-10-01,-0.558,2.41084,4.2
HPQ.N,2017-07-01,2.237,2.32644,4.3
HPQ.N,2017-04-01,2.828,2.301898,4.4
HPQ.N,2017-01-01,2.995,2.394592,4.7
HPQ.N,2016-10-01,-0.725,2.431507,4.9
HPQ.N,2016-07-01,8.32,1.606498,4.8
HPQ.N,2016-04-01,8.391,1.491713,5.1
HPQ.N,2016-01-01,0.116,1.829833,4.8
HPQ.N,2015-10-01,-33.072,2.304994,5.0
HPQ.N,2015-07-01,3.393,,5.2
HPQ.N,2015-04-01,1.764,,5.4
HPQ.N,2015-01-01,0.824,,5.7
HPQ.N,2014-10-01,0.405,,5.7
HPQ.N,2014-07-01,0.518,,6.2
HPQ.N,2014-04-01,0.176,,6.2
HPQ.N,2014-01-01,6.767,,6.6
HPQ.N,2013-10-01,1.101,,7.2
HPQ.N,2013-07-01,-0.43,,7.3
HPQ.N,2013-04-01,7.591,,7.6
HPQ.N,2013-01-01,15.661,,8.0
HPQ.N,2012-10-01,1.94,,
LW.N,2022-10-01,51.733,3.747421,3.7
LW.N,2022-07-01,27.87,3.092855,3.5
LW.N,2022-04-01,66.45,2.325202,3.6
LW.N,2022-01-01,54.866,1.515266,4.0
LW.N,2021-10-01,-47.17,1.527139,4.5
LW.N,2021-07-01,3.703,1.444323,5.4
LW.N,2021-04-01,-11.765,1.745787,6.1
LW.N,2021-01-01,6.207,0.926432,6.3
LW.N,2020-10-01,105.616,0.677434,6.9
LW.N,2020-07-01,-106.306,0.638068,10.2
LW.N,2020-04-01,-16.907,0.671282,14.7
LW.N,2020-01-01,12.426,1.917061,3.5
LW.N,2019-10-01,0.637,1.673179,3.6
LW.N,2019-07-01,2.305,1.999952,3.7
LW.N,2019-04-01,15.408,2.413881,3.6
LW.N,2019-01-01,10.854,2.691309,4.0
LW.N,2018-10-01,7.128,3.055485,3.8
LW.N,2018-07-01,4.357,2.851013,3.8
LW.N,2018-04-01,17.99,2.744341,4.0
LW.N,2018-01-01,2.613,2.41084,4.0
LW.N,2017-10-01,15.443,2.32644,4.2
LW.N,2017-07-01,4.615,2.301898,4.3
LW.N,2017-04-01,10.626,2.394592,4.4
LW.N,2017-01-01,14.546,,4.7
LW.N,2016-10-01,,,4.9
LW.N,2016-07-01,,,4.8
LW.N,2016-04-01,,,5.1
LW.N,2016-01-01,,,4.8
LW.N,2015-10-01,,,5.0
LW.N,2015-07-01,,,5.2
LW.N,2015-04-01,,,5.4
LW.N,2015-01-01,,,5.7
