,Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise
2075,ADP.OQ,2022-04-27 07:02:00+00:00,2.21,2.08077,6.211
2076,ADP.OQ,2022-01-26 07:00:00+00:00,1.65,1.62863,1.312
2077,ADP.OQ,2021-10-27 06:56:00+00:00,1.65,1.48782,10.901
2078,EQIX.OQ,2023-02-15 16:05:00+00:00,1.39,1.742,-20.207
2079,EQIX.OQ,2022-11-02 16:05:00+00:00,2.3,1.78268,29.019
2080,EQIX.OQ,2022-07-27 16:05:00+00:00,2.37,1.80383,31.387
2081,EQIX.OQ,2022-04-27 16:05:00+00:00,1.62,1.65106,-1.881
2082,EQIX.OQ,2022-02-16 16:05:00+00:00,1.36,1.40611,-3.279
2083,EQIX.OQ,2021-11-03 16:05:00+00:00,1.68,1.57474,6.684
2084,CHD.N,2023-02-03 06:55:00+00:00,-0.67,0.60032,-211.607
2085,CHD.N,2022-10-28 06:55:00+00:00,0.76,0.65216,16.536
2086,CHD.N,2022-07-29 06:55:00+00:00,0.76,0.71806,5.841
2087,CHD.N,2022-04-28 06:55:00+00:00,0.83,0.76778,8.104
2088,CHD.N,2022-01-28 06:55:00+00:00,0.64,0.60167,6.371
2089,CHD.N,2021-10-29 06:55:00+00:00,0.8,0.70756,13.065
2090,MTD.N,2023-02-09 17:15:00+00:00,12.1,11.66209,3.755
2091,MTD.N,2022-11-03 16:10:00+00:00,10.18,9.83391,3.519
2092,MTD.N,2022-07-28 17:15:00+00:00,9.39,8.75673,7.232
2093,MTD.N,2022-05-05 16:10:00+00:00,7.87,7.245,8.627
2094,MTD.N,2022-02-10 16:14:00+00:00,10.53,10.07767,4.488
2095,MTD.N,2021-11-04 17:18:00+00:00,8.72,8.23944,5.832
2096,KDP.OQ,2022-10-27 06:30:00+00:00,0.46,0.45941,0.128
2097,KDP.OQ,2022-07-28 06:30:00+00:00,0.39,0.39056,-0.143
2098,KDP.OQ,2022-04-28 07:00:00+00:00,0.33,0.32833,0.509
2099,KDP.OQ,2022-02-24 06:30:00+00:00,0.45,0.45056,-0.124
2100,KDP.OQ,2021-10-28 07:00:00+00:00,0.44,0.44039,-0.089
2101,KDP.OQ,2021-07-29 07:00:00+00:00,0.38,0.36989,2.733
2102,EBAY.OQ,2022-11-02 16:09:00+00:00,1.0,0.92754,7.812
2103,EBAY.OQ,2022-08-03 16:10:00+00:00,0.99,0.89239,10.938
2104,EBAY.OQ,2022-05-04 16:05:00+00:00,1.05,1.03196,1.748
2105,EBAY.OQ,2022-02-23 16:03:00+00:00,1.05,0.99365,5.671
2106,EBAY.OQ,2021-10-27 16:05:00+00:00,0.9,0.88621,1.556
2107,EBAY.OQ,2021-08-11 16:05:00+00:00,0.99,0.94733,4.504
2108,PEG.N,2023-02-21 07:39:00+00:00,0.64,0.62507,2.389
2109,PEG.N,2022-10-31 07:30:00+00:00,0.86,0.83387,3.134
2110,PEG.N,2022-08-02 07:30:00+00:00,0.64,0.64365,-0.567
2111,PEG.N,2022-05-03 07:30:00+00:00,1.33,1.12013,18.736
2112,PEG.N,2022-02-24 07:30:00+00:00,0.69,0.66475,3.798
2113,PEG.N,2021-11-02 07:30:00+00:00,0.98,0.92313,6.161
2114,BIIB.OQ,2023-02-15 07:00:00+00:00,4.05,3.48331,16.269
2115,BIIB.OQ,2022-10-25 07:12:00+00:00,4.77,4.13642,15.317
2116,BIIB.OQ,2022-07-20 07:08:00+00:00,5.25,4.06354,29.198
2117,BIIB.OQ,2022-05-03 07:14:00+00:00,4.38,4.37876,0.028
2118,BIIB.OQ,2022-02-03 07:07:00+00:00,3.39,3.37946,0.312
2119,BIIB.OQ,2021-10-20 07:02:00+00:00,4.77,4.08632,16.731
2120,CTSH.OQ,2023-02-02 16:01:00+00:00,1.01,1.02239,-1.212
2121,CTSH.OQ,2022-11-02 16:01:00+00:00,1.17,1.15779,1.055
2122,CTSH.OQ,2022-07-27 16:01:00+00:00,1.14,1.08321,5.243
2123,CTSH.OQ,2022-05-04 16:01:00+00:00,1.08,1.03821,4.025
2124,CTSH.OQ,2022-02-02 16:20:00+00:00,1.1,1.04084,5.684
2125,CTSH.OQ,2021-10-27 16:01:00+00:00,1.06,1.04672,1.269
2126,ALB.N,2023-02-15 16:15:00+00:00,8.62,8.28,4.106
2127,ALB.N,2022-11-02 16:52:00+00:00,7.5,6.98767,7.332
2128,ALB.N,2022-08-03 16:25:00+00:00,3.45,3.25925,5.853
2129,ALB.N,2022-05-04 16:25:00+00:00,2.38,1.63356,45.694
2130,ALB.N,2022-02-16 16:48:00+00:00,1.01,0.99212,1.802
2131,ALB.N,2021-11-03 16:15:00+00:00,1.05,0.767,36.897
2132,TRGP.N,2022-11-03 06:00:00+00:00,0.84,1.19636,-29.787
2133,TRGP.N,2022-08-04 06:17:00+00:00,1.61,1.22042,31.922
2134,TRGP.N,2022-05-05 06:00:00+00:00,0.06,0.8582,-93.009
2135,TRGP.N,2022-02-24 06:00:00+00:00,0.51,0.65707,-22.383
2136,TRGP.N,2021-11-04 06:00:00+00:00,0.66,0.52967,24.606
2137,TRGP.N,2021-08-05 06:00:00+00:00,0.15,0.26987,-44.418
2138,NCLH.N,2022-11-08 07:32:00+00:00,-0.64,-0.7025,8.897
2139,NCLH.N,2022-08-09 07:30:00+00:00,-1.14,-0.85858,-32.777
2140,NCLH.N,2022-05-10 07:04:00+00:00,-1.82,-1.53,-18.954
2141,NCLH.N,2022-02-24 07:00:00+00:00,-1.95,-1.60155,-21.757
2142,NCLH.N,2021-11-03 07:11:00+00:00,-2.17,-2.08582,-4.036
2143,NCLH.N,2021-08-06 07:00:00+00:00,-1.93,-1.97027,2.044
2144,UDR.N,2023-02-06 16:38:00+00:00,0.13,0.10714,21.337
2145,UDR.N,2022-10-26 16:16:00+00:00,0.07,0.08429,-16.953
2146,UDR.N,2022-07-26 16:16:00+00:00,0.01,0.06571,-84.782
2147,UDR.N,2022-04-26 16:16:00+00:00,0.04,0.0325,23.077
2148,UDR.N,2022-02-08 16:16:00+00:00,0.37,0.07375,401.695
2149,UDR.N,2021-10-26 16:16:00+00:00,0.06,0.035,71.429
2150,DGX.N,2023-02-02 06:45:00+00:00,1.98,1.90787,3.781
2151,DGX.N,2022-10-20 06:54:00+00:00,2.36,2.19321,7.605
2152,DGX.N,2022-07-21 06:45:00+00:00,2.36,2.29207,2.964
2153,DGX.N,2022-04-21 06:45:00+00:00,3.22,2.97493,8.238
2154,DGX.N,2022-02-03 06:40:00+00:00,3.33,3.18353,4.601
2155,DGX.N,2021-10-21 06:46:00+00:00,3.96,2.87547,37.717
2156,CBOE.Z,2023-02-03 07:30:00+00:00,1.8,1.76262,2.121
2157,CBOE.Z,2022-11-04 07:30:00+00:00,1.74,1.63342,6.525
2158,CBOE.Z,2022-07-29 07:30:00+00:00,1.67,1.69109,-1.247
2159,CBOE.Z,2022-04-29 07:30:00+00:00,1.73,1.677,3.16
2160,CBOE.Z,2022-02-04 07:30:00+00:00,1.7,1.52746,11.296
2161,CBOE.Z,2021-10-29 08:19:00+00:00,1.45,1.435,1.045
2162,ETSY.OQ,2022-11-02 16:05:00+00:00,-7.62,0.36444,-2190.879
2163,ETSY.OQ,2022-07-27 16:05:00+00:00,0.51,0.31118,63.894
2164,ETSY.OQ,2022-05-04 16:17:00+00:00,0.6,0.59571,0.72
2165,ETSY.OQ,2022-02-24 16:05:00+00:00,1.11,0.79385,39.825
2166,ETSY.OQ,2021-11-03 16:05:00+00:00,0.62,0.53992,14.832
2167,ETSY.OQ,2021-08-04 16:05:00+00:00,0.68,0.62915,8.082
2168,HIG.N,2023-02-02 16:15:00+00:00,2.31,1.87489,23.207
2169,HIG.N,2022-10-27 16:15:00+00:00,1.44,1.24168,15.972
2170,HIG.N,2022-07-28 16:15:00+00:00,2.15,1.51621,41.801
2171,HIG.N,2022-04-28 16:15:00+00:00,1.66,1.54367,7.536
2172,HIG.N,2022-02-03 16:15:00+00:00,2.02,1.52483,32.474
2173,HIG.N,2021-10-28 16:26:00+00:00,1.26,0.864,45.833
2174,ACGL.OQ,2023-02-13 16:10:00+00:00,2.14,1.33727,60.028
2175,ACGL.OQ,2022-10-26 16:58:00+00:00,0.28,0.169,65.681
2176,ACGL.OQ,2022-07-27 16:11:00+00:00,1.34,1.08708,23.266
2177,ACGL.OQ,2022-04-27 16:11:00+00:00,1.1,1.05992,3.781
2178,ACGL.OQ,2022-02-09 16:28:00+00:00,1.27,0.99869,27.167
2179,ACGL.OQ,2021-10-27 16:12:00+00:00,0.74,0.35583,107.965
2180,NDSN.OQ,2023-02-20 16:30:00+00:00,1.95,1.97113,-1.072
2181,NDSN.OQ,2022-12-14 16:30:00+00:00,2.44,2.32811,4.806
2182,NDSN.OQ,2022-08-22 16:30:00+00:00,2.49,2.4386,2.108
2183,NDSN.OQ,2022-05-23 16:30:00+00:00,2.43,2.2886,6.178
2184,NDSN.OQ,2022-02-22 16:30:00+00:00,2.07,1.90744,8.522
2185,NDSN.OQ,2021-12-15 16:32:00+00:00,1.88,2.095,-10.263
2186,VRSK.OQ,2022-11-01 16:24:00+00:00,1.46,1.4664,-0.436
2187,VRSK.OQ,2022-08-02 16:10:00+00:00,1.53,1.41031,8.487
2188,VRSK.OQ,2022-05-03 16:10:00+00:00,1.34,1.39038,-3.624
2189,VRSK.OQ,2022-02-22 16:10:00+00:00,1.47,1.40936,4.303
2190,VRSK.OQ,2021-11-02 16:33:00+00:00,1.44,1.3612,5.789
2191,VRSK.OQ,2021-08-03 16:21:00+00:00,1.17,1.32567,-11.743
2192,AMT.N,2022-10-27 07:08:00+00:00,1.8,1.12933,59.387
2193,AMT.N,2022-07-28 07:00:00+00:00,1.95,0.95867,103.407
2194,AMT.N,2022-04-27 07:00:00+00:00,1.56,1.11893,39.419
2195,AMT.N,2022-02-24 07:00:00+00:00,0.99,1.14533,-13.562
2196,AMT.N,2021-10-28 07:00:00+00:00,1.58,1.19933,31.74
2197,AMT.N,2021-07-29 07:00:00+00:00,1.65,1.28625,28.28
2198,PYPL.OQ,2023-02-09 16:16:00+00:00,1.24,1.19949,3.377
2199,PYPL.OQ,2022-11-03 16:16:00+00:00,1.08,0.95819,12.713
2200,PYPL.OQ,2022-08-02 16:44:00+00:00,0.93,0.85945,8.209
2201,PYPL.OQ,2022-04-27 16:16:00+00:00,0.88,0.87723,0.316
2202,PYPL.OQ,2022-02-01 16:16:00+00:00,1.11,1.12209,-1.078
2203,PYPL.OQ,2021-11-08 16:17:00+00:00,1.11,1.07244,3.502
2204,CAG.N,2023-01-05 07:30:00+00:00,0.81,0.66433,21.927
2205,CAG.N,2022-10-06 07:30:00+00:00,0.57,0.52236,9.12
2206,CAG.N,2022-07-14 07:30:00+00:00,0.65,0.63213,2.827
2207,CAG.N,2022-04-07 07:30:00+00:00,0.58,0.57713,0.497
2208,CAG.N,2022-01-06 07:31:00+00:00,0.64,0.67747,-5.531
2209,CAG.N,2021-10-07 07:35:00+00:00,0.5,0.4856,2.965
2210,UHS.N,2022-10-25 16:17:00+00:00,2.54,2.4302,4.518
2211,UHS.N,2022-07-25 16:16:00+00:00,2.2,2.34975,-6.373
2212,UHS.N,2022-04-25 16:19:00+00:00,2.15,2.4572,-12.502
2213,UHS.N,2022-02-24 16:16:00+00:00,2.95,2.86933,2.812
2214,UHS.N,2021-10-25 16:18:00+00:00,2.67,2.74767,-2.827
2215,UHS.N,2021-07-26 16:20:00+00:00,3.76,2.69642,39.444
2216,TFX.N,2022-10-27 06:30:00+00:00,3.27,3.1145,4.993
2217,TFX.N,2022-07-28 06:30:00+00:00,3.39,3.34664,1.296
2218,TFX.N,2022-04-28 07:05:00+00:00,2.88,2.7468,4.849
2219,TFX.N,2022-02-24 06:33:00+00:00,3.6,3.532,1.925
2220,TFX.N,2021-10-28 07:05:00+00:00,3.51,3.027,15.956
2221,TFX.N,2021-07-29 06:30:00+00:00,3.35,2.8714,16.668
2222,SYF.N,2023-01-23 06:00:00+00:00,1.26,1.10995,13.519
2223,SYF.N,2022-10-25 06:00:00+00:00,1.47,1.37674,6.774
2224,SYF.N,2022-07-18 06:00:00+00:00,1.6,1.426,12.202
2225,SYF.N,2022-04-18 06:00:00+00:00,1.77,1.53805,15.081
2226,SYF.N,2022-01-28 06:00:00+00:00,1.48,1.48485,-0.327
2227,SYF.N,2021-10-19 06:00:00+00:00,2.0,1.51065,32.393
2228,WAT.N,2023-02-15 06:50:00+00:00,3.84,3.73241,2.883
2229,WAT.N,2022-11-01 06:50:00+00:00,2.64,2.57031,2.711
2230,WAT.N,2022-08-02 07:04:00+00:00,2.75,2.65753,3.48
2231,WAT.N,2022-05-03 06:50:00+00:00,2.8,2.32467,20.447
2232,WAT.N,2022-02-01 07:02:00+00:00,3.67,3.47267,5.682
2233,WAT.N,2021-11-02 07:02:00+00:00,2.66,2.35192,13.099
2234,INCY.OQ,2023-02-07 07:10:00+00:00,0.62,0.57923,7.039
2235,INCY.OQ,2022-11-01 07:00:00+00:00,0.6,0.7155,-16.143
2236,INCY.OQ,2022-08-02 07:00:00+00:00,1.01,0.75833,33.187
2237,INCY.OQ,2022-05-03 07:00:00+00:00,0.55,0.67444,-18.451
2238,INCY.OQ,2022-02-08 07:00:00+00:00,0.1,0.86546,-88.446
2239,INCY.OQ,2021-11-02 07:00:00+00:00,1.18,0.745,58.389
2240,LRCX.OQ,2023-01-25 16:05:00+00:00,10.71,9.96125,7.517
2241,LRCX.OQ,2022-10-19 16:05:00+00:00,10.42,9.5353,9.278
2242,LRCX.OQ,2022-07-27 16:05:00+00:00,8.83,7.32365,20.568
2243,LRCX.OQ,2022-04-20 16:05:00+00:00,7.4,7.51364,-1.512
2244,LRCX.OQ,2022-01-26 16:05:00+00:00,8.53,8.5143,0.184
2245,LRCX.OQ,2021-10-20 16:05:00+00:00,8.36,8.21305,1.789
2246,IDXX.OQ,2023-02-06 06:30:00+00:00,2.05,1.94333,5.489
2247,IDXX.OQ,2022-11-01 06:30:00+00:00,2.15,2.0402,5.382
2248,IDXX.OQ,2022-08-02 06:30:00+00:00,1.56,1.558,0.128
2249,IDXX.OQ,2022-05-04 06:30:00+00:00,2.27,2.25667,0.591
2250,IDXX.OQ,2022-02-02 06:30:00+00:00,1.89,1.70875,10.607
2251,IDXX.OQ,2021-11-02 06:30:00+00:00,2.03,1.90875,6.352
2252,PPG.N,2023-01-19 16:05:00+00:00,1.22,1.1265,8.3
2253,PPG.N,2022-10-19 16:30:00+00:00,1.66,1.64556,0.878
2254,PPG.N,2022-07-21 16:11:00+00:00,1.81,1.73453,4.351
2255,PPG.N,2022-04-21 16:10:00+00:00,1.37,1.11461,22.913
2256,PPG.N,2022-01-20 16:14:00+00:00,1.26,1.1688,7.803
2257,PPG.N,2021-10-20 16:15:00+00:00,1.69,1.5767,7.186
2258,LKQ.OQ,2022-10-27 06:00:00+00:00,0.97,0.9616,0.874
2259,LKQ.OQ,2022-07-28 06:00:00+00:00,1.09,1.0227,6.581
2260,LKQ.OQ,2022-04-28 06:00:00+00:00,1.0,0.92344,8.291
2261,LKQ.OQ,2022-02-17 06:00:00+00:00,0.87,0.77364,12.455
2262,LKQ.OQ,2021-10-28 06:03:00+00:00,1.02,0.86182,18.354
2263,LKQ.OQ,2021-07-29 06:00:00+00:00,1.13,0.747,51.272
2264,HES.N,2023-01-25 07:30:00+00:00,1.78,1.64,8.537
2265,HES.N,2022-10-26 07:30:00+00:00,1.89,1.86895,1.126
2266,HES.N,2022-07-27 07:30:00+00:00,2.15,2.14077,0.431
2267,HES.N,2022-04-27 07:30:00+00:00,1.3,1.13174,14.867
2268,HES.N,2022-01-26 07:30:00+00:00,0.85,0.72206,17.719
2269,HES.N,2021-10-27 07:31:00+00:00,0.28,0.2306,21.422
2270,EOG.N,2022-11-03 16:15:00+00:00,3.71,3.72713,-0.46
2271,EOG.N,2022-08-04 16:35:00+00:00,2.74,2.62832,4.249
2272,EOG.N,2022-05-05 16:15:00+00:00,4.0,3.71748,7.6
2273,EOG.N,2022-02-24 17:14:00+00:00,3.09,3.19062,-3.154
2274,EOG.N,2021-11-04 17:27:00+00:00,2.16,2.04167,5.796
2275,EOG.N,2021-08-04 16:24:00+00:00,1.73,1.55858,10.999
2276,MAR.OQ,2023-02-14 07:00:00+00:00,1.96,1.83106,7.042
2277,MAR.OQ,2022-11-03 06:30:00+00:00,1.69,1.68181,0.487
2278,MAR.OQ,2022-08-02 07:00:00+00:00,1.8,1.55865,15.485
2279,MAR.OQ,2022-05-04 07:00:00+00:00,1.25,0.89653,39.427
2280,MAR.OQ,2022-02-15 07:00:00+00:00,1.3,0.99237,31.0
2281,MAR.OQ,2021-11-03 07:00:00+00:00,0.99,0.98433,0.576
2282,TJX.N,2022-11-16 07:35:00+00:00,0.86,0.79952,7.565
2283,TJX.N,2022-08-17 07:29:00+00:00,0.69,0.66479,3.792
2284,TJX.N,2022-05-18 07:36:00+00:00,0.68,0.60079,13.184
2285,TJX.N,2022-02-23 07:30:00+00:00,0.78,0.9093,-14.22
2286,TJX.N,2021-11-17 07:40:00+00:00,0.84,0.80595,4.225
2287,TJX.N,2021-08-18 07:30:00+00:00,0.79,0.57074,38.417
2288,MNST.OQ,2022-11-03 16:15:00+00:00,0.6,0.58839,1.973
2289,MNST.OQ,2022-08-04 16:28:00+00:00,0.51,0.6975,-26.882
2290,MNST.OQ,2022-05-05 16:05:00+00:00,0.55,0.60711,-9.407
2291,MNST.OQ,2022-02-24 16:05:00+00:00,0.6,0.6059,-0.974
2292,MNST.OQ,2021-11-04 17:18:00+00:00,0.63,0.66872,-5.791
2293,MNST.OQ,2021-08-05 16:12:00+00:00,0.75,0.67672,10.829
2294,VMC.N,2023-02-16 07:30:00+00:00,1.08,1.26006,-14.29
2295,VMC.N,2022-11-02 07:00:00+00:00,1.78,1.70229,4.565
2296,VMC.N,2022-08-04 07:00:00+00:00,1.64,1.69116,-3.025
2297,VMC.N,2022-05-04 07:30:00+00:00,0.73,0.62133,17.49
2298,VMC.N,2022-02-16 07:30:00+00:00,1.25,1.16053,7.709
2299,VMC.N,2021-11-04 07:00:00+00:00,1.54,1.65311,-6.842
2300,EW.N,2023-01-31 16:15:00+00:00,0.64,0.61223,4.536
2301,EW.N,2022-10-27 16:15:00+00:00,0.61,0.62261,-2.025
2302,EW.N,2022-07-28 16:15:00+00:00,0.63,0.6409,-1.701
2303,EW.N,2022-04-26 16:15:00+00:00,0.6,0.57352,4.617
2304,EW.N,2022-01-26 16:15:00+00:00,0.51,0.54805,-6.943
2305,EW.N,2021-10-27 16:15:00+00:00,0.54,0.53387,1.148
2306,SBNY.OQ,2023-01-17 05:00:00+00:00,4.65,4.86188,-4.358
2307,SBNY.OQ,2022-10-18 05:01:00+00:00,5.57,5.41247,2.911
2308,SBNY.OQ,2022-07-19 05:00:00+00:00,5.26,5.04563,4.249
2309,SBNY.OQ,2022-04-19 05:00:00+00:00,4.63,4.32138,7.142
2310,SBNY.OQ,2022-01-18 05:00:00+00:00,4.34,3.94606,9.983
2311,SBNY.OQ,2021-10-19 05:00:00+00:00,3.88,3.72041,4.29
2312,FRC.N,2023-01-13 07:00:00+00:00,1.88,1.79691,4.624
2313,FRC.N,2022-10-14 07:00:00+00:00,2.21,2.18341,1.218
2314,FRC.N,2022-07-14 07:00:00+00:00,2.16,2.08691,3.502
2315,FRC.N,2022-04-13 07:02:00+00:00,2.0,1.89696,5.432
2316,FRC.N,2022-01-14 07:00:00+00:00,2.02,1.92005,5.206
2317,FRC.N,2021-10-13 07:00:00+00:00,1.91,1.84259,3.658
2318,ALL.N,2023-02-01 16:25:00+00:00,-1.36,-1.36047,0.035
2319,ALL.N,2022-11-02 16:29:00+00:00,-1.56,-1.51611,-2.895
2320,ALL.N,2022-08-03 16:25:00+00:00,-0.76,-1.26739,40.034
2321,ALL.N,2022-05-04 16:26:00+00:00,2.58,2.89761,-10.961
2322,ALL.N,2022-02-02 16:23:00+00:00,2.75,2.75529,-0.192
2323,ALL.N,2021-11-03 16:57:00+00:00,0.73,1.67267,-56.357
2324,BMY.N,2023-02-02 06:59:00+00:00,1.82,1.72194,5.695
2325,BMY.N,2022-10-25 19:31:00+00:00,1.99,1.82838,8.84
2326,BMY.N,2022-07-27 06:59:00+00:00,1.93,1.78912,7.874
2327,BMY.N,2022-04-29 06:59:00+00:00,2.061,1.912,7.793
2328,BMY.N,2022-02-04 06:59:00+00:00,1.83,1.79582,1.903
2329,BMY.N,2021-10-27 06:59:00+00:00,2.0,1.91883,4.23
2330,APH.N,2023-01-25 08:00:00+00:00,0.78,0.74863,4.19
2331,APH.N,2022-10-26 08:00:00+00:00,0.8,0.74913,6.791
2332,APH.N,2022-07-27 08:00:00+00:00,0.75,0.67553,11.024
2333,APH.N,2022-04-27 08:00:00+00:00,0.67,0.61288,9.32
2334,APH.N,2022-01-26 08:00:00+00:00,0.7,0.63444,10.334
2335,APH.N,2021-10-27 08:00:00+00:00,0.65,0.62744,3.596
2336,HON.OQ,2023-02-02 06:33:00+00:00,2.52,2.50805,0.477
2337,HON.OQ,2022-10-27 06:35:00+00:00,2.25,2.1561,4.355
2338,HON.OQ,2022-07-28 06:30:00+00:00,2.1,2.0285,3.525
2339,HON.OQ,2022-04-29 05:04:00+00:00,1.91,1.8605,2.661
2340,HON.OQ,2022-02-03 06:30:00+00:00,2.09,2.07518,0.714
2341,HON.OQ,2021-10-22 06:30:00+00:00,2.02,1.99423,1.292
2342,GPC.N,2022-10-20 06:55:00+00:00,2.23,2.04782,8.896
2343,GPC.N,2022-07-27 06:55:00+00:00,2.2,2.0323,8.252
2344,GPC.N,2022-04-21 08:30:00+00:00,1.86,1.6745,11.078
2345,GPC.N,2022-02-17 08:30:00+00:00,1.79,1.6,11.875
2346,GPC.N,2021-10-21 08:30:00+00:00,1.88,1.637,14.844
2347,GPC.N,2021-07-22 08:30:00+00:00,1.74,1.5414,12.884
2348,MHK.N,2023-02-09 16:10:00+00:00,1.32,1.31865,0.102
2349,MHK.N,2022-10-27 16:10:00+00:00,3.34,3.34977,-0.292
2350,MHK.N,2022-07-28 16:10:00+00:00,4.41,4.289,2.821
2351,MHK.N,2022-04-28 16:10:00+00:00,3.78,2.90418,30.157
2352,MHK.N,2022-02-10 16:10:00+00:00,2.95,2.86625,2.922
2353,MHK.N,2021-10-28 16:10:00+00:00,3.95,3.8074,3.745
2354,MCHP.OQ,2023-02-02 16:15:00+00:00,1.56,1.54895,0.713
2355,MCHP.OQ,2022-11-03 16:15:00+00:00,1.46,1.44226,1.23
2356,MCHP.OQ,2022-08-02 16:40:00+00:00,1.37,1.3444,1.904
2357,MCHP.OQ,2022-05-09 16:15:00+00:00,1.35,1.2537,7.681
2358,MCHP.OQ,2022-02-03 16:26:00+00:00,1.2,1.17276,2.323
2359,MCHP.OQ,2021-11-04 17:02:00+00:00,1.07,1.06029,0.916
2360,CAT.N,2023-01-31 06:30:00+00:00,4.27,4.02391,6.116
2361,CAT.N,2022-10-27 06:37:00+00:00,3.95,3.15895,25.042
2362,CAT.N,2022-08-02 06:30:00+00:00,3.18,3.00996,5.649
2363,CAT.N,2022-04-28 06:39:00+00:00,2.88,2.59982,10.777
2364,CAT.N,2022-01-28 06:30:00+00:00,2.69,2.25876,19.092
2365,CAT.N,2021-10-28 06:30:00+00:00,2.66,2.20414,20.682
2366,PG.N,2023-01-19 06:55:00+00:00,1.59,1.58947,0.033
2367,PG.N,2022-10-19 06:55:00+00:00,1.57,1.54188,1.824
2368,PG.N,2022-07-29 06:55:00+00:00,1.21,1.22228,-1.005
2369,PG.N,2022-04-20 06:58:00+00:00,1.33,1.2939,2.79
2370,PG.N,2022-01-19 06:58:00+00:00,1.66,1.65337,0.401
2371,PG.N,2021-10-19 07:00:00+00:00,1.61,1.59063,1.218
2372,ZTS.N,2023-02-14 07:00:00+00:00,1.15,1.04646,9.894
2373,ZTS.N,2022-11-03 07:00:00+00:00,1.21,1.23558,-2.07
2374,ZTS.N,2022-08-04 07:00:00+00:00,1.2,1.21833,-1.505
2375,ZTS.N,2022-05-05 07:00:00+00:00,1.32,1.23273,7.08
2376,ZTS.N,2022-02-15 07:12:00+00:00,1.0,0.96015,4.15
2377,ZTS.N,2021-11-04 07:00:00+00:00,1.25,1.10431,13.193
2378,STE.N,2023-02-08 16:30:00+00:00,2.02,2.19367,-7.917
2379,STE.N,2022-11-09 16:51:00+00:00,1.99,1.984,0.302
2380,STE.N,2022-08-02 16:39:00+00:00,1.9,1.91517,-0.792
2381,STE.N,2022-05-12 06:07:00+00:00,2.04,2.0222,0.88
2382,STE.N,2022-02-08 16:43:00+00:00,2.12,1.962,8.053
2383,STE.N,2021-11-02 17:28:00+00:00,1.99,1.82,9.341
2384,BKR.OQ,2023-01-23 07:00:00+00:00,0.38,0.39584,-4.002
2385,BKR.OQ,2022-10-19 07:00:00+00:00,0.26,0.24405,6.536
2386,BKR.OQ,2022-07-20 07:00:00+00:00,0.11,0.22014,-50.032
2387,BKR.OQ,2022-04-20 07:00:00+00:00,0.15,0.19543,-23.246
2388,BKR.OQ,2022-01-20 07:00:00+00:00,0.25,0.28,-10.714
2389,BKR.OQ,2021-10-20 07:00:00+00:00,0.16,0.21184,-24.471
2390,AFL.N,2023-02-01 16:05:00+00:00,1.4,1.21154,15.555
2391,AFL.N,2022-10-31 16:05:00+00:00,1.15,1.21454,-5.314
2392,AFL.N,2022-08-01 16:05:00+00:00,1.46,1.28408,13.7
2393,AFL.N,2022-04-27 16:08:00+00:00,1.42,1.36792,3.807
2394,AFL.N,2022-02-02 16:05:00+00:00,1.28,1.26764,0.975
2395,AFL.N,2021-10-27 16:05:00+00:00,1.53,1.31936,15.965
2396,CPB.N,2022-12-07 07:15:00+00:00,1.02,0.8764,16.385
2397,CPB.N,2022-09-01 07:16:00+00:00,0.56,0.55956,0.079
2398,CPB.N,2022-06-08 07:23:00+00:00,0.7,0.61369,14.064
2399,CPB.N,2022-03-09 07:15:00+00:00,0.69,0.68875,0.182
2400,CPB.N,2021-12-08 07:15:00+00:00,0.89,0.81071,9.78
2401,CPB.N,2021-09-01 07:17:00+00:00,0.55,0.47625,15.486
2402,PTC.OQ,2023-02-01 16:01:00+00:00,0.99,1.02807,-3.703
2403,PTC.OQ,2022-11-02 15:06:00+00:00,1.27,1.15229,10.215
2404,PTC.OQ,2022-07-27 16:01:00+00:00,0.97,1.05554,-8.104
2405,PTC.OQ,2022-04-27 16:01:00+00:00,1.39,1.13764,22.183
2406,PTC.OQ,2022-01-26 16:10:00+00:00,0.95,1.04827,-9.374
2407,PTC.OQ,2021-11-03 16:37:00+00:00,1.1,0.68492,60.603
2408,FITB.OQ,2023-01-19 06:30:00+00:00,1.0,0.98942,1.069
2409,FITB.OQ,2022-10-20 06:30:00+00:00,0.91,0.97753,-6.908
2410,FITB.OQ,2022-07-21 06:30:00+00:00,0.76,0.87132,-12.776
2411,FITB.OQ,2022-04-19 06:30:00+00:00,0.68,0.69342,-1.935
2412,FITB.OQ,2022-01-20 06:30:00+00:00,0.91,0.90116,0.981
2413,FITB.OQ,2021-10-19 06:30:00+00:00,0.88,0.90883,-3.173
2414,MSI.N,2023-02-09 16:10:00+00:00,3.6,3.43227,4.887
2415,MSI.N,2022-11-03 16:10:00+00:00,3.0,2.87927,4.193
2416,MSI.N,2022-08-04 16:10:00+00:00,2.07,1.87046,10.668
2417,MSI.N,2022-05-12 16:10:00+00:00,1.7,1.60727,5.769
2418,MSI.N,2022-02-09 16:19:00+00:00,2.85,2.7377,4.102
2419,MSI.N,2021-11-04 18:43:00+00:00,2.35,2.12536,10.57
2420,XEL.OQ,2023-01-26 06:10:00+00:00,0.69,0.6773,1.875
