,Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise
478,BALL.N,2022-01-27 06:00:00+00:00,0.97,0.89789,8.031
479,BALL.N,2021-11-04 06:00:00+00:00,0.94,0.98721,-4.782
480,PFG.OQ,2023-01-30 16:15:00+00:00,1.7,1.5326,10.923
481,PFG.OQ,2022-10-27 16:15:00+00:00,1.69,1.44613,16.864
482,PFG.OQ,2022-08-08 16:15:00+00:00,1.65,1.38757,18.913
483,PFG.OQ,2022-04-28 16:15:00+00:00,1.63,1.56117,4.409
484,PFG.OQ,2022-02-07 16:15:00+00:00,1.85,1.649,12.189
485,PFG.OQ,2021-10-26 16:54:00+00:00,1.69,1.59682,5.835
486,KEYS.N,2022-11-17 16:05:00+00:00,2.14,1.98939,7.571
487,KEYS.N,2022-08-17 16:04:00+00:00,2.01,1.78475,12.621
488,KEYS.N,2022-05-17 16:05:00+00:00,1.83,1.67475,9.27
489,KEYS.N,2022-02-17 16:05:00+00:00,1.65,1.55346,6.215
490,KEYS.N,2021-11-22 16:05:00+00:00,1.82,1.64258,10.801
491,KEYS.N,2021-08-18 16:05:00+00:00,1.54,1.44077,6.887
492,SEDG.OQ,2023-02-13 16:05:00+00:00,2.86,1.55815,83.551
493,SEDG.OQ,2022-11-07 16:02:00+00:00,0.91,1.43895,-36.759
494,SEDG.OQ,2022-08-02 16:15:00+00:00,0.95,1.3919,-31.748
495,SEDG.OQ,2022-05-02 16:05:00+00:00,1.2,1.26743,-5.32
496,SEDG.OQ,2022-02-15 16:05:00+00:00,1.1,1.31472,-16.332
497,SEDG.OQ,2021-11-02 16:30:00+00:00,1.45,1.35665,6.881
498,PCG.N,2022-10-27 08:03:00+00:00,0.29,0.2048,41.602
499,PCG.N,2022-07-28 08:04:00+00:00,0.25,0.27983,-10.66
500,PCG.N,2022-04-28 08:08:00+00:00,0.3,0.25389,18.161
501,PCG.N,2022-02-10 08:02:00+00:00,0.22,0.27891,-21.122
502,PCG.N,2021-11-01 08:04:00+00:00,0.24,0.25583,-6.188
503,PCG.N,2021-07-29 09:14:00+00:00,0.27,0.2797,-3.468
504,RL.N,2023-02-09 08:01:00+00:00,3.35,2.92424,14.56
505,RL.N,2022-11-10 08:01:00+00:00,2.23,2.08306,7.054
506,RL.N,2022-08-09 08:01:00+00:00,1.88,1.74953,7.457
507,RL.N,2022-05-24 08:01:00+00:00,0.49,0.36038,35.97
508,RL.N,2022-02-03 08:01:00+00:00,2.94,2.17417,35.224
509,RL.N,2021-11-02 08:01:00+00:00,2.62,1.99547,31.297
510,JPM.N,2023-01-13 06:52:00+00:00,3.56,3.06533,16.138
511,JPM.N,2022-10-14 06:49:00+00:00,3.36,2.88265,16.559
512,JPM.N,2022-07-14 06:57:00+00:00,2.76,2.88255,-4.251
513,JPM.N,2022-04-13 06:48:00+00:00,2.76,2.6882,2.671
514,JPM.N,2022-01-14 07:05:00+00:00,3.33,3.01159,10.573
515,JPM.N,2021-10-13 06:52:00+00:00,3.74,2.99643,24.815
516,TTWO.OQ,2023-02-06 16:08:00+00:00,0.86,0.87225,-1.404
517,TTWO.OQ,2022-11-07 16:05:00+00:00,1.3,1.37414,-5.395
518,TTWO.OQ,2022-08-08 16:05:00+00:00,0.74,0.85471,-13.421
519,TTWO.OQ,2022-05-16 16:05:00+00:00,1.09,1.03991,4.817
520,TTWO.OQ,2022-02-07 16:05:00+00:00,1.32,1.24461,6.057
521,TTWO.OQ,2021-11-03 16:05:00+00:00,1.63,1.33261,22.317
522,CDW.OQ,2023-02-08 07:00:00+00:00,2.5,2.482,0.725
523,CDW.OQ,2022-11-02 07:19:00+00:00,2.6,2.52378,3.02
524,CDW.OQ,2022-08-03 07:03:00+00:00,2.49,2.424,2.723
525,CDW.OQ,2022-05-04 07:15:00+00:00,2.2,2.01267,9.308
526,CDW.OQ,2022-02-09 07:00:00+00:00,2.08,1.9288,7.839
527,CDW.OQ,2021-11-03 07:00:00+00:00,2.13,2.04833,3.987
528,RMD.N,2023-01-26 16:05:00+00:00,1.66,1.61778,2.61
529,RMD.N,2022-10-27 16:05:00+00:00,1.51,1.51667,-0.44
530,RMD.N,2022-08-11 16:05:00+00:00,1.49,1.45143,2.657
531,RMD.N,2022-04-28 16:05:00+00:00,1.32,1.42167,-7.151
532,RMD.N,2022-01-27 16:05:00+00:00,1.47,1.52,-3.29
533,RMD.N,2021-10-28 16:05:00+00:00,1.51,1.35875,11.132
534,LNT.OQ,2022-11-07 18:00:00+00:00,0.93,1.01333,-8.223
535,LNT.OQ,2022-08-04 18:00:00+00:00,0.63,0.5825,8.155
536,LNT.OQ,2022-04-28 18:00:00+00:00,0.77,0.7195,7.019
537,LNT.OQ,2022-02-17 18:02:00+00:00,0.35,0.35625,-1.754
538,LNT.OQ,2021-11-04 18:00:00+00:00,1.02,0.96375,5.837
539,LNT.OQ,2021-08-05 18:00:00+00:00,0.57,0.55625,2.472
540,CMG.N,2023-02-07 16:10:00+00:00,8.29,8.90075,-6.862
541,CMG.N,2022-10-25 16:10:00+00:00,9.51,9.2059,3.303
542,CMG.N,2022-07-26 16:10:00+00:00,9.3,9.04152,2.859
543,CMG.N,2022-04-26 16:12:00+00:00,5.7,5.63813,1.097
544,CMG.N,2022-02-08 16:10:00+00:00,5.58,5.26207,6.042
545,CMG.N,2021-10-21 16:11:00+00:00,7.02,6.32107,11.057
546,PCAR.OQ,2023-01-24 08:00:00+00:00,1.76,1.47196,19.569
547,PCAR.OQ,2022-10-25 08:00:00+00:00,1.47333,1.32212,11.437
548,PCAR.OQ,2022-07-26 08:00:00+00:00,1.38,1.21117,13.94
549,PCAR.OQ,2022-04-26 08:00:00+00:00,1.14667,1.027,11.652
550,PCAR.OQ,2022-01-25 08:00:00+00:00,0.98,0.87871,11.527
551,PCAR.OQ,2021-10-26 08:08:00+00:00,0.72,0.80042,-10.047
552,GNRC.N,2023-02-15 06:00:00+00:00,1.78,1.76275,0.979
553,GNRC.N,2022-11-02 06:00:00+00:00,1.75,1.83112,-4.43
554,GNRC.N,2022-08-03 06:00:00+00:00,2.99,2.637,13.386
555,GNRC.N,2022-05-04 06:00:00+00:00,2.09,1.964,6.416
556,GNRC.N,2022-02-16 06:00:00+00:00,2.51,2.39617,4.751
557,GNRC.N,2021-11-02 06:00:00+00:00,2.35,2.31556,1.487
558,CHTR.OQ,2023-01-27 07:00:00+00:00,7.69,8.7867,-12.481
559,CHTR.OQ,2022-10-28 07:00:00+00:00,7.38,8.23104,-10.339
560,CHTR.OQ,2022-07-29 07:00:00+00:00,8.8,6.89052,27.712
561,CHTR.OQ,2022-04-29 07:00:00+00:00,6.9,6.46826,6.675
562,CHTR.OQ,2022-01-28 07:00:00+00:00,8.93,6.89432,29.527
563,CHTR.OQ,2021-10-29 07:00:00+00:00,6.5,5.71036,13.828
564,PWR.N,2022-11-03 06:55:00+00:00,1.77,1.76727,0.155
565,PWR.N,2022-08-04 06:55:00+00:00,1.54,1.52427,1.032
566,PWR.N,2022-05-05 06:55:00+00:00,1.37,1.21756,12.52
567,PWR.N,2022-02-24 06:57:00+00:00,1.54,1.41319,8.973
568,PWR.N,2021-11-04 06:55:00+00:00,1.48,1.45488,1.727
569,PWR.N,2021-08-05 06:55:00+00:00,1.06,1.03807,2.113
570,CCL.N,2022-12-21 09:15:00+00:00,-0.85,-0.86709,1.971
571,CCL.N,2022-09-30 09:15:00+00:00,-0.58,-0.14677,-295.176
572,CCL.N,2022-06-24 09:19:00+00:00,-1.64,-1.17054,-40.106
573,CCL.N,2022-03-22 09:15:00+00:00,-1.66,-1.2572,-32.04
574,CCL.N,2021-12-20 09:15:00+00:00,-1.72,-1.4301,-20.271
575,CCL.N,2021-09-24 09:17:00+00:00,-1.75,-1.477,-18.483
576,PM.N,2023-02-09 06:59:00+00:00,1.39,1.23871,12.214
577,PM.N,2022-10-20 06:59:00+00:00,1.53,1.35917,12.569
578,PM.N,2022-07-21 06:59:00+00:00,1.48,1.26,17.46
579,PM.N,2022-04-21 06:59:00+00:00,1.56,1.49154,4.59
580,PM.N,2022-02-10 06:59:00+00:00,1.35,1.32715,1.722
581,PM.N,2021-10-19 06:59:00+00:00,1.58,1.546,2.199
582,COO.N,2022-12-08 16:15:00+00:00,2.75,3.11133,-11.614
583,COO.N,2022-08-31 16:27:00+00:00,3.19,3.21785,-0.866
584,COO.N,2022-06-02 16:15:00+00:00,3.24,3.43075,-5.56
585,COO.N,2022-03-03 16:15:00+00:00,3.24,3.1051,4.345
586,COO.N,2021-12-02 16:15:00+00:00,3.28,3.37283,-2.752
587,COO.N,2021-09-02 16:15:00+00:00,3.41,3.28992,3.65
588,SNA.N,2023-02-02 06:30:00+00:00,4.42,4.20044,5.227
589,SNA.N,2022-10-20 06:30:00+00:00,4.14,3.86044,7.242
590,SNA.N,2022-07-21 06:30:00+00:00,4.27,3.94933,8.12
591,SNA.N,2022-04-21 06:30:00+00:00,4.0,3.66363,9.181
592,SNA.N,2022-02-03 06:30:00+00:00,4.1,3.69067,11.091
593,SNA.N,2021-10-21 06:30:00+00:00,3.57,3.38222,5.552
594,UAL.OQ,2023-01-17 16:00:00+00:00,2.46,2.1008,17.098
595,UAL.OQ,2022-10-18 16:05:00+00:00,2.81,2.27533,23.499
596,UAL.OQ,2022-07-20 16:30:00+00:00,1.43,1.95314,-26.785
597,UAL.OQ,2022-04-20 16:30:00+00:00,-4.24,-4.21547,-0.582
598,UAL.OQ,2022-01-19 16:30:00+00:00,-1.6,-2.10994,24.169
599,UAL.OQ,2021-10-19 16:30:00+00:00,-1.02,-1.67465,39.092
600,ESS.N,2023-02-07 16:15:00+00:00,2.86,1.45333,96.789
601,ESS.N,2022-10-26 16:15:00+00:00,1.43,1.34429,6.376
602,ESS.N,2022-07-26 16:15:00+00:00,0.87,1.318,-33.991
603,ESS.N,2022-04-26 16:15:00+00:00,1.12,1.20714,-7.219
604,ESS.N,2022-02-02 16:15:00+00:00,2.1,1.07111,96.058
605,ESS.N,2021-10-26 16:15:00+00:00,1.82,1.015,79.31
606,KHC.OQ,2023-02-15 07:03:00+00:00,0.85,0.77929,9.074
607,KHC.OQ,2022-10-26 07:01:00+00:00,0.63,0.55913,12.675
608,KHC.OQ,2022-07-27 07:00:00+00:00,0.7,0.68319,2.461
609,KHC.OQ,2022-04-27 07:01:00+00:00,0.6,0.53218,12.744
610,KHC.OQ,2022-02-16 07:00:00+00:00,0.79,0.62894,25.608
611,KHC.OQ,2021-10-27 07:00:00+00:00,0.65,0.57818,12.422
612,JBHT.OQ,2023-01-18 06:56:00+00:00,1.92,2.457,-21.856
613,JBHT.OQ,2022-10-18 16:05:00+00:00,2.57,2.45133,4.841
614,JBHT.OQ,2022-07-19 16:05:00+00:00,2.42,2.34674,3.122
615,JBHT.OQ,2022-04-18 16:05:00+00:00,2.29,1.9425,17.889
616,JBHT.OQ,2022-01-18 16:02:00+00:00,2.28,2.0186,12.95
617,JBHT.OQ,2021-10-15 07:00:00+00:00,1.88,1.77437,5.953
618,CMI.N,2023-02-06 07:30:00+00:00,4.43,4.49882,-1.53
619,CMI.N,2022-11-03 07:30:00+00:00,2.82,4.849,-41.844
620,CMI.N,2022-08-02 07:30:00+00:00,4.94,4.35016,13.559
621,CMI.N,2022-05-03 07:30:00+00:00,4.04,3.55571,13.62
622,CMI.N,2022-02-03 07:30:00+00:00,2.73,3.15005,-13.335
623,CMI.N,2021-11-02 07:36:00+00:00,3.69,3.91325,-5.705
624,PNR.N,2023-01-31 06:55:00+00:00,0.82,0.78594,4.334
625,PNR.N,2022-10-25 06:55:00+00:00,0.99,0.92541,6.98
626,PNR.N,2022-07-26 06:50:00+00:00,1.02,0.99519,2.493
627,PNR.N,2022-04-21 07:01:00+00:00,0.85,0.808,5.198
628,PNR.N,2022-02-01 06:58:00+00:00,0.87,0.84972,2.387
629,PNR.N,2021-10-26 06:58:00+00:00,0.89,0.8355,6.523
630,CRL.N,2022-11-02 07:00:00+00:00,2.63,2.495,5.411
631,CRL.N,2022-08-03 07:00:00+00:00,2.77,2.73442,1.301
632,CRL.N,2022-05-04 07:00:00+00:00,2.75,2.71575,1.261
633,CRL.N,2022-02-16 07:00:00+00:00,2.49,2.43242,2.367
634,CRL.N,2021-11-03 07:00:00+00:00,2.7,2.57791,4.736
635,CRL.N,2021-08-04 07:00:00+00:00,2.61,2.38023,9.653
636,DPZ.N,2022-10-13 07:31:00+00:00,2.79,2.96919,-6.035
637,DPZ.N,2022-07-21 07:30:00+00:00,2.82,2.90541,-2.94
638,DPZ.N,2022-04-28 07:39:00+00:00,2.5,3.05532,-18.176
639,DPZ.N,2022-03-01 08:37:00+00:00,4.25,4.27911,-0.68
640,DPZ.N,2021-10-14 07:30:00+00:00,3.24,3.11156,4.128
641,DPZ.N,2021-07-22 07:36:00+00:00,3.12,2.87289,8.601
642,HPQ.N,2022-11-22 16:15:00+00:00,0.85,0.83714,1.536
643,HPQ.N,2022-08-30 16:24:00+00:00,1.04,1.03923,0.074
644,HPQ.N,2022-05-31 16:15:00+00:00,1.08,1.05214,2.648
645,HPQ.N,2022-02-28 16:15:00+00:00,1.1,1.02287,7.541
646,HPQ.N,2021-11-23 16:07:00+00:00,0.94,0.88313,6.44
647,HPQ.N,2021-08-26 16:07:00+00:00,0.87,0.83581,4.091
648,LW.N,2023-01-05 08:30:00+00:00,1.28,0.74286,72.307
649,LW.N,2022-10-05 08:30:00+00:00,0.75,0.49429,51.733
650,LW.N,2022-07-27 08:30:00+00:00,0.65,0.50833,27.87
651,LW.N,2022-04-07 08:30:00+00:00,0.73,0.43857,66.45
652,LW.N,2022-01-06 08:30:00+00:00,0.5,0.32286,54.866
653,LW.N,2021-10-07 08:30:00+00:00,0.2,0.37857,-47.17
654,TGT.N,2022-11-16 06:30:00+00:00,1.54,2.12708,-27.6
655,TGT.N,2022-08-17 06:30:00+00:00,0.39,0.71584,-45.519
656,TGT.N,2022-05-18 06:30:00+00:00,2.19,3.06521,-28.553
657,TGT.N,2022-03-01 06:30:00+00:00,3.19,2.85739,11.64
658,TGT.N,2021-11-17 06:30:00+00:00,3.03,2.83063,7.043
659,TGT.N,2021-08-18 06:37:00+00:00,3.64,3.4897,4.307
660,NTAP.OQ,2022-11-29 16:01:00+00:00,1.48,1.3297,11.303
661,NTAP.OQ,2022-08-24 16:01:00+00:00,1.2,1.0977,9.32
662,NTAP.OQ,2022-06-01 16:01:00+00:00,1.42,1.27619,11.269
663,NTAP.OQ,2022-02-23 16:01:00+00:00,1.44,1.28495,12.067
664,NTAP.OQ,2021-11-30 16:01:00+00:00,1.28,1.21105,5.693
665,NTAP.OQ,2021-08-25 16:01:00+00:00,1.15,0.95248,20.737
666,OXY.N,2022-11-08 16:15:00+00:00,2.44,2.46391,-0.97
667,OXY.N,2022-08-02 16:31:00+00:00,3.16,3.02145,4.586
668,OXY.N,2022-05-10 16:18:00+00:00,2.12,2.02826,4.523
669,OXY.N,2022-02-23 19:00:00+00:00,1.48,1.10181,34.324
670,OXY.N,2021-11-04 16:15:00+00:00,0.87,0.66015,31.788
671,OXY.N,2021-08-03 16:21:00+00:00,0.32,0.03432,832.401
672,IR.N,2023-02-21 06:00:00+00:00,0.72,0.62536,15.134
673,IR.N,2022-11-02 16:40:00+00:00,0.62,0.58886,5.288
674,IR.N,2022-08-03 16:30:00+00:00,0.54,0.52113,3.621
675,IR.N,2022-05-04 16:43:00+00:00,0.49,0.44979,8.94
676,IR.N,2022-02-23 16:30:00+00:00,0.68,0.59529,14.23
677,IR.N,2021-11-03 07:30:00+00:00,0.57,0.46833,21.709
678,TER.OQ,2023-01-25 17:14:00+00:00,0.92,0.75047,22.59
679,TER.OQ,2022-10-25 17:02:00+00:00,1.15,1.03872,10.713
680,TER.OQ,2022-07-26 17:01:00+00:00,1.21,1.14247,5.911
681,TER.OQ,2022-04-26 17:01:00+00:00,0.98,0.88353,10.919
682,TER.OQ,2022-01-26 17:10:00+00:00,1.37,1.28745,6.412
683,TER.OQ,2021-10-26 17:01:00+00:00,1.59,1.43228,11.012
684,WAB.N,2023-02-15 06:30:00+00:00,1.3,1.2825,1.365
685,WAB.N,2022-11-01 06:30:00+00:00,1.22,1.20679,1.095
686,WAB.N,2022-08-05 06:30:00+00:00,1.23,1.21815,0.973
687,WAB.N,2022-04-27 06:30:00+00:00,1.13,1.122,0.713
688,WAB.N,2022-02-16 06:30:00+00:00,1.18,1.16809,1.02
689,WAB.N,2021-10-27 06:30:00+00:00,1.14,1.12333,1.484
690,NOW.N,2023-01-25 16:10:00+00:00,2.28,2.0227,12.721
691,NOW.N,2022-10-26 16:16:00+00:00,1.96,1.84452,6.261
692,NOW.N,2022-07-27 16:10:00+00:00,1.62,1.54041,5.167
693,NOW.N,2022-04-27 16:10:00+00:00,1.73,1.69979,1.777
694,NOW.N,2022-01-26 16:13:00+00:00,1.46,1.42772,2.261
695,NOW.N,2021-10-27 16:10:00+00:00,1.55,1.38407,11.989
696,EXC.OQ,2023-02-14 06:50:00+00:00,0.43,0.43021,-0.049
697,EXC.OQ,2022-11-03 06:50:00+00:00,0.75,0.70179,6.87
698,EXC.OQ,2022-08-03 06:50:00+00:00,0.44,0.457,-3.72
699,EXC.OQ,2022-05-09 08:30:00+00:00,0.64,0.65287,-1.971
700,EXC.OQ,2022-02-25 15:54:00+00:00,0.9,0.87044,3.396
701,EXC.OQ,2021-11-03 06:51:00+00:00,1.09,1.08613,0.356
702,BR.N,2023-02-02 07:00:00+00:00,0.91,0.90167,0.924
703,BR.N,2022-11-02 08:10:00+00:00,0.84,0.876,-4.11
704,BR.N,2022-08-12 07:00:00+00:00,2.65,2.624,0.991
705,BR.N,2022-05-03 07:00:00+00:00,1.93,1.78286,8.253
706,BR.N,2022-02-01 07:00:00+00:00,0.82,0.82429,-0.52
707,BR.N,2021-11-03 07:00:00+00:00,1.07,0.98571,8.551
708,EMN.N,2023-01-26 16:15:00+00:00,0.89,1.2581,-29.258
709,EMN.N,2022-10-27 16:15:00+00:00,2.05,2.00285,2.354
710,EMN.N,2022-07-28 16:23:00+00:00,2.83,2.697,4.931
711,EMN.N,2022-04-28 16:46:00+00:00,2.06,2.11474,-2.589
712,EMN.N,2022-01-27 16:28:00+00:00,1.81,1.86235,-2.811
713,EMN.N,2021-10-28 16:15:00+00:00,2.46,2.46305,-0.124
714,AZO.N,2022-12-06 06:55:00+00:00,27.45,25.27172,8.619
715,AZO.N,2022-09-19 06:55:00+00:00,40.51,38.40774,5.474
716,AZO.N,2022-05-24 13:59:00+00:00,29.03,26.05463,11.42
717,AZO.N,2022-03-01 06:55:00+00:00,22.3,17.78679,25.374
718,AZO.N,2021-12-07 06:55:00+00:00,25.69,20.86968,23.097
719,AZO.N,2021-09-21 06:55:00+00:00,35.72,29.91826,19.392
720,TEL.N,2023-01-25 06:00:00+00:00,1.53,1.50877,1.408
721,TEL.N,2022-11-02 06:00:00+00:00,1.88,1.865,0.804
722,TEL.N,2022-07-27 06:00:00+00:00,1.86,1.74653,6.497
723,TEL.N,2022-04-27 06:00:00+00:00,1.81,1.6995,6.502
724,TEL.N,2022-01-26 06:00:00+00:00,1.76,1.61356,9.076
725,TEL.N,2021-10-27 06:00:00+00:00,1.69,1.63556,3.329
726,FRT.N,2023-02-08 16:05:00+00:00,1.4,0.626,123.642
727,FRT.N,2022-11-03 16:05:00+00:00,1.89,0.626,201.917
728,FRT.N,2022-08-04 07:15:00+00:00,0.75,0.6025,24.481
729,FRT.N,2022-05-05 07:30:00+00:00,0.63,0.47667,32.167
730,FRT.N,2022-02-10 16:22:00+00:00,1.44,0.52333,175.161
731,FRT.N,2021-11-04 16:05:00+00:00,0.64,0.414,54.589
732,DUK.N,2023-02-09 07:21:00+00:00,1.11,1.06669,4.06
733,DUK.N,2022-11-04 07:00:00+00:00,1.78,1.84439,-3.491
734,DUK.N,2022-08-04 06:21:00+00:00,1.14,1.06741,6.801
735,DUK.N,2022-05-09 07:00:00+00:00,1.3,1.32581,-1.947
736,DUK.N,2022-02-10 07:00:00+00:00,0.94,0.95788,-1.867
737,DUK.N,2021-11-04 07:00:00+00:00,1.88,1.79493,4.74
738,KMI.N,2023-01-18 16:05:00+00:00,0.31,0.30154,2.806
739,KMI.N,2022-10-19 16:05:00+00:00,0.25,0.286,-12.587
740,KMI.N,2022-07-20 16:05:00+00:00,0.27,0.2734,-1.244
741,KMI.N,2022-04-20 16:05:00+00:00,0.32,0.28667,11.628
742,KMI.N,2022-01-19 16:05:00+00:00,0.27,0.257,5.058
743,KMI.N,2021-10-20 16:05:00+00:00,0.22,0.23977,-8.245
744,DVN.N,2023-02-14 16:05:00+00:00,1.66,1.74944,-5.113
745,DVN.N,2022-11-01 16:05:00+00:00,2.18,2.12304,2.683
746,DVN.N,2022-08-01 14:32:00+00:00,2.59,2.38159,8.751
747,DVN.N,2022-05-02 16:05:00+00:00,1.88,1.74692,7.618
748,DVN.N,2022-02-15 16:14:00+00:00,1.39,1.24008,12.09
749,DVN.N,2021-11-02 16:05:00+00:00,1.08,0.9273,16.468
750,RCL.N,2023-02-07 08:00:00+00:00,-1.12,-1.341,16.48
751,RCL.N,2022-11-03 08:22:00+00:00,0.26,0.18682,39.171
752,RCL.N,2022-07-28 08:00:00+00:00,-2.08,-2.19664,5.31
753,RCL.N,2022-05-05 08:07:00+00:00,-4.57,-4.46891,-2.262
754,RCL.N,2022-02-04 08:00:00+00:00,-4.78,-3.9233,-21.836
755,RCL.N,2021-10-29 08:04:00+00:00,-4.91,-4.405,-11.464
756,VTRS.OQ,2022-11-07 06:50:00+00:00,0.87,0.8372,3.918
757,VTRS.OQ,2022-08-08 06:59:00+00:00,0.88,0.83,6.024
758,VTRS.OQ,2022-05-09 06:59:00+00:00,0.93,0.8257,12.632
759,VTRS.OQ,2022-02-28 06:00:00+00:00,0.8,0.82818,-3.403
760,VTRS.OQ,2021-11-08 06:59:00+00:00,0.99,0.88355,12.048
761,VTRS.OQ,2021-08-09 06:59:00+00:00,0.98,0.87317,12.235
762,CAH.N,2023-02-02 06:55:00+00:00,1.32,1.13791,16.002
763,CAH.N,2022-11-04 06:55:00+00:00,1.2,0.94218,27.364
764,CAH.N,2022-08-11 06:50:00+00:00,1.05,1.17509,-10.645
765,CAH.N,2022-05-05 06:55:00+00:00,1.45,1.52517,-4.929
766,CAH.N,2022-02-03 06:55:00+00:00,1.27,1.22733,3.477
767,CAH.N,2021-11-09 06:55:00+00:00,1.29,1.326,-2.715
768,AAL.OQ,2023-01-26 07:00:00+00:00,1.17,1.14418,2.257
769,AAL.OQ,2022-10-20 07:00:00+00:00,0.69,0.56136,22.916
770,AAL.OQ,2022-07-21 07:00:00+00:00,0.76,0.76154,-0.202
771,AAL.OQ,2022-04-21 07:00:00+00:00,-2.32,-2.40312,3.459
772,AAL.OQ,2022-01-20 07:00:00+00:00,-1.42,-1.47629,3.813
773,AAL.OQ,2021-10-21 07:01:00+00:00,-0.99,-1.03877,4.695
774,MKC.N,2023-01-26 06:30:00+00:00,0.73,0.86373,-15.483
775,MKC.N,2022-10-06 06:30:00+00:00,0.69,0.7609,-9.318
776,MKC.N,2022-06-29 06:30:00+00:00,0.48,0.6477,-25.892
777,MKC.N,2022-03-29 06:30:00+00:00,0.63,0.6175,2.024
778,MKC.N,2022-01-27 06:30:00+00:00,0.84,0.8001,4.987
779,MKC.N,2021-09-30 06:30:00+00:00,0.8,0.7207,11.003
780,IEX.N,2023-01-31 16:30:00+00:00,2.01,1.97546,1.749
781,IEX.N,2022-10-25 16:35:00+00:00,2.14,2.00154,6.918
782,IEX.N,2022-07-26 16:35:00+00:00,2.02,1.89023,6.865
783,IEX.N,2022-04-26 16:35:00+00:00,1.96,1.74357,12.413
784,IEX.N,2022-02-01 16:30:00+00:00,1.55,1.58167,-2.002
785,IEX.N,2021-10-26 16:35:00+00:00,1.63,1.59175,2.403
786,VLO.N,2023-01-26 06:30:00+00:00,8.45,7.37,14.654
787,VLO.N,2022-10-25 06:33:00+00:00,7.149,6.8452,4.438
788,VLO.N,2022-07-28 06:30:00+00:00,11.36,9.58456,18.524
